STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/8/1956,0.19,0,0,,84,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/9/1956,0.01,0,0,,67,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/10/1956,0.46,0,0,,65,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/11/1956,0,0,0,,73,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/12/1956,0,0,0,,85,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/13/1956,0,0,0,,87,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/14/1956,0,0,0,,92,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/15/1956,0,0,0,,92,69
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/16/1956,0,0,0,,76,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/17/1956,0,0,0,,75,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/18/1956,0,0,0,,63,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/19/1956,0,0,0,,69,38
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/20/1956,0,0,0,,73,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/21/1956,0.22,0,0,,74,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/22/1956,0,0,0,,80,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/23/1956,0.43,0,0,,68,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/24/1956,0.03,0,0,,77,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/25/1956,0,0,0,,73,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/26/1956,0,0,0,,79,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/27/1956,0.18,0,0,,81,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/28/1956,0,0,0,,74,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/29/1956,0.3,0,0,,68,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/30/1956,0,0,0,,72,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/1/1956,0,0,0,,87,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/2/1956,0.02,0,0,,79,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/3/1956,0.02,0,0,,78,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/4/1956,0,0,0,,69,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/5/1956,0.11,0,0,,69,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/6/1956,0.22,0,0,,62,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/7/1956,0.05,0,0,,78,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/8/1956,0.74,0,0,,82,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/9/1956,0.49,0,0,,85,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/10/1956,0,0,0,,76,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/11/1956,0,0,0,,81,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/12/1956,0.08,0,0,,72,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/13/1956,0.22,0,0,,72,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/14/1956,0,0,0,,78,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/15/1956,0.33,0,0,,78,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/16/1956,0,0,0,,72,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/17/1956,0,0,0,,71,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/18/1956,0,0,0,,75,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/19/1956,0,0,0,,78,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/20/1956,0,0,0,,80,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/21/1956,0,0,0,,72,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/22/1956,0,0,0,,78,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/23/1956,1.69,0,0,,81,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/24/1956,0,0,0,,80,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/25/1956,0.05,0,0,,78,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/26/1956,0,0,0,,73,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/27/1956,0,0,0,,82,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/28/1956,0.04,0,0,,79,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/29/1956,0,0,0,,64,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/30/1956,0,0,0,,69,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/31/1956,0,0,0,,77,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/1/1956,0,0,0,,75,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/2/1956,0,0,0,,71,45
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/3/1956,0,0,0,,76,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/4/1956,0,0,0,,81,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/5/1956,0,0,0,,85,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/6/1956,0,0,0,,84,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/7/1956,0.01,0,0,,84,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/8/1956,0,0,0,,86,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/9/1956,0,0,0,,89,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/10/1956,0.43,0,0,,79,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/11/1956,0,0,0,,83,67
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/12/1956,0.12,0,0,,77,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/13/1956,0.01,0,0,,81,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/14/1956,0,0,0,,81,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/15/1956,0,0,0,,74,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/16/1956,0,0,0,,83,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/17/1956,0.01,0,0,,88,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/18/1956,0.18,0,0,,90,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/19/1956,0.03,0,0,,74,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/20/1956,0,0,0,,74,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/21/1956,0.15,0,0,,68,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/22/1956,0,0,0,,76,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/23/1956,0,0,0,,75,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/24/1956,0.17,0,0,,70,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/25/1956,0,0,0,,75,45
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/26/1956,0.27,0,0,,68,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/27/1956,0.02,0,0,,80,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/28/1956,0.03,0,0,,76,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/29/1956,0.17,0,0,,64,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/30/1956,0.24,0,0,,67,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/31/1956,0.16,0,0,,66,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/1/1956,0.43,0,0,,85,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/2/1956,0.21,0,0,,84,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/3/1956,0,0,0,,77,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/4/1956,0,0,0,,81,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/5/1956,0,0,0,,85,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/6/1956,0.08,0,0,,77,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/7/1956,0,0,0,,65,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/8/1956,0.44,0,0,,61,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/9/1956,0,0,0,,61,38
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/10/1956,0.1,0,0,,64,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/11/1956,0.21,0,0,,59,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/12/1956,0.01,0,0,,71,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/13/1956,0.02,0,0,,77,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/14/1956,0.16,0,0,,76,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/15/1956,0,0,0,,55,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/16/1956,0.33,0,0,,50,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/17/1956,0.27,0,0,,62,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/18/1956,0.02,0,0,,55,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/19/1956,0,0,0,,64,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/20/1956,1.04,0,0,,60,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/21/1956,0.09,0,0,,56,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/22/1956,0,0,0,,63,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/23/1956,0.09,0,0,,59,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/24/1956,0.02,0,0,,62,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/25/1956,0,0,0,,51,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/26/1956,0,0,0,,57,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/27/1956,0,0,0,,60,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/28/1956,0,0,0,,65,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/29/1956,0,0,0,,70,38
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/30/1956,0.39,0,0,,69,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/1/1956,0.01,0,0,,54,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/2/1956,0.18,0,0,,60,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/3/1956,0,0,0,,64,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/4/1956,0.04,0,0,,56,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/5/1956,0,0,0,,53,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/6/1956,0.04,0,0,,62,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/7/1956,0.67,0,0,,61,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/8/1956,0,0,0,,64,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/9/1956,0,0,0,,56,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/10/1956,0,0,0,,47,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/11/1956,0,0,0,,45,28
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/12/1956,0,0,0,,53,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/13/1956,0,0,0,,62,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/14/1956,0,0,0,,72,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/15/1956,0,0,0,,79,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/16/1956,0,0,0,,78,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/17/1956,0,0,0,,78,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/18/1956,0,0,0,,56,36
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/19/1956,0,0,0,,52,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/20/1956,0,0,0,,58,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/21/1956,0,0,0,,65,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/22/1956,0,0,0,,72,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/23/1956,0.22,0,0,,68,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/24/1956,0,0,0,,59,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/25/1956,0,0,0,,52,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/26/1956,0,0,0,,50,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/27/1956,0.11,0,0,,51,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/28/1956,0,0,0,,51,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/29/1956,0,0,0,,61,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/30/1956,0,0,0,,63,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/31/1956,0.31,0,0,,67,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/1/1956,0.21,0,0,,68,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/2/1956,0,0,0,,58,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/3/1956,0,0,0,,60,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/4/1956,0,0,0,,60,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/5/1956,0,0,0,,54,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/6/1956,0,0,0,,62,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/7/1956,0.02,0,0,,60,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/8/1956,0,0,0,,58,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/9/1956,0.1,0.8,0,,42,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/10/1956,0,0,0,,28,19
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/11/1956,0.02,0,0,,39,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/12/1956,0.01,0,0,,55,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/13/1956,0.18,1.2,1,,40,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/14/1956,0,0,0,,52,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/15/1956,0,0,0,,67,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/16/1956,0.2,0,0,,60,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/17/1956,0,0,0,,43,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/18/1956,0.23,3.3,1,,32,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/19/1956,0,0,3,,33,10
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/20/1956,0.02,0,2,,42,28
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/21/1956,0.46,0,0,,54,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/22/1956,0,0,0,,44,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/23/1956,0.1,2.8,1,,32,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/24/1956,0,0,2,,26,2
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/25/1956,0,0,1,,33,10
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/26/1956,0.08,1.7,2,,40,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/27/1956,0.04,0.5,1,,35,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/28/1956,0,0,1,,34,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/29/1956,0,0,0,,38,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/30/1956,0,0,0,,29,16
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/1/1956,0.05,1.2,0,,31,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/2/1956,0,0.1,1,,24,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/3/1956,0.2,4.2,1,,28,16
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/4/1956,0,0,4,,37,8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/5/1956,0,0,4,,35,8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/6/1956,0.04,0,2,,51,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/7/1956,0.19,0,0,,52,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/8/1956,0,0,0,,34,22
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/9/1956,0.26,3,2,,22,8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/10/1956,0.01,0.1,3,,33,13
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/11/1956,0,0,3,,42,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/12/1956,0,0,0,,48,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/13/1956,0.11,0.6,0,,29,17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/14/1956,0.1,1.7,0,,23,15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/15/1956,0,0,2,,37,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/16/1956,0,0,0,,43,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/17/1956,0,0,0,,41,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/18/1956,0.02,0,0,,40,8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/19/1956,0,0,0,,33,7
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/20/1956,0,0,0,,39,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/21/1956,0,0,0,,46,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/22/1956,0.33,5.2,0,,34,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/23/1956,0,0,5,,38,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/24/1956,0.07,0,2,,39,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/25/1956,0.17,0.8,0,,38,17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/26/1956,0,0,1,,21,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/27/1956,0.02,0.3,1,,32,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/28/1956,0,0,1,,38,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/29/1956,0.16,2.2,2,,32,12
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/30/1956,0,0,3,,12,-6
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/31/1956,0.07,2.6,2,,11,-4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/1/1957,0,0,4,,5,-4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/2/1957,0,0,4,,4,-12
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/3/1957,0,0,4,,18,-8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/4/1957,0,0,3,,33,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/5/1957,0,0,2,,23,-4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/6/1957,0,0,2,,19,-9
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/7/1957,0,0,2,,29,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/8/1957,0,0,2,,25,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/9/1957,0,0,1,,34,15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/10/1957,0.07,0.9,1,,25,-10
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/11/1957,0,0,2,,19,-15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/12/1957,0,0,2,,29,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/13/1957,0.06,1.3,3,,28,-20
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/14/1957,0,0,3,,4,-25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/15/1957,0,0,2,,-6,-30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/16/1957,0.12,2,2,,15,-6
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/17/1957,0,0,4,,10,-17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/18/1957,0,0,4,,11,-8
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/19/1957,0,0,4,,22,0
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/20/1957,0,0,4,,34,2
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/21/1957,0,0,3,,42,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/22/1957,0.07,0,0,,51,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/23/1957,0.54,1.2,0,,51,1
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/24/1957,0,0,1,,14,-5
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/25/1957,0.06,1.1,1,,21,6
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/26/1957,0.01,0.6,3,,21,1
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/27/1957,0,0,3,,25,20
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/28/1957,0,0.3,2,,28,19
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/29/1957,0.26,4.7,4,,22,1
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/30/1957,0.01,0.1,6,,21,-7
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/31/1957,0,0,6,,32,0
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/1/1957,0.01,0.2,5,,27,7
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/2/1957,0,0,5,,27,4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/3/1957,0,0,5,,37,22
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/4/1957,0,0,2,,39,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/5/1957,0,0,1,,30,12
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/6/1957,0,0,1,,39,7
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/7/1957,0,0,1,,43,28
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/8/1957,0,0,1,,36,16
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/9/1957,0.06,0,0,,38,15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/10/1957,0.01,0.4,0,,39,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/11/1957,0,0,0,,18,-3
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/12/1957,0,0,0,,22,-6
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/13/1957,0,0,0,,31,17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/14/1957,0,0,0,,36,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/15/1957,0,0,0,,29,13
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/16/1957,0.02,0.4,0,,37,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/17/1957,0.01,0.3,1,,31,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/18/1957,0,0,0,,36,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/19/1957,0,0,0,,33,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/20/1957,0,0,0,,24,15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/21/1957,0,0,0,,29,15
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/22/1957,0,0,0,,37,9
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/23/1957,0,0,0,,40,21
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",2/24/1957,0,0,0,,36,15
