STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/10/1987,0,0,0,,74,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/11/1987,0.06,0,0,,74,36
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/12/1987,0.07,0,0,,69,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/13/1987,0,0,0,,70,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/14/1987,0,0,0,,76,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/15/1987,0.21,0,0,,64,38
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/16/1987,0,0,0,,64,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/17/1987,0.01,0,0,,63,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/18/1987,0,0,0,,60,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/19/1987,0,0,0,,66,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/20/1987,0,0,0,,66,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/21/1987,0,0,0,,71,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/22/1987,0.03,0,0,,77,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/23/1987,0.24,0,0,,55,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/24/1987,0.01,0,0,,61,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/25/1987,0,0,0,,64,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/26/1987,0,0,0,,74,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/27/1987,0.19,0,0,,64,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/28/1987,0.38,0,0,,82,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/29/1987,0,0,0,,85,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/30/1987,0,0,0,,92,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",5/31/1987,1.27,0,0,,88,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/1/1987,0.27,0,0,,86,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/2/1987,0.37,0,0,,78,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/3/1987,0.08,0,0,,78,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/4/1987,0.49,0,0,,67,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/5/1987,0,0,0,,75,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/6/1987,0,0,0,,64,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/7/1987,0,0,0,,65,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/8/1987,1.04,0,0,,71,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/9/1987,0.09,0,0,,64,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/10/1987,0,0,0,,69,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/11/1987,0.03,0,0,,77,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/12/1987,0.39,0,0,,71,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/13/1987,0.01,0,0,,72,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/14/1987,0,0,0,,80,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/15/1987,0,0,0,,82,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/16/1987,0.14,0,0,,79,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/17/1987,0,0,0,,73,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/18/1987,0,0,0,,83,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/19/1987,0,0,0,,85,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/20/1987,0,0,0,,76,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/21/1987,0,0,0,,85,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/22/1987,0.44,0,0,,74,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/23/1987,0.39,0,0,,81,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/24/1987,0,0,0,,90,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/25/1987,0,0,0,,86,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/26/1987,0.37,0,0,,79,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/27/1987,0.24,0,0,,72,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/28/1987,0.02,0,0,,72,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/29/1987,0,0,0,,80,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",6/30/1987,0.05,0,0,,83,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/1/1987,0,0,0,,77,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/2/1987,0,0,0,,75,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/3/1987,0.09,0,0,,71,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/4/1987,0.49,0,0,,80,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/5/1987,0,0,0,,80,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/6/1987,0,0,0,,86,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/7/1987,0,0,0,,73,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/8/1987,0.01,0,0,,83,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/9/1987,0.09,0,0,,87,70
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/10/1987,0.21,0,0,,93,69
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/11/1987,0,0,0,,92,68
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/12/1987,0,0,0,,93,73
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/13/1987,0.02,0,0,,93,74
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/14/1987,0.24,0,0,,89,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/15/1987,0,0,0,,71,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/16/1987,0,0,0,,76,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/17/1987,0,0,0,,82,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/18/1987,0.28,0,0,,90,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/19/1987,0,0,0,,77,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/20/1987,1.03,0,0,,78,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/21/1987,0.06,0,0,,79,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/22/1987,0,0,0,,89,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/23/1987,0,0,0,,92,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/24/1987,0.13,0,0,,95,70
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/25/1987,0.05,0,0,,86,69
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/26/1987,0.07,0,0,,85,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/27/1987,0.02,0,0,,79,55
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/28/1987,0,0,0,,70,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/29/1987,0,0,0,,75,45
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/30/1987,0,0,0,,82,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",7/31/1987,0,0,0,,76,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/1/1987,0,0,0,,77,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/2/1987,0.15,0,0,,82,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/3/1987,0.32,0,0,,82,66
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/4/1987,0,0,0,,87,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/5/1987,0,0,0,,69,58
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/6/1987,0,0,0,,80,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/7/1987,0,0,0,,83,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/8/1987,0,0,0,,82,63
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/9/1987,0.07,0,0,,75,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/10/1987,0.42,0,0,,70,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/11/1987,0,0,0,,71,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/12/1987,0,0,0,,76,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/13/1987,0,0,0,,84,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/14/1987,0,0,0,,85,64
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/15/1987,0,0,0,,87,69
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/16/1987,0,0,0,,93,71
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/17/1987,0,0,0,,95,75
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/18/1987,0,0,0,,86,68
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/19/1987,0.15,0,0,,84,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/20/1987,0,0,0,,77,56
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/21/1987,0,0,0,,81,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/22/1987,0.22,0,0,,74,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/23/1987,0,0,0,,71,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/24/1987,0,0,0,,66,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/25/1987,0.04,0,0,,72,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/26/1987,0,0,0,,69,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/27/1987,0,0,0,,66,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/28/1987,0.03,0,0,,64,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/29/1987,0.66,0,0,,63,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/30/1987,0,0,0,,77,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",8/31/1987,0.03,0,0,,78,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/1/1987,0.01,0,0,,65,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/2/1987,0,0,0,,66,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/3/1987,0,0,0,,65,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/4/1987,0,0,0,,71,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/5/1987,0,0,0,,78,44
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/6/1987,0,0,0,,78,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/7/1987,0,0,0,,77,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/8/1987,0.73,0,0,,74,61
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/9/1987,0.31,0,0,,75,65
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/10/1987,0,0,0,,76,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/11/1987,0,0,0,,74,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/12/1987,0.25,0,0,,69,59
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/13/1987,1.51,0,0,,62,57
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/14/1987,0,0,0,,73,60
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/15/1987,0,0,0,,70,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/16/1987,0,0,0,,75,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/17/1987,0,0,0,,63,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/18/1987,0.02,0,0,,62,47
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/19/1987,0,0,0,,60,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/20/1987,0.3,0,0,,59,53
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/21/1987,0.05,0,0,,58,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/22/1987,0.02,0,0,,60,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/23/1987,0.01,0,0,,66,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/24/1987,0.01,0,0,,62,50
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/25/1987,0,0,0,,54,43
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/26/1987,0.22,0,0,,60,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/27/1987,0,0,0,,61,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/28/1987,0,0,0,,74,45
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/29/1987,0,0,0,,78,62
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",9/30/1987,0.14,0,0,,67,51
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/1/1987,0.01,0,0,,56,38
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/2/1987,0,0,0,,69,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/3/1987,0.31,0,0,,61,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/4/1987,0.52,0,0,,45,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/5/1987,0,0,0,,63,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/6/1987,0,0,0,,69,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/7/1987,0.13,0,0,,67,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/8/1987,0.01,0,0,,50,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/9/1987,0,0,0,,53,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/10/1987,0,0,0,,53,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/11/1987,0.21,0.6,0,,42,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/12/1987,0,0,0,,49,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/13/1987,0,0,0,,53,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/14/1987,0,0,0,,57,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/15/1987,0,0,0,,66,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/16/1987,0,0,0,,68,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/17/1987,0,0,0,,65,54
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/18/1987,0,0,0,,60,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/19/1987,0,0,0,,64,48
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/20/1987,0.03,0,0,,61,45
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/21/1987,0.45,0,0,,56,40
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/22/1987,0,0,0,,44,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/23/1987,0.01,0,0,,55,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/24/1987,0.01,0,0,,63,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/25/1987,0.15,0,0,,52,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/26/1987,0,0,0,,50,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/27/1987,0.06,0,0,,57,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/28/1987,1.35,0,0,,47,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/29/1987,0,0,0,,49,29
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/30/1987,0.01,0,0,,48,31
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",10/31/1987,0.02,0,0,,48,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/1/1987,0,0,0,,51,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/2/1987,0,0,0,,49,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/3/1987,0.22,0,0,,53,49
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/4/1987,0,0,0,,69,52
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/5/1987,0.27,0.4,0,,63,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/6/1987,0.05,1,1,,35,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/7/1987,0.07,1.3,2,,35,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/8/1987,0,0,0,,50,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/9/1987,0,0,0,,51,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/10/1987,0,0,0,,33,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/11/1987,0,0,0,,34,21
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/12/1987,0,0,0,,39,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/13/1987,0,0,0,,47,36
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/14/1987,0.06,0,0,,45,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/15/1987,0,0,0,,42,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/16/1987,0,0,0,,54,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/17/1987,0.08,0,0,,63,46
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/18/1987,0.18,0,0,,62,41
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/19/1987,0.02,0.1,0,,49,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/20/1987,0.1,1.9,0,,41,17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/21/1987,0.01,0.2,2,,17,9
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/22/1987,0,0,2,,29,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/23/1987,0,0,0,,44,13
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/24/1987,0,0,0,,52,42
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/25/1987,0.62,1.3,0,,42,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/26/1987,0.15,0.3,0,,41,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/27/1987,0,0,0,,30,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/28/1987,0,0,0,,32,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/29/1987,0.17,0,0,,45,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",11/30/1987,0.24,0,0,,49,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/1/1987,0,0,0,,42,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/2/1987,0.04,0.5,0,,34,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/3/1987,0,0,0,,38,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/4/1987,0.09,1.6,0,,33,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/5/1987,0,0.3,2,,31,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/6/1987,0.01,0.1,1,,31,27
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/7/1987,0,0,1,,30,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/8/1987,0,0,1,,39,9
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/9/1987,0.03,0,0,,51,37
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/10/1987,0,0,0,,48,39
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/11/1987,0,0,0,,44,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/12/1987,0.03,0,0,,38,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/13/1987,0,0,0,,41,33
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/14/1987,0,0,0,,42,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/15/1987,0.35,4.2,0,,36,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/16/1987,0.17,1.7,4,,34,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/17/1987,0.01,0.1,4,,26,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/18/1987,0,0,4,,26,13
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/19/1987,0.02,0.2,4,,29,19
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/20/1987,0.13,2.8,5,,38,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/21/1987,0.04,0,3,,41,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/22/1987,0,0,2,,38,30
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/23/1987,0,0,2,,38,22
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/24/1987,0,0,2,,37,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/25/1987,0.22,0,1,,48,34
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/26/1987,0,0,0,,34,21
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/27/1987,0,0.2,0,,33,22
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/28/1987,0,0,0,,24,10
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/29/1987,0.03,0.7,0,,16,2
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/30/1987,0,0,1,,11,-1
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",12/31/1987,0,0,1,,32,-2
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/1/1988,0,0,0,,40,24
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/2/1988,0,0,0,,28,18
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/3/1988,0,0,0,,28,17
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/4/1988,0.02,0.6,0,,30,20
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/5/1988,0,0,1,,20,4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/6/1988,0,0,0,,13,2
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/7/1988,0,0,0,,9,-4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/8/1988,0.02,0.8,0,,19,-3
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/9/1988,0.06,1.9,3,,25,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/10/1988,0,0,2,,22,0
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/11/1988,0,0,2,,23,-4
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/12/1988,0,0,2,,33,19
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/13/1988,0,0,1,,38,-5
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/14/1988,0,0,0,,-4,-16
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/15/1988,0,0,0,,18,-14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/16/1988,0,0,0,,37,16
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/17/1988,0,0,0,,43,32
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/18/1988,0.37,0,0,,42,35
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/19/1988,0,0,0,,39,25
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/20/1988,0.05,0.3,0,,37,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/21/1988,0,0,0,,42,23
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/22/1988,0,0,0,,23,9
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/23/1988,0,0,0,,28,6
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/24/1988,0,0,0,,39,14
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/25/1988,0.05,1,0,,39,26
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/26/1988,0.11,4.4,5,,26,11
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1/27/1988,0,0,5,,13,-6
