album,track_name,line,lyric,element,element_artist
Speak Now ,Enchanted (Taylor's Version),39,Until I see you again,Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),40,These are the words I held back,Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),41,As I was leaving too soon,Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),42,I was enchanted to meet you,Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),43,"Please, don't be in love with someone else",Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),44,"Please, don't have somebody waitin' on you",Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),45,"Please, don't be in love with someone else (Ooh)",Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),46,"Please, don't have somebody waitin' on you (Oh-oh)",Bridge,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),47,"This night is sparklin', don't you let it go",Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),48,"I'm wonderstruck, blushin' all the way home",Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),49,I'll spend forever wonderin' if you knew,Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),50,"This night is flawless (Please, don't be in love with someone else)",Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),51,Don't you let it go,Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),52,"I'm wonderstruck (Please, don't have somebody waitin' on you)",Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),53,Dancing around all alone,Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),54,"I'll spend forever (Please, don't be in love with someone else)",Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),55,Wonderin' if you knew,Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),56,I was enchanted to meet you,Chorus,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),57,"Please, don't be in love with someone else",Outro,Taylor Swift
Speak Now ,Enchanted (Taylor's Version),58,"Please, don't have somebody waitin' on you",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),1,Now go stand in the corner and think about what you did (Haha),Intro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),2,"Haha, time for a little revenge",Intro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),3,"The story starts when it was hot and it was summer, and",Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),4,"I had it all, I had him right there where I wanted him",Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),5,"She came along, got him alone, and let's hear the applause",Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),6,"She took him faster than you can say ""Sabotage""",Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),7,"I never saw it coming, wouldn't have suspected it",Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),8,I underestimated just who I was dealing with (Oh),Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),9,She had to know the pain was beating on me like a drum,Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),10,She underestimated just who she was stealin' from,Verse 1,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),11,She's not a saint and she's not what you think,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),12,"She's an actress, woah",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),13,He was a moth to the flame,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),14,"She was holding the matches, woah",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),15,"Soon, she's gonna find stealing other people's toys",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),16,On the playground won't make you many friends,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),17,"She should keep in mind, she should keep in mind",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),18,"There is nothing I do better than revenge (Revenge), ha",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),19,She looks at life like it's a party and she's on the list,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),20,She looks at me like I'm a trend and she's so over it,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),21,"I think her ever-present frown is a little troubling, and",Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),22,She thinks I'm psycho 'cause I like to rhyme her name with things,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),23,But sophistication isn't what you wear or who you know,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),24,Or pushing people down to get you where you wanna go,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),25,They didn't teach you that in prep school so it's up to me,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),26,But no amount of vintage dresses gives you dignity,Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),27,(Think about what you did),Verse 2,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),28,She's not a saint and she's not what you think,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),29,"She's an actress, woah",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),30,He was a moth to the flame,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),31,"She was holding the matches, woah",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),32,"Soon, she's gonna find stealing other people's toys",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),33,On the playground won't make you many friends,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),34,"She should keep in mind, she should keep in mind",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),35,There is nothing I do better than revenge (Haha),Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),36,"I'm just another thing for you to roll your eyes at, honey",Bridge,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),37,"You might have him, but haven't you heard?",Bridge,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),38,"I'm just another thing for you to roll your eyes at, honey",Bridge,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),39,"You might have him, but I always get the last word",Bridge,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),40,"Woah (Come on, can you take it back? Come on)",Bridge,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),41,She's not a saint and she's not what you think (No),Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),42,"She's an actress, woah (She deserved it)",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),43,He was a moth to the flame,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),44,"She was holding the matches, woah",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),45,"Soon, she's gonna find stealing other people's toys",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),46,On the playground won't make you many friends,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),47,"She should keep in mind, she should keep in mind",Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),48,There is nothing I do better than revenge,Chorus,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),49,(Come on) Do you still feel like you know what you're doin'?,Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),50,"'Cause I don't think you do, oh (No, no, no, no)",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),51,Do you still feel like you know what you're doing? (No),Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),52,"I don't think you do, I don't think you do",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),53,"Let's hear the applause (Come on, come on)",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),54,"Come on, show me how much better you are (Oh, oh)",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),55,"(So much better, yeah?)",Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),56,So you deserve some applause,Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),57,'Cause you're so much better,Outro,Taylor Swift
Speak Now ,Better Than Revenge (Taylor's Version),58,"She took him faster than you could say ""Sabotage""",Outro,Taylor Swift
Speak Now ,Innocent (Taylor's Version),1,I guess you really did it this time,Verse 1,Taylor Swift
Speak Now ,Innocent (Taylor's Version),2,Left yourself in your war path,Verse 1,Taylor Swift
Speak Now ,Innocent (Taylor's Version),3,Lost your balance on a tightrope,Verse 1,Taylor Swift
Speak Now ,Innocent (Taylor's Version),4,Lost your mind tryin' to get it back,Verse 1,Taylor Swift
Speak Now ,Innocent (Taylor's Version),5,Wasn't it easier in your lunchbox days?,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),6,Always a bigger bed to crawl into,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),7,Wasn't it beautiful when you believed in everything,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),8,And everybody believed in you?,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),9,"It's alright, just wait and see",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),10,"Your string of lights are still bright to me, oh",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),11,Who you are is not where you've been,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),12,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),13,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),14,Did some things you can't speak of,Verse 2,Taylor Swift
Speak Now ,Innocent (Taylor's Version),15,"But at night, you live it all again",Verse 2,Taylor Swift
Speak Now ,Innocent (Taylor's Version),16,You wouldn't be shattered on the floor now,Verse 2,Taylor Swift
Speak Now ,Innocent (Taylor's Version),17,If only you had seen what you know now then,Verse 2,Taylor Swift
Speak Now ,Innocent (Taylor's Version),18,Wasn't it easier in your firefly-catching days?,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),19,When everything out of reach,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),20,Someone bigger brought down to you,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),21,Wasn't it beautiful running wild 'til you fell asleep,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),22,Before the monsters caught up to you?,Pre-Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),23,"It's alright, just wait and see",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),24,"Your string of lights are still bright to me, oh",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),25,Who you are is not where you've been,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),26,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),27,"It's okay, life is a tough crowd",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),28,Thirty-two and still growing up now,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),29,Who you are is not what you did,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),30,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),31,Time turns flames to embers,Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),32,You'll have new Septembers,Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),33,"Every one of us has messed up, too, ooh",Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),34,Minds change like the weather,Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),35,I hope you remember,Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),36,Today is never too late to be brand new,Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),37,"Oh, oh",Bridge,Taylor Swift
Speak Now ,Innocent (Taylor's Version),38,"It's alright, just wait and see",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),39,"Your string of lights is still bright to me, oh",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),40,Who you are is not where you've been,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),41,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),42,"It's okay, life is a tough crowd",Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),43,Thirty-two and still growing up now,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),44,Who you are is not what you did,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),45,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),46,You're still an innocent,Chorus,Taylor Swift
Speak Now ,Innocent (Taylor's Version),47,"Lost your balance on a tightrope, oh",Outro,Taylor Swift
Speak Now ,Innocent (Taylor's Version),48,It's never too late to get it back,Outro,Taylor Swift
Speak Now ,Haunted (Taylor's Version),1,You and I walk a fragile line,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),2,I have known it all this time,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),3,But I never thought I'd live to see it break,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),4,It's getting dark and it's all so quiet,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),5,And I can't trust anything now,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),6,And it's coming over you like it's all a big mistake,Verse 1,Taylor Swift
Speak Now ,Haunted (Taylor's Version),7,"Oh, holding my breath",Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),8,Won't lose you again,Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),9,Something's made your eyes go cold,Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),10,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),11,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),12,Something's gone terribly wrong,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),13,You're all I wanted,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),14,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),15,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),16,Can't breathe whenever you're gone,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),17,"Can't turn back now, I'm haunted",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),18,Stood there and watched you walk away,Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),19,From everything we had,Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),20,But I still mean every word I said to you,Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),21,He will try to take away my pain,Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),22,And he just might make me smile,Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),23,"But the whole time, I'm wishing he was you instead",Verse 2,Taylor Swift
Speak Now ,Haunted (Taylor's Version),24,"Oh, holding my breath",Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),25,Won't see you again,Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),26,Something keeps me holding onto nothing,Pre-Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),27,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),28,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),29,Something's gone terribly wrong,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),30,You're all I wanted,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),31,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),32,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),33,Can't breathe whenever you're gone,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),34,"I can't turn back now, I'm haunted",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),35,"I know, I know",Bridge,Taylor Swift
Speak Now ,Haunted (Taylor's Version),36,I just know,Bridge,Taylor Swift
Speak Now ,Haunted (Taylor's Version),37,You're not gone,Bridge,Taylor Swift
Speak Now ,Haunted (Taylor's Version),38,"You can't be gone, no",Bridge,Taylor Swift
Speak Now ,Haunted (Taylor's Version),39,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),40,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),41,Something's gone terribly wrong (Terribly wrong),Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),42,Won't finish what you started,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),43,"Come on, come on, don't leave me like this",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),44,I thought I had you figured out,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),45,Can't breathe whenever you're gone,Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),46,"I can't go back, I'm haunted",Chorus,Taylor Swift
Speak Now ,Haunted (Taylor's Version),47,Oh,Outro,Taylor Swift
Speak Now ,Haunted (Taylor's Version),48,You and I walk a fragile line,Outro,Taylor Swift
Speak Now ,Haunted (Taylor's Version),49,I have known it all this time,Outro,Taylor Swift
Speak Now ,Haunted (Taylor's Version),50,Never ever thought I'd see it break,Outro,Taylor Swift
Speak Now ,Haunted (Taylor's Version),51,Never thought I'd see it,Outro,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),1,I still remember the look on your face,Verse 1,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),2,Lit through the darkness at 1:58,Verse 1,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),3,The words that you whispered for just us to know,Verse 1,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),4,"You told me you loved me, so why did you go away?",Verse 1,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),5,Away,Verse 1,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),6,"I do recall now, the smell of the rain",Verse 2,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),7,"Fresh on the pavement, I ran off the plane",Verse 2,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),8,"That July ninth, the beat of your heart",Verse 2,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),9,"It jumps through your shirt, I can still feel your arms",Verse 2,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),10,But now I'll go,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),11,Sit on the floor wearin' your clothes,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),12,All that I know is I don't know,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),13,How to be somethin' you miss,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),14,I never thought we'd have a last kiss,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),15,I never imagined we'd end like this,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),16,"Your name, forever the name on my lips",Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),17,I do remember the swing of your step,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),18,"The life of the party, you're showin' off again",Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),19,And I'd roll my eyes and then you'd pull me in,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),20,"I'm not much for dancin', but for you, I did",Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),21,Because I love your handshake meetin' my father,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),22,I love how you walk with your hands in your pockets,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),23,How you'd kiss me when I was in the middle of saying something,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),24,There's not a day I don't miss those rude interruptions,Verse 3,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),25,And I'll go,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),26,Sit on the floor wearin' your clothes,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),27,All that I know is I don't know,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),28,How to be somethin' you miss,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),29,I never thought we'd have a last kiss,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),30,I never imagined we'd end like this,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),31,"Your name, forever the name on my lips, mmm",Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),32,So I'll watch your life in pictures like I used to watch you sleep,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),33,And I feel you forget me like I used to feel you breathe,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),34,And I'll keep up with our old friends just to ask them how you are,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),35,Hope it's nice where you are,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),36,And I hope the sun shines and it's a beautiful day,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),37,And something reminds you you wish you had stayed,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),38,You can plan for a change in the weather and time,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),39,But I never planned on you changing your mind,Bridge,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),40,So I'll go,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),41,Sit on the floor wearin' your clothes,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),42,All that I know is I don't know,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),43,How to be somethin' you miss,Pre-Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),44,I never thought we'd have a last kiss,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),45,I never imagined we'd end like this,Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),46,"Your name, forever the name on my lips",Chorus,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),47,Just like our last kiss,Outro,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),48,Forever the name on my lips,Outro,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),49,Forever the name on my lips,Outro,Taylor Swift
Speak Now ,Last Kiss (Taylor's Version),50,Just like our last,Outro,Taylor Swift
Speak Now ,Long Live (Taylor's Version),1,"I said, ""Remember this moment""",Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),2,In the back of my mind,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),3,The time we stood with our shaking hands,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),4,The crowds in stands went wild,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),5,We were the kings and the queens,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),6,And they read off our names,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),7,The night you danced like you knew our lives would,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),8,Never be the same,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),9,You held your head like a hero on a history book page,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),10,It was the end of a decade,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),11,But the start of an age,Verse 1,Taylor Swift
Speak Now ,Long Live (Taylor's Version),12,Long live the walls we crashed through,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),13,How the kingdom lights shined just for me and you,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),14,"I was screaming, ""Long live all the magic we made""",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),15,And bring on all the pretenders,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),16,"One day, we will be remembered",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),17,"I said, ""Remember this feeling""",Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),18,I pass the pictures around,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),19,Of all the years that we stood there on the sidelines,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),20,Wishin' for right now,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),21,We are the kings and the queens,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),22,You traded your baseball cap for a crown,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),23,When they gave us our trophies,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),24,And we held them up for our town,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),25,And the cynics were outraged,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),26,"Screaming, ""This is absurd""",Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),27,"'Cause for a moment, a band of thieves",Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),28,In ripped up jeans got to rule the world,Verse 2,Taylor Swift
Speak Now ,Long Live (Taylor's Version),29,Long live the walls we crashed through,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),30,How the kingdom lights shined just for me and you,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),31,"I was screaming, ""Long live all the magic we made""",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),32,"And bring on all the pretenders, I'm not afraid",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),33,Long live all the mountains we moved,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),34,I had the time of my life fighting dragons with you,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),35,"I was screaming, ""Long live that look on your face""",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),36,And bring on all the pretenders,Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),37,"One day, we will be remembered",Chorus,Taylor Swift
Speak Now ,Long Live (Taylor's Version),38,Hold on to spinning around,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),39,Confetti falls to the ground,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),40,May these memories break our fall,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),41,Will you take a moment? Promise me this,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),42,That you'll stand by me forever,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),43,"But if, God forbid, fate should step in",Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),44,And force us into a goodbye,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),45,If you have children some day,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),46,When they point to the pictures,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),47,"Please, tell 'em my name",Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),48,Tell 'em how the crowds went wild,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),49,Tell 'em how I hope they shine,Bridge,Taylor Swift
Speak Now ,Long Live (Taylor's Version),50,Long live the walls we crashed through,Bridge,Taylor Swift
