album,track_name,line,lyric,element,element_artist
reputation,Dancing With Our Hands Tied,59,"Yeah, we were dancing (Oh)",Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,60,"Dancing with our hands tied, hands tied",Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,61,(Dancing with our hands tied),Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,62,"Yeah, we were dancing (Ooh)",Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,63,And I had a bad feeling (Had a bad feeling),Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,64,But we were dancing,Chorus,Taylor Swift
reputation,Dancing With Our Hands Tied,65,"(Ooh-ooh, ooh-ooh)",Outro,Taylor Swift
reputation,Dancing With Our Hands Tied,66,"Hands tied, hands tied (Dancing)",Outro,Taylor Swift
reputation,Dress,1,Our secret moments in a crowded room,Verse 1,Taylor Swift
reputation,Dress,2,They got no idea about me and you,Verse 1,Taylor Swift
reputation,Dress,3,There is an indentation in the shape of you,Verse 1,Taylor Swift
reputation,Dress,4,"Made your mark on me, a golden tattoo",Verse 1,Taylor Swift
reputation,Dress,5,"All of this silence and patience, pining and anticipation",Pre-Chorus,Taylor Swift
reputation,Dress,6,My hands are shaking from holding back from you,Pre-Chorus,Taylor Swift
reputation,Dress,7,"Ha, ah, ah",Pre-Chorus,Taylor Swift
reputation,Dress,8,"All of this silence and patience, pining and desperately waiting",Pre-Chorus,Taylor Swift
reputation,Dress,9,My hands are shaking from all this,Pre-Chorus,Taylor Swift
reputation,Dress,10,"Ah, ha, ha, ha-ah",Pre-Chorus,Taylor Swift
reputation,Dress,11,Say my name and everything just stops,Chorus,Taylor Swift
reputation,Dress,12,I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,13,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,14,"Take it oh, ha, ha, ha-ah",Chorus,Taylor Swift
reputation,Dress,15,Carve your name into my bedpost,Chorus,Taylor Swift
reputation,Dress,16,'Cause I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,17,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,18,"Take it oh, ha, ha, ha-ah",Chorus,Taylor Swift
reputation,Dress,19,"Inescapable, I'm not even gonna try",Verse 2,Taylor Swift
reputation,Dress,20,"And if I get burned, at least we were electrified",Verse 2,Taylor Swift
reputation,Dress,21,I'm spilling wine in the bathtub,Verse 2,Taylor Swift
reputation,Dress,22,You kiss my face and we're both drunk,Verse 2,Taylor Swift
reputation,Dress,23,Everyone thinks that they know us,Verse 2,Taylor Swift
reputation,Dress,24,But they know nothing about-,Verse 2,Taylor Swift
reputation,Dress,25,"All of this silence and patience, pining and anticipation",Pre-Chorus,Taylor Swift
reputation,Dress,26,My hands are shaking from holding back from you,Pre-Chorus,Taylor Swift
reputation,Dress,27,"Ha, ah, ah",Pre-Chorus,Taylor Swift
reputation,Dress,28,"All of this silence and patience, pining and desperately waiting",Pre-Chorus,Taylor Swift
reputation,Dress,29,My hands are shaking from all this,Pre-Chorus,Taylor Swift
reputation,Dress,30,"Ah, ha, ha, ha-ah",Pre-Chorus,Taylor Swift
reputation,Dress,31,Say my name and everything just stops,Chorus,Taylor Swift
reputation,Dress,32,I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,33,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,34,"Take it oh, ha, ha, ha-ah",Chorus,Taylor Swift
reputation,Dress,35,Carve your name into my bedpost,Chorus,Taylor Swift
reputation,Dress,36,'Cause I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,37,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,38,"Take it oh, ha, ha...",Chorus,Taylor Swift
reputation,Dress,39,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",Post-Chorus,Taylor Swift
reputation,Dress,40,Only bought this dress so you could take it off,Post-Chorus,Taylor Swift
reputation,Dress,41,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",Post-Chorus,Taylor Swift
reputation,Dress,42,Only bought this dress so you could take it off,Post-Chorus,Taylor Swift
reputation,Dress,43,Flashback when you met me,Bridge,Taylor Swift
reputation,Dress,44,Your buzzcut and my hair bleached,Bridge,Taylor Swift
reputation,Dress,45,"Even in my worst times, you could see the best in me",Bridge,Taylor Swift
reputation,Dress,46,Flashback to my mistakes,Bridge,Taylor Swift
reputation,Dress,47,"My rebounds, my earthquakes",Bridge,Taylor Swift
reputation,Dress,48,"Even in my worst lies, you saw the truth in me",Bridge,Taylor Swift
reputation,Dress,49,And I woke up just in time,Bridge,Taylor Swift
reputation,Dress,50,Now I wake up by your side,Bridge,Taylor Swift
reputation,Dress,51,"My one and only, my lifeline",Bridge,Taylor Swift
reputation,Dress,52,I woke up just in time,Bridge,Taylor Swift
reputation,Dress,53,Now I wake up by your side,Bridge,Taylor Swift
reputation,Dress,54,"My hands shake, I can't explain this",Bridge,Taylor Swift
reputation,Dress,55,"Ah, ha, ha, ha-ah",Bridge,Taylor Swift
reputation,Dress,56,Say my name and everything just stops...,Chorus,Taylor Swift
reputation,Dress,57,I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,58,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,59,"Take it oh, ha, ha, ha-ah",Chorus,Taylor Swift
reputation,Dress,60,Carve your name into my bedpost,Chorus,Taylor Swift
reputation,Dress,61,'Cause I don't want you like a best friend,Chorus,Taylor Swift
reputation,Dress,62,Only bought this dress so you could take it off,Chorus,Taylor Swift
reputation,Dress,63,"Take it oh, ha, ha, ha-ah",Chorus,Taylor Swift
reputation,Dress,64,There is an indentation in the shape of you,Outro,Taylor Swift
reputation,Dress,65,Only bought this dress so you could take it off,Outro,Taylor Swift
reputation,Dress,66,"You made your mark on me, golden tattoo",Outro,Taylor Swift
reputation,Dress,67,Only bought this dress so you could take it off,Outro,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,1,It was so nice throwing big parties,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,2,Jump into the pool from the balcony,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,3,Everyone swimming in a champagne sea,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,4,And there are no rules when you show up here,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,5,Bass beat rattling the chandelier,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,6,Feeling so Gatsby for that whole year,Verse 1,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,7,So why'd you have to rain on my parade?,Pre-Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,8,I'm shaking my head and locking the gates,Pre-Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,9,"This is why we can't have nice things, darling",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,10,Because you break them,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,11,I had to take them away,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,12,"This is why we can't have nice things, honey (Oh)",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,13,Did you think I wouldn't hear all the things you said about me?,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,14,This is why we can't have nice things,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,15,It was so nice being friends again,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,16,"There I was, giving you a second chance",Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,17,But you stabbed me in the back while shaking my hand,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,18,And therein lies the issue,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,19,Friends don't try to trick you,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,20,Get you on the phone and mind-twist you,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,21,And so I took an axe to a mended fence,Verse 2,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,22,But I'm not the only friend you've lost lately (Mm-mm),Pre-Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,23,If only you weren't so shady,Pre-Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,24,"This is why we can't have nice things, darling (Yeah)",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,25,Because you break them,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,26,I had to take them away,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,27,"This is why we can't have nice (Nice things) things (Baby), honey",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,28,Did you think I wouldn't hear all the things you said about me?,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,29,This is why we can't have,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,30,Here's a toast to my real friends,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,31,"They don't care about the he-said, she-said",Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,32,And here's to my baby,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,33,He ain't reading what they call me lately,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,34,And here's to my mama,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,35,Had to listen to all this drama,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,36,And here's to you,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,37,'Cause forgiveness is a nice thing to do,Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,38,"Haha, I can't even say it with a straight face",Bridge,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,39,"This is why we can't have nice things, darling (Darling)",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,40,Because you break them,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,41,I had to take them away,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,42,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,43,Did you think I wouldn't hear all the things you said about me?,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,44,"This is why we can't have nice things, darling",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,45,(And here's to my real friends),Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,46,Because you break them,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,47,I had to take them,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,48,(And here's to my baby),Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,49,"Nice things, honey",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,50,"(He didn't care about that he-said, she-said)",Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,51,Did you think I wouldn't hear all the things you said about me?,Chorus,Taylor Swift
reputation,This Is Why We Can't Have Nice Things,52,This is why we can't have nice things,Chorus,Taylor Swift
reputation,Call It What You Want,1,My castle crumbled overnight,Verse 1,Taylor Swift
reputation,Call It What You Want,2,I brought a knife to a gunfight,Verse 1,Taylor Swift
reputation,Call It What You Want,3,"They took the crown, but it's alright",Verse 1,Taylor Swift
reputation,Call It What You Want,4,All the liars are calling me one,Verse 1,Taylor Swift
reputation,Call It What You Want,5,Nobody's heard from me for months,Verse 1,Taylor Swift
reputation,Call It What You Want,6,I'm doin' better than I ever was,Verse 1,Taylor Swift
reputation,Call It What You Want,7,'Cause,Verse 1,Taylor Swift
reputation,Call It What You Want,8,My baby's fit like a daydream,Chorus,Taylor Swift
reputation,Call It What You Want,9,Walking with his head down,Chorus,Taylor Swift
reputation,Call It What You Want,10,I'm the one he's walking to,Chorus,Taylor Swift
reputation,Call It What You Want,11,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,12,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,13,My baby's fly like a jet stream,Chorus,Taylor Swift
reputation,Call It What You Want,14,High above the whole scene,Chorus,Taylor Swift
reputation,Call It What You Want,15,Loves me like I'm brand new,Chorus,Taylor Swift
reputation,Call It What You Want,16,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,17,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,18,All my flowers grew back as thorns,Verse 2,Taylor Swift
reputation,Call It What You Want,19,Windows boarded up after the storm,Verse 2,Taylor Swift
reputation,Call It What You Want,20,He built a fire just to keep me warm,Verse 2,Taylor Swift
reputation,Call It What You Want,21,All the drama queens taking swings,Verse 2,Taylor Swift
reputation,Call It What You Want,22,All the jokers dressing up as kings,Verse 2,Taylor Swift
reputation,Call It What You Want,23,They fade to nothing when I look at him,Verse 2,Taylor Swift
reputation,Call It What You Want,24,And I know I make the same mistakes every time,Verse 2,Taylor Swift
reputation,Call It What You Want,25,"Bridges burn, I never learn",Verse 2,Taylor Swift
reputation,Call It What You Want,26,At least I did one thing right,Verse 2,Taylor Swift
reputation,Call It What You Want,27,I did one thing right,Verse 2,Taylor Swift
reputation,Call It What You Want,28,"I'm laughing with my lover, makin' forts under covers",Verse 2,Taylor Swift
reputation,Call It What You Want,29,Trust him like a brother,Verse 2,Taylor Swift
reputation,Call It What You Want,30,"Yeah, you know I did one thing right",Verse 2,Taylor Swift
reputation,Call It What You Want,31,Starry eyes sparkin' up my darkest night,Verse 2,Taylor Swift
reputation,Call It What You Want,32,My baby's fit like a daydream,Chorus,Taylor Swift
reputation,Call It What You Want,33,Walking with his head down,Chorus,Taylor Swift
reputation,Call It What You Want,34,I'm the one he's walking to,Chorus,Taylor Swift
reputation,Call It What You Want,35,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,36,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,37,My baby's fly like a jet stream,Chorus,Taylor Swift
reputation,Call It What You Want,38,High above the whole scene,Chorus,Taylor Swift
reputation,Call It What You Want,39,Loves me like I'm brand new,Chorus,Taylor Swift
reputation,Call It What You Want,40,"(Call it what you want, call it what you want, call it)",Chorus,Taylor Swift
reputation,Call It What You Want,41,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,42,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,43,I want to wear his initial on a chain 'round my neck,Bridge,Taylor Swift
reputation,Call It What You Want,44,Chain 'round my neck,Bridge,Taylor Swift
reputation,Call It What You Want,45,Not because he owns me,Bridge,Taylor Swift
reputation,Call It What You Want,46,But 'cause he really knows me,Bridge,Taylor Swift
reputation,Call It What You Want,47,"Which is more than they can say, I",Bridge,Taylor Swift
reputation,Call It What You Want,48,I recall late November,Bridge,Taylor Swift
reputation,Call It What You Want,49,"Holding my breath, slowly, I said",Bridge,Taylor Swift
reputation,Call It What You Want,50,"""You don't need to save me",Bridge,Taylor Swift
reputation,Call It What You Want,51,"But would you run away with me?""",Bridge,Taylor Swift
reputation,Call It What You Want,52,Yes (Would you run away?),Bridge,Taylor Swift
reputation,Call It What You Want,53,My baby's fit like a daydream,Chorus,Taylor Swift
reputation,Call It What You Want,54,Walking with his head down,Chorus,Taylor Swift
reputation,Call It What You Want,55,I'm the one he's walking to,Chorus,Taylor Swift
reputation,Call It What You Want,56,"(Call it what you want, call it what you want, call it)",Chorus,Taylor Swift
reputation,Call It What You Want,57,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,58,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,59,My baby's fly like a jet stream,Chorus,Taylor Swift
reputation,Call It What You Want,60,High above the whole scene,Chorus,Taylor Swift
reputation,Call It What You Want,61,Loves me like I'm brand new,Chorus,Taylor Swift
reputation,Call It What You Want,62,"(Call it what you want, call it what you want, call it)",Chorus,Taylor Swift
reputation,Call It What You Want,63,"So call it what you want, yeah",Chorus,Taylor Swift
reputation,Call It What You Want,64,Call it what you want to,Chorus,Taylor Swift
reputation,Call It What You Want,65,"(Call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,66,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,67,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,68,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,69,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,70,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,71,"(Call it what you want, call it what you want, call it)",Outro,Taylor Swift
reputation,Call It What You Want,72,"Call it what you want, yeah",Outro,Taylor Swift
reputation,Call It What You Want,73,Call it what you want... to,Outro,Taylor Swift
reputation,New Year's Day,1,There's glitter on the floor after the party,Verse 1,Taylor Swift
reputation,New Year's Day,2,Girls carrying their shoes down in the lobby,Verse 1,Taylor Swift
reputation,New Year's Day,3,Candle wax and Polaroids on the hardwood floor,Verse 1,Taylor Swift
reputation,New Year's Day,4,"You and me from the night before, but",Verse 1,Taylor Swift
reputation,New Year's Day,5,Don't read the last page,Chorus,Taylor Swift
reputation,New Year's Day,6,But I stay when you're lost and I'm scared and you're turning away,Chorus,Taylor Swift
reputation,New Year's Day,7,I want your midnights,Chorus,Taylor Swift
reputation,New Year's Day,8,But I'll be cleaning up bottles with you on New Year's Day,Chorus,Taylor Swift
reputation,New Year's Day,9,You squeeze my hand three times in the back of the taxi,Verse 2,Taylor Swift
reputation,New Year's Day,10,I can tell that it's gonna be a long road,Verse 2,Taylor Swift
reputation,New Year's Day,11,"I'll be there if you're the toast of the town, babe",Verse 2,Taylor Swift
reputation,New Year's Day,12,Or if you strike out and you're crawling home,Verse 2,Taylor Swift
reputation,New Year's Day,13,Don't read the last page,Chorus,Taylor Swift
reputation,New Year's Day,14,But I stay when it's hard or it's wrong or we're making mistakes,Chorus,Taylor Swift
reputation,New Year's Day,15,I want your midnights,Chorus,Taylor Swift
reputation,New Year's Day,16,But I'll be cleaning up bottles with you on New Year's Day,Chorus,Taylor Swift
reputation,New Year's Day,17,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,18,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,19,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,20,And I will hold on to you,Post-Chorus,Taylor Swift
reputation,New Year's Day,21,Please don't ever become a stranger,Bridge,Taylor Swift
reputation,New Year's Day,22,Whose laugh I could recognize anywhere,Bridge,Taylor Swift
reputation,New Year's Day,23,Please don't ever become a stranger,Bridge,Taylor Swift
reputation,New Year's Day,24,Whose laugh I could recognize anywhere,Bridge,Taylor Swift
reputation,New Year's Day,25,There's glitter on the floor after the party,Verse 3,Taylor Swift
reputation,New Year's Day,26,Girls carrying their shoes down in the lobby,Verse 3,Taylor Swift
reputation,New Year's Day,27,Candle wax and Polaroids on the hardwood floor,Verse 3,Taylor Swift
reputation,New Year's Day,28,You and me forevermore,Verse 3,Taylor Swift
reputation,New Year's Day,29,Don't read the last page,Chorus,Taylor Swift
reputation,New Year's Day,30,But I stay when it's hard or it's wrong or we're making mistakes,Chorus,Taylor Swift
reputation,New Year's Day,31,I want your midnights,Chorus,Taylor Swift
reputation,New Year's Day,32,But I'll be cleaning up bottles with you on New Year's Day,Chorus,Taylor Swift
reputation,New Year's Day,33,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,34,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,35,"Hold on to the memories, they will hold on to you",Post-Chorus,Taylor Swift
reputation,New Year's Day,36,And I will hold on to you,Post-Chorus,Taylor Swift
reputation,New Year's Day,37,Please don't ever become a stranger,Outro,Taylor Swift
reputation,New Year's Day,38,"(To the memories, they will hold on to you)",Outro,Taylor Swift
reputation,New Year's Day,39,Whose laugh I could recognize anywhere,Outro,Taylor Swift
reputation,New Year's Day,40,"(Hold on to the memories, they will hold on to you)",Outro,Taylor Swift
reputation,New Year's Day,41,Please don't ever become a stranger,Outro,Taylor Swift
reputation,New Year's Day,42,"(Hold on to the memories, they will hold on to you)",Outro,Taylor Swift
reputation,New Year's Day,43,Whose laugh I could recognize anywhere,Outro,Taylor Swift
reputation,New Year's Day,44,(I will hold on to you),Outro,Taylor Swift
Lover,I Forgot That You Existed,1,How many days did I spend thinking,Verse 1,Taylor Swift
Lover,I Forgot That You Existed,2,"'Bout how you did me wrong, wrong, wrong?",Verse 1,Taylor Swift
Lover,I Forgot That You Existed,3,Lived in the shade you were throwing,Verse 1,Taylor Swift
Lover,I Forgot That You Existed,4,"'Til all of my sunshine was gone, gone, gone",Verse 1,Taylor Swift
Lover,I Forgot That You Existed,5,And I couldn't get away from ya,Verse 1,Taylor Swift
Lover,I Forgot That You Existed,6,"In my feelings more than Drake, so yeah",Verse 1,Taylor Swift
Lover,I Forgot That You Existed,7,"Your name on my lips, tongue-tied",Verse 1,Taylor Swift
Lover,I Forgot That You Existed,8,"Free rent, living in my mind",Verse 1,Taylor Swift
Lover,I Forgot That You Existed,9,But then something happened one magical night,Pre-Chorus,Taylor Swift
Lover,I Forgot That You Existed,10,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,11,"And I thought that it would kill me, but it didn't",Chorus,Taylor Swift
Lover,I Forgot That You Existed,12,And it was so nice,Chorus,Taylor Swift
Lover,I Forgot That You Existed,13,So peaceful and quiet,Chorus,Taylor Swift
Lover,I Forgot That You Existed,14,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,15,"It isn't love, it isn't hate, it's just indifference",Chorus,Taylor Swift
Lover,I Forgot That You Existed,16,I forgot that you,Chorus,Taylor Swift
Lover,I Forgot That You Existed,17,Got out some popcorn,Verse 2,Taylor Swift
Lover,I Forgot That You Existed,18,"As soon as my rep started going down, down, down",Verse 2,Taylor Swift
Lover,I Forgot That You Existed,19,Laughed on the school yard,Verse 2,Taylor Swift
Lover,I Forgot That You Existed,20,"As soon as I tripped up and hit the ground, ground, ground",Verse 2,Taylor Swift
Lover,I Forgot That You Existed,21,And I would've stuck around for ya,Verse 2,Taylor Swift
Lover,I Forgot That You Existed,22,"Would've fought the whole town, so yeah",Verse 2,Taylor Swift
Lover,I Forgot That You Existed,23,"Would've been right there, front row",Verse 2,Taylor Swift
Lover,I Forgot That You Existed,24,Even if nobody came to your show,Verse 2,Taylor Swift
Lover,I Forgot That You Existed,25,"But you showed who you are, then one magical night",Pre-Chorus,Taylor Swift
Lover,I Forgot That You Existed,26,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,27,"And I thought that it would kill me, but it didn't",Chorus,Taylor Swift
Lover,I Forgot That You Existed,28,And it was so nice,Chorus,Taylor Swift
Lover,I Forgot That You Existed,29,So peaceful and quiet,Chorus,Taylor Swift
Lover,I Forgot That You Existed,30,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,31,"It isn't love, it isn't hate, it's just indifference",Chorus,Taylor Swift
Lover,I Forgot That You Existed,32,I forgot that you,Chorus,Taylor Swift
Lover,I Forgot That You Existed,33,Sent me a clear message,Bridge,Taylor Swift
Lover,I Forgot That You Existed,34,Taught me some hard lessons,Bridge,Taylor Swift
Lover,I Forgot That You Existed,35,I just forget what they were,Bridge,Taylor Swift
Lover,I Forgot That You Existed,36,It's all just a blur,Bridge,Taylor Swift
Lover,I Forgot That You Existed,37,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,38,"And I thought that it would kill me, but it didn't",Chorus,Taylor Swift
Lover,I Forgot That You Existed,39,And it was so nice,Chorus,Taylor Swift
Lover,I Forgot That You Existed,40,So peaceful and quiet,Chorus,Taylor Swift
Lover,I Forgot That You Existed,41,I forgot that you existed,Chorus,Taylor Swift
Lover,I Forgot That You Existed,42,"I did, I did, I did",Chorus,Taylor Swift
Lover,I Forgot That You Existed,43,"It isn't hate, it's just indifference",Chorus,Taylor Swift
Lover,I Forgot That You Existed,44,"It isn't love, it isn't hate, it's just indifference",Chorus,Taylor Swift
Lover,I Forgot That You Existed,45,"So, yeah",Chorus,Taylor Swift
Lover,Cruel Summer,1,"(Yeah, yeah, yeah, yeah)",Intro,Taylor Swift
Lover,Cruel Summer,2,Fever dream high in the quiet of the night,Verse 1,Taylor Swift
Lover,Cruel Summer,3,"You know that I caught it (Oh yeah, you're right, I want it)",Verse 1,Taylor Swift
Lover,Cruel Summer,4,"Bad, bad boy, shiny toy with a price",Verse 1,Taylor Swift
Lover,Cruel Summer,5,"You know that I bought it (Oh yeah, you're right, I want it)",Verse 1,Taylor Swift
Lover,Cruel Summer,6,"Killing me slow, out the window",Pre-Chorus,Taylor Swift
Lover,Cruel Summer,7,I'm always waiting for you to be waiting below,Pre-Chorus,Taylor Swift
Lover,Cruel Summer,8,"Devils roll the dice, angels roll their eyes",Pre-Chorus,Taylor Swift
Lover,Cruel Summer,9,What doesn't kill me makes me want you more,Pre-Chorus,Taylor Swift
Lover,Cruel Summer,10,"And it's new, the shape of your body",Chorus,Taylor Swift
Lover,Cruel Summer,11,"It's blue, the feeling I've got",Chorus,Taylor Swift
Lover,Cruel Summer,12,"And it's ooh, whoa oh",Chorus,Taylor Swift
Lover,Cruel Summer,13,It's a cruel summer,Chorus,Taylor Swift
Lover,Cruel Summer,14,"It's cool, that's what I tell 'em",Chorus,Taylor Swift
Lover,Cruel Summer,15,No rules in breakable heaven,Chorus,Taylor Swift
Lover,Cruel Summer,16,"But ooh, whoa oh",Chorus,Taylor Swift
Lover,Cruel Summer,17,It's a cruel summer,Chorus,Taylor Swift
Lover,Cruel Summer,18,With you,Chorus,Taylor Swift
Lover,Cruel Summer,19,Hang your head low in the glow of the vending machine,Verse 2,Taylor Swift
Lover,Cruel Summer,20,"I'm not dying (Oh yeah, you're right, I want it)",Verse 2,Taylor Swift
Lover,Cruel Summer,21,We say that we'll just screw it up in these trying times,Verse 2,Taylor Swift
Lover,Cruel Summer,22,"We're not trying (Oh yeah, you're right, I want it)",Verse 2,Taylor Swift
Lover,Cruel Summer,23,"So cut the headlights, summer's a knife",Pre-Chorus 2,Taylor Swift
Lover,Cruel Summer,24,I'm always waiting for you just to cut to the bone,Pre-Chorus 2,Taylor Swift
Lover,Cruel Summer,25,"Devils roll the dice, angels roll their eyes",Pre-Chorus 2,Taylor Swift
Lover,Cruel Summer,26,"And if I bleed, you'll be the last to know",Pre-Chorus 2,Taylor Swift
Lover,Cruel Summer,27,"Oh, it's new, the shape of your body",Chorus,Taylor Swift
Lover,Cruel Summer,28,"It's blue, the feeling I've got",Chorus,Taylor Swift
Lover,Cruel Summer,29,"And it's ooh, whoa oh",Chorus,Taylor Swift
Lover,Cruel Summer,30,It's a cruel summer,Chorus,Taylor Swift
Lover,Cruel Summer,31,"It's cool, that's what I tell 'em",Chorus,Taylor Swift
Lover,Cruel Summer,32,No rules in breakable heaven,Chorus,Taylor Swift
Lover,Cruel Summer,33,"But ooh, whoa oh",Chorus,Taylor Swift
Lover,Cruel Summer,34,It's a cruel summer,Chorus,Taylor Swift
Lover,Cruel Summer,35,With you,Chorus,Taylor Swift
Lover,Cruel Summer,36,I'm drunk in the back of the car,Bridge,Taylor Swift
Lover,Cruel Summer,37,And I cried like a baby coming home from the bar (Oh),Bridge,Taylor Swift
Lover,Cruel Summer,38,"Said, ""I'm fine,"" but it wasn't true",Bridge,Taylor Swift
Lover,Cruel Summer,39,I don't wanna keep secrets just to keep you,Bridge,Taylor Swift
Lover,Cruel Summer,40,And I snuck in through the garden gate,Bridge,Taylor Swift
