"name","gender","country","sport","birth_date","height","weight","age"
"TURDIBEKOVA Sitora","Female","Uzbekistan","Boxing",2002-05-20,170,0,22
"HARRINGTON Kellie","Female","Ireland","Boxing",1989-12-11,169,0,34
"IBANEZ DIAZ Javier","Male","Bulgaria","Boxing",1996-07-14,165,0,28
"ROSENOV Radoslav Simeonov","Male","Bulgaria","Boxing",2003-12-15,160,0,20
"KIWAN Rami Mofid","Male","Bulgaria","Boxing",2000-06-03,185,0,24
"PETROVA Stanimira","Female","Bulgaria","Boxing",1990-12-16,170,0,33
"STANEVA Svetlana Kamenova","Female","Bulgaria","Boxing",1990-06-26,175,0,34
"ALVAREZ BORGES Erislandy","Male","Cuba","Boxing",2000-07-14,168,0,24
"LOPEZ CARDONA Arlen","Male","Cuba","Boxing",1993-02-21,170,0,31
"la CRUZ PERAZA Julio Cesar","Male","Cuba","Boxing",1989-08-11,180,0,34
"KHAMIDOVA Navbakhor","Female","Uzbekistan","Boxing",2001-02-07,170,0,23
"DUSMATOV Hasanboy","Male","Uzbekistan","Boxing",1993-06-24,156,0,31
"KHALOKOV Abdumalik","Male","Uzbekistan","Boxing",2000-04-09,174,0,24
"ABDULLAEV Ruslan","Male","Uzbekistan","Boxing",2002-10-18,170,0,21
"MUYDINKHUJAEV Asadkhuja","Male","Uzbekistan","Boxing",2001-05-08,174,0,23
"KHABIBULLAEV Turabek","Male","Uzbekistan","Boxing",2004-04-09,185,0,20
"MULLOJONOV Lazizbek","Male","Uzbekistan","Boxing",1999-05-13,192,0,25
"JALOLOV Bakhodir","Male","Uzbekistan","Boxing",1994-07-08,201,0,30
"MOREIRA Ivanusa","Female","Cabo Verde","Boxing",1988-11-11,178,0,35
"ABDURAIMOV Aider","Male","Ukraine","Boxing",2004-01-18,168,0,20
"KHYZHNIAK Oleksandr","Male","Ukraine","Boxing",1995-08-03,181,0,28
"LOVCHYNSKYI Dmytro","Male","Ukraine","Boxing",1999-02-05,191,0,25
"ALEXIUSSON Agnes","Female","Sweden","Boxing",1996-04-19,170,0,28
"IBRAHIM Nebil","Male","Sweden","Boxing",2000-12-02,172,0,23
"VEOCIC Gabrijel","Male","Croatia","Boxing",2001-06-01,188,0,23
"LOPEZ de JESUS Juanma","Male","Puerto Rico","Boxing",2005-12-27,165,0,18
"SURMENELI Busenaz","Female","Türkiye","Boxing",1998-05-26,171,0,26
"CAKIROGLU Buse Naz","Female","Türkiye","Boxing",1996-05-26,164,0,28
"AKBAS Hatice","Female","Türkiye","Boxing",2001-06-24,172,0,23
"OZER Gizem","Female","Türkiye","Boxing",2001-04-09,175,0,23
"GUMUS Samet","Male","Türkiye","Boxing",2001-05-09,168,0,23
"YILDIZ KAHRAMAN Esra","Female","Türkiye","Boxing",1997-07-04,168,0,27
"AYKUTSUN Kaan","Male","Türkiye","Boxing",2002-07-22,180,0,22
"SZEREMETA Julia","Female","Poland","Boxing",2003-08-24,165,0,20
"RYGIELSKA Aneta","Female","Poland","Boxing",1995-08-24,171,0,28
"WOJCIK Elzbieta","Female","Poland","Boxing",1996-01-14,176,0,28
"JESSICA Triebelova","Female","Slovakia","Boxing",2001-04-11,170,0,23
"DURKACZ Damian","Male","Poland","Boxing",1999-01-30,176,0,25
"BEREZNICKI Mateusz","Male","Poland","Boxing",2001-03-10,198,0,23
"HOFSTAD Sunniva","Female","Norway","Boxing",2004-07-17,175,0,20
"SHIHA Omar","Male","Norway","Boxing",1999-02-03,193,0,25
"SEIITBEK UULU Munarbek","Male","Kyrgyzstan","Boxing",1996-01-01,175,0,28
"BENNAMA Billal","Male","France","Boxing",1998-06-14,178,0,26
"OUMIHA Sofiane","Male","France","Boxing",1994-12-23,178,0,29
"TRAORE Makan","Male","France","Boxing",2000-10-08,184,0,23
"LKHADIRI Wassila","Female","France","Boxing",1995-09-14,160,0,28
"ZIDANI Amina","Female","France","Boxing",1993-08-23,165,0,30
"MOSSELY Estelle","Female","France","Boxing",1992-08-19,168,0,31
"MICHEL Davina","Female","France","Boxing",1997-12-29,183,0,26
"ABOUDOU MOINDZE Djamili-Dini","Male","France","Boxing",1996-02-16,181,0,28
"TERTERYAN Nikolai","Male","Denmark","Boxing",2001-06-19,182,0,23
"HUANG Hsiao Wen","Female","Chinese Taipei","Boxing",1997-08-31,177,0,26
"LIN Yu Ting","Female","Chinese Taipei","Boxing",1995-12-13,175,0,28
"WU Shih Yi","Female","Chinese Taipei","Boxing",1998-04-27,174,0,26
"CHEN Nien Chin","Female","Chinese Taipei","Boxing",1997-05-10,170,0,27
"KAN Chia Wei","Male","Chinese Taipei","Boxing",1998-01-10,173,0,26
"LAI Chu En","Male","Chinese Taipei","Boxing",1996-07-23,169,0,28
"IM Aeji","Female","Korea","Boxing",1999-05-11,165,0,25
"OH Yeonji","Female","Korea","Boxing",1990-08-04,167,0,33
"de PINA David","Male","Cabo Verde","Boxing",1996-08-07,163,0,27
"DJANKEU NGAMBA Cindy Winner","Female","EOR","Boxing",1998-09-07,173,0,25
"AHMADISAFA Omid","Male","EOR","Boxing",1992-09-24,167,0,31
"DERIEUW Oshin","Female","Belgium","Boxing",1987-04-29,172,0,37
"SCHELSTRAETE Victor","Male","Belgium","Boxing",1996-01-14,190,0,28
"KLOETZER Maxi Carina","Female","Germany","Boxing",2000-09-05,165,0,23
"SCHACHIDOV Magomed Elim Sultanovic","Male","Germany","Boxing",1994-09-27,175,0,29
"TIAFACK Nelvie Raman","Male","Germany","Boxing",1999-01-03,189,0,25
"EASHASH Zeyad","Male","Jordan","Boxing",1998-10-23,174,0,25
"ALKASBEH Obada","Male","Jordan","Boxing",1994-07-30,166,0,29
"IASHAISH Hussein","Male","Jordan","Boxing",1995-08-06,180,0,28
"PANMOT Thitisan","Male","Thailand","Boxing",2000-12-05,162,0,23
"RAKSAT Chuthamat","Female","Thailand","Boxing",1993-07-06,164,0,31
"SOMNUEK Thananya","Female","Thailand","Boxing",2001-05-31,165,0,23
"SUWANNAPHENG Janjaem","Female","Thailand","Boxing",2000-09-25,170,0,23
"JITPONG Jutamas","Female","Thailand","Boxing",1998-02-09,165,0,26
"MANIKON Baison","Female","Thailand","Boxing",2001-11-07,176,0,22
"JONGJOHO Weerapon","Male","Thailand","Boxing",2001-02-07,185,0,23
"SINSIRI Bunjong","Male","Thailand","Boxing",1992-10-02,173,0,31
"CAVALLARO Salvatore","Male","Italy","Boxing",1995-08-16,176,0,28
"TESTA Irma","Female","Italy","Boxing",1997-12-28,174,0,26
"MOUHIIDINE Aziz Abbes","Male","Italy","Boxing",1998-10-06,191,0,25
"SORRENTINO Giordana","Female","Italy","Boxing",2000-04-27,155,0,24
"CHARAABI Sirine","Female","Italy","Boxing",1999-05-07,167,0,25
"MESIANO Alessia","Female","Italy","Boxing",1991-12-07,169,0,32
"CARINI Angela","Female","Italy","Boxing",1998-10-06,172,0,25
"LENZI Diego","Male","Italy","Boxing",2001-05-29,185,0,23
"BELONY-DULIEPRE Cedrick","Male","Haiti","Boxing",1999-01-24,180,0,25
"USTUROI Vasile","Male","Belgium","Boxing",1997-04-03,171,0,27
"KAIVO-OJA Pihla","Female","Finland","Boxing",2002-10-27,165,0,21
"CAMARA Marine Fatoumatta Colette","Female","Mali","Boxing",1995-01-28,171,0,29
"ALCANTARA REYES Yunior","Male","Dominican Republic","Boxing",2004-02-10,155,0,20
"MORONTA HERNANDEZ Maria Altagracia","Female","Dominican Republic","Boxing",1996-07-06,178,0,28
"VO Thi Kim Anh","Female","Vietnam","Boxing",1997-07-29,167,0,26
"BOLTAEV Davlat","Male","Tajikistan","Boxing",1999-01-13,186,0,25
"SAMADOVA Mijgona","Female","Tajikistan","Boxing",1998-09-08,164,0,25
"ECCLES Rosie","Female","Great Britain","Boxing",1996-07-23,173,0,28
"ORIE Delicious","Male","Great Britain","Boxing",1997-05-31,198,NA,27
"RICHARDSON Lewis","Male","Great Britain","Boxing",1997-06-04,187,0,27
"ALCALA CEGOVIA Omailyn Carolina","Female","Venezuela","Boxing",1998-09-09,167,0,25
"COVA ROMERO Jesus Nazaret","Male","Venezuela","Boxing",2000-05-22,169,0,24
"OYUNTSETSEG Yesugen","Female","Mongolia","Boxing",2001-01-09,165,0,23
"MUNGUNTSETSEG Enkhjargal","Female","Mongolia","Boxing",1999-04-18,168,0,25
"HARADA Shudai","Male","Japan","Boxing",2001-10-02,167,0,22
"OKAZAWA Sewonrets Quincy Mensah","Male","Japan","Boxing",1995-12-21,179,0,28
"CHINYEMBA Patrick","Male","Zambia","Boxing",2001-01-03,160,0,23
"TEMBO Margaret","Female","Zambia","Boxing",1999-05-21,155,0,25
"USMONOV Bakhodur","Male","Tajikistan","Boxing",1997-12-21,174,0,26
"LI Qian","Female","China","Boxing",1990-06-06,178,0,34
"YANG Liu","Female","China","Boxing",1992-05-20,178,0,32
"YANG Wenlu","Female","China","Boxing",1991-01-13,173,0,33
"XU Zichun","Female","China","Boxing",1996-06-09,168,0,28
"CHANG Yuan","Female","China","Boxing",1997-06-24,165,0,27
"WU Yu","Female","China","Boxing",1995-01-13,160,0,29
"HAN Xuezhen","Male","China","Boxing",1999-04-28,185,0,25
"TUOHETAERBIEKE Tanglatihan","Male","China","Boxing",1996-11-18,187,0,27
"UME John","Male","Papua New Guinea","Boxing",1996-08-19,166,0,27
"KYZAIBAY Nazym","Female","Kazakhstan","Boxing",1993-09-14,160,0,30
"KHALZOVA Valentina","Female","Kazakhstan","Boxing",1996-01-16,175,0,28
"IBRAGIMOVA Karina","Female","Kazakhstan","Boxing",1996-07-08,175,0,28
"ABUSAL Wasim","Male","Palestine","Boxing",2004-06-14,173,0,20
"BIBOSSINOV Saken","Male","Kazakhstan","Boxing",1997-07-03,167,0,27
"SABYRKHAN Makhmud","Male","Kazakhstan","Boxing",2001-09-09,166,0,22
"MUKHAMMEDSABYR Bazarbay Uulu","Male","Kazakhstan","Boxing",2002-11-27,175,0,21
"SHYMBERGENOV Aslanbek","Male","Kazakhstan","Boxing",1993-10-09,182,0,30
"ORALBAY Nurbek","Male","Kazakhstan","Boxing",2000-06-11,187,0,24
"ORALBAY Aibek","Male","Kazakhstan","Boxing",2000-06-11,188,0,24
"KUNKABAYEV Kamshybek","Male","Kazakhstan","Boxing",1991-11-18,190,0,32
"FUERTES FERNANDEZ Laura","Female","Spain","Boxing",1999-04-29,163,0,25
"GHADFA DRISSI EL AISSAOUI Ayoub","Male","Spain","Boxing",1998-12-06,198,0,25
"IBARRECHE CONDE Oier","Male","Spain","Boxing",2003-05-30,165,0,21
"LOZANO SERRANO Rafael","Male","Spain","Boxing",2004-12-27,154,0,19
"QUILES BROTONS Jose","Male","Spain","Boxing",1997-10-19,172,0,26
"REYES PLA Enmanuel","Male","Spain","Boxing",1992-12-14,191,0,31
"AKILOV Pyly","Male","Hungary","Boxing",1999-07-13,186,0,25
"HAMORI Anna Luca","Female","Hungary","Boxing",2001-03-12,175,0,23
"KOVACS Richard","Male","Hungary","Boxing",1997-11-09,176,0,26
"OGUNSEMILORE Cynthia Temitayo","Female","Nigeria","Boxing",2002-05-14,186,0,22
"OLAORE Olaitan Adam","Male","Nigeria","Boxing",2002-03-07,193,0,22
"HA Thi Linh","Female","Vietnam","Boxing",1993-01-08,170,0,31
"PARKER Caitlin","Female","Australia","Boxing",1996-04-17,175,0,28
"PETERS Callum","Male","Australia","Boxing",2002-11-25,182,0,21
"SENIOR Charlie","Male","Australia","Boxing",2001-11-20,178,0,22
"GARSIDE Harry","Male","Australia","Boxing",1997-07-22,176,0,27
"WILLIAMSON Marissa","Female","Australia","Boxing",2002-02-19,173,0,22
"SURACI Monique","Female","Australia","Boxing",2001-01-12,157,0,23
"DAVEY Shannan","Male","Australia","Boxing",1999-09-03,192,0,24
"TEREMOANA Teremoana","Male","Australia","Boxing",1998-02-17,198,0,26
"ECHEGARAY Tiana","Female","Australia","Boxing",1993-09-16,157,0,30
"RAHIMI Tina","Female","Australia","Boxing",1996-03-13,166,0,28
"McDONALD Tyla","Female","Australia","Boxing",2003-04-19,167,0,21
"CHOTHIA Yusuf","Male","Australia","Boxing",2001-02-20,161,0,23
"PINALES Cristian Javier","Male","Dominican Republic","Boxing",2000-11-02,177,0,23
"EPENISA Feofaaki","Female","Tonga","Boxing",1996-04-02,168,0,28
"HLIMI Khouloud","Female","Tunisia","Boxing",1990-02-05,160,0,34
"CIRKOVIC Sara","Female","Serbia","Boxing",2004-04-29,166,0,20
"SHADRINA Natalia","Female","Serbia","Boxing",1990-04-21,164,0,34
"ABBASOV Vakhid","Male","Serbia","Boxing",1997-06-06,174,0,27
"de SOUZA PEREIRA Wanderley","Male","Brazil","Boxing",2001-05-02,180,0,23
"TEIXEIRA da SILVA JUNIOR Abner","Male","Brazil","Boxing",1996-09-10,193,0,27
"dos SANTOS Barbara Maria","Female","Brazil","Boxing",1990-12-04,173,0,33
"SOARES FERREIRA Beatriz Iasmin","Female","Brazil","Boxing",1992-12-09,163,0,31
"BARBOSA de ALMEIDA Caroline","Female","Brazil","Boxing",1992-02-02,165,0,32
"CERQUEIRA ROMEU Jucielen","Female","Brazil","Boxing",1996-04-13,168,0,28
"MACHADO Keno Marley","Male","Brazil","Boxing",2000-07-11,192,0,24
"OLIVEIRA Luiz Gabriel","Male","Brazil","Boxing",2001-01-24,173,0,23
"da SILVA TRINDADE Michael Douglas","Male","Brazil","Boxing",2000-11-18,167,0,23
"de JESUS CHAGAS Tatiana Regina","Female","Brazil","Boxing",1992-07-25,158,0,32
"EDWARDS Joshua","Male","United States","Boxing",2000-05-01,190,0,24
"GONZALEZ Jajaira","Female","United States","Boxing",1997-02-13,163,0,27
"HARVEY Jahmal","Male","United States","Boxing",2002-11-19,171,0,21
"HILL Roscoe","Male","United States","Boxing",1994-11-09,175,0,29
"JONES Omari","Male","United States","Boxing",2002-11-07,180,0,21
"LOZANO Jennifer","Female","United States","Boxing",2002-11-24,157,0,21
"McCANE Morelle","Female","United States","Boxing",1995-01-20,170,0,29
"MENDOZA Alyssa","Female","United States","Boxing",2003-08-17,165,0,20
"GOJKOVIC Bojana","Female","Montenegro","Boxing",2003-08-02,160,0,20
"BROWN Patrick James","Male","Great Britain","Boxing",1999-11-10,198,0,24
"DAVISON Charley","Female","Great Britain","Boxing",1993-11-24,157,0,30
"REID Chantelle Jordan","Female","Great Britain","Boxing",1998-05-31,172,0,26
"PLODZICKI- FAOAGALI Ato","Male","Samoa","Boxing",1999-02-18,185,0,25
"ABDELGAWWAD Abdelrahman","Male","Egypt","Boxing",1987-10-09,185,0,36
"ELAWADY Omar","Male","Egypt","Boxing",1999-08-04,172,0,24
"AYYAD Yomna","Female","Egypt","Boxing",2003-06-29,169,0,21
"WALSH Michaela","Female","Ireland","Boxing",1993-06-05,168,0,31
"SAKOBI Marcelat","Female","DR Congo","Boxing",1996-03-29,174,0,28
"HEIJNEN Chelsey","Female","Netherlands","Boxing",1999-05-02,169,0,25
"BYLON Atheyna Bibeichi","Female","Panama","Boxing",1989-04-06,179,0,35
"MUXANGA Tiago","Male","Mozambique","Boxing",2000-09-12,175,0,23
"ALLAHVERDIYEV Murad","Male","Azerbaijan","Boxing",2002-08-29,188,0,21
"HUSEYNOV Nijat","Male","Azerbaijan","Boxing",2003-03-31,168,0,21
"SANFORD Wyatt","Male","Canada","Boxing",1998-11-03,173,0,25
"THIBEAULT Tammara Amanda","Female","Canada","Boxing",1996-12-27,183,0,27
"ABDULLAYEV Mahammad","Male","Azerbaijan","Boxing",1999-04-06,189,0,25
"ALFONSO DOMINGUEZ Loren Berto","Male","Azerbaijan","Boxing",1995-07-28,189,0,28
"HASANOV Malik","Male","Azerbaijan","Boxing",1998-04-30,185,0,26
"MBABI Brigitte","Female","DR Congo","Boxing",2002-05-04,176,0,22
"RODRIGUEZ TENORIO Jose Gabriel","Male","Ecuador","Boxing",1997-06-04,176,0,27
"CONGO CHALA Gerlon Gilmar","Male","Ecuador","Boxing",2001-03-01,187,0,23
"PALACIOS ESPINOZA Maria Jose","Female","Ecuador","Boxing",1998-10-18,170,0,25
"MARCIAL Eumir Felix","Male","Philippines","Boxing",1995-10-29,180,0,28
"VILLEGAS Aira","Female","Philippines","Boxing",1995-08-01,158,0,28
"PAALAM Carlo","Male","Philippines","Boxing",1998-07-16,163,0,26
"PETECIO Nesthy","Female","Philippines","Boxing",1992-04-11,158,0,32
"BACYADAN Hergie","Female","Philippines","Boxing",1994-11-04,168,0,29
"PANG Cholmi","Female","DPR Korea","Boxing",1994-08-26,167,0,29
"WON Ungyong","Female","DPR Korea","Boxing",2000-12-09,165,0,23
"GALLAGHER Jude","Male","Ireland","Boxing",2001-10-05,170,0,22
"AL SAYEGH Safia","Female","UA Emirates","Cycling Road",2001-09-23,0,0,22
"PRIETO Marcela","Female","Mexico","Cycling Road",1992-03-11,0,0,32
"MOHAMAD ZUBIR Nur Aisyah","Female","Malaysia","Cycling Road",1997-10-04,0,0,26
"LABIB Ali","Male","IR Iran","Cycling Road",2002-09-21,0,0,21
"ARMITAGE Megan","Female","Ireland","Cycling Road",1996-08-12,0,0,27
"HEALY Ben","Male","Ireland","Cycling Road",2000-09-11,0,0,23
"SIERRA Arlenis","Female","Cuba","Cycling Road",1992-12-07,0,0,31
"MULLEN Ryan","Male","Ireland","Cycling Road",1994-08-07,0,0,29
"ZABELINSKAYA Olga","Female","Uzbekistan","Cycling Road",1980-05-10,0,0,44
"KUSKOVA Yanina","Female","Uzbekistan","Cycling Road",2001-12-05,0,0,22
"TSVETKOV Nikita","Male","Uzbekistan","Cycling Road",2005-02-14,0,0,19
"MAJERUS Christine","Female","Luxembourg","Cycling Road",1987-02-25,0,0,37
"GIRMAY Biniam","Male","Eritrea","Cycling Road",2000-04-02,0,0,24
"ED DOGHMY Achraf","Male","Morocco","Cycling Road",1999-11-19,0,0,24
"TSERAKH Hanna","Female","AIN","Cycling Road",1998-09-07,0,0,25
"LOOSER Vera","Female","Namibia","Cycling Road",1993-10-28,0,0,30
"CHRISTOFOROU Antri","Female","Cyprus","Cycling Road",1992-04-02,0,0,32
"HASHIMI Fariba","Female","Afghanistan","Cycling Road",2003-04-22,0,0,21
"MENA SOLANO Milagro","Female","Costa Rica","Cycling Road",1993-04-30,0,0,31
"HASHIMI Yulduz","Female","Afghanistan","Cycling Road",2000-07-08,0,0,24
"NGUYEN Thi That","Female","Vietnam","Cycling Road",1993-03-06,0,0,31
"ABAY Burak","Male","Türkiye","Cycling Road",1996-01-01,0,0,28
"GROSSSCHARTNER Felix","Male","Austria","Cycling Road",1993-12-23,0,0,30
"HALLER Marco","Male","Austria","Cycling Road",1991-04-01,0,0,33
"KIESENHOFER Anna","Female","Austria","Cycling Road",1991-02-14,0,0,33
"SCHWEINBERGER Christina","Female","Austria","Cycling Road",1996-10-29,0,0,27
"JENCUSOVA Nora","Female","Slovakia","Cycling Road",2002-04-14,0,0,22
"KUBIS Lukas","Male","Slovakia","Cycling Road",2000-01-31,0,0,24
"SODERQVIST Jakob","Male","Sweden","Cycling Road",2003-05-31,0,0,21
"ANDERSSON Caroline","Female","Sweden","Cycling Road",2001-07-29,0,0,22
"KAGIMU Charles","Male","Uganda","Cycling Road",1998-09-15,0,0,25
"BIRIUKOVA Yuliia","Female","Ukraine","Cycling Road",1998-01-24,0,0,26
"BUDIAK Anatolii","Male","Ukraine","Cycling Road",1995-09-29,0,0,28
"BAMOGO Awa","Female","Burkina Faso","Cycling Road",1999-06-15,0,0,25
"ROUGIER-LAGANE Christopher","Male","Mauritius","Cycling Road",1998-09-24,0,0,25
"ANIOLKOWSKI Stanislaw","Male","Poland","Cycling Road",1997-01-20,0,0,27
"NIEWIADOMA Katarzyna","Female","Poland","Cycling Road",1994-09-29,0,0,29
"SKALNIAK-SOJKA Agnieszka","Female","Poland","Cycling Road",1997-04-22,0,0,27
"LACH Marta","Female","Poland","Cycling Road",1997-05-26,0,0,27
"KWIATKOWSKI Michal","Male","Poland","Cycling Road",1990-06-02,0,0,34
"WAERENSKJOLD Soeren","Male","Norway","Cycling Road",2000-03-12,0,0,24
"EDSETH Marte Berg","Female","Norway","Cycling Road",1998-10-06,0,0,25
"FOSS Tobias","Male","Norway","Cycling Road",1997-05-25,0,0,27
"GASKJENN Ingvild","Female","Norway","Cycling Road",1998-07-01,0,0,26
"LUDWIG Cecilie Uttru","Female","Denmark","Cycling Road",1995-08-23,0,0,28
"BJERG Emma Norsgaard","Female","Denmark","Cycling Road",1999-07-26,0,0,25
"SKJELMOSE Mattias","Male","Denmark","Cycling Road",2000-09-26,0,0,23
"BJERG Mikkel Norsgaard","Male","Denmark","Cycling Road",1998-11-03,0,0,25
"KOERNER Rebecca","Female","Denmark","Cycling Road",2000-09-22,0,0,23
"PEDERSEN Mads","Male","Denmark","Cycling Road",1995-12-18,0,0,28
"MIHKELS Madis","Male","Estonia","Cycling Road",2003-05-31,0,0,21
"KOCH Franziska","Female","Germany","Cycling Road",2000-07-13,0,0,24
"LIPPERT Liane","Female","Germany","Cycling Road",1998-01-13,0,0,26
"SCHACHMANN Maximilian","Male","Germany","Cycling Road",1994-01-09,0,0,30
"POLITT Nils","Male","Germany","Cycling Road",1994-03-06,0,0,30
"NIEDERMAIER Antonia","Female","Germany","Cycling Road",2003-02-20,0,0,21
"VALTER Attila","Male","Hungary","Cycling Road",1998-06-12,0,0,26
"ANSARI Amir","Male","EOR","Cycling Road",1999-08-19,0,0,24
"GEBRU Eyeru","Female","EOR","Cycling Road",1996-12-10,0,0,27
"ALAPHILIPPE Julian","Male","France","Cycling Road",1992-06-11,0,0,32
"CORDON RAGOT Audrey","Female","France","Cycling Road",1989-09-22,0,0,34
"LABOUS Juliette","Female","France","Cycling Road",1998-11-04,0,0,25
"LAPORTE Christophe","Male","France","Cycling Road",1992-12-11,0,0,31
"MADOUAS Valentin","Male","France","Cycling Road",1996-07-12,0,0,28
"VAUQUELIN Kevin","Male","France","Cycling Road",2001-04-26,0,0,23
"SAINBAYAR Jambaljamts","Male","Mongolia","Cycling Road",1996-09-04,0,0,27
"le COURT de BILLOT Kimberley","Female","Mauritius","Cycling Road",1996-03-23,0,0,28
"GAFINOVITZ Rotem","Female","Israel","Cycling Road",1992-06-09,0,0,32
"KIRSCH Alex","Male","Luxembourg","Cycling Road",1992-06-12,0,0,32
"EINHORN Itamar","Male","Israel","Cycling Road",1997-09-20,0,0,26
"BENOOT Tiesj","Male","Belgium","Cycling Road",1994-03-11,0,0,30
"EVENEPOEL Remco","Male","Belgium","Cycling Road",2000-01-25,0,0,24
"GHEKIERE Justine","Female","Belgium","Cycling Road",1996-05-14,0,0,28
"van AERT Wout","Male","Belgium","Cycling Road",1994-09-15,0,0,29
