Season Type,game,Season,Game Date,Series,team,Home,Opp,game_in_series,,GS,MP,made2,attempt3,per2,made3,attempt3,per3,made1,attempt1,per1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,game score,Game Result,Point Diff
Regular,59,2013/14,3/10/2014,NA,MIA,Home,WAS,,W (+9),1,36:45:00,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,3,29,23.8,Win,9.00
Regular,60,2013/14,3/12/2014,NA,MIA,Home,BRK,,L (-1),1,38:03:00,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,21,15.1,Loss,-1.00
Regular,61,2013/14,3/14/2014,NA,MIA,Home,DEN,,L (-4),1,39:50:00,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3,Loss,-4.00
Regular,62,2013/14,3/16/2014,NA,MIA,Home,HOU,,W (+9),1,42:52:00,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,26,16.4,Win,9.00
Regular,63,2013/14,3/18/2014,NA,MIA,Away,CLE,,W (+4),1,41:40:00,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,55,42,Win,4.00
Regular,64,2013/14,3/21/2014,NA,MIA,Home,MEM,,W (+5),1,38:01:00,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4,Win,5.00
Regular,65,2013/14,3/22/2014,NA,MIA,Away,NOP,,L (-10),1,41:59:00,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,29,22.8,Loss,-10.00
Regular,66,2013/14,3/24/2014,NA,MIA,Home,POR,,W (+2),1,38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25,Win,2.00
Regular,67,2013/14,3/26/2014,NA,MIA,Away,IND,,L (-1),1,43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,42,27.4,Loss,-1.00
Regular,68,2013/14,3/28/2014,NA,MIA,Away,DET,,W (+32),1,29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,19,22.9,Win,32.00
Regular,69,2013/14,3/29/2014,NA,MIA,Away,MIL,,W (+21),1,30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,15,7.1,Win,21.00
Regular,70,2013/14,3/31/2014,NA,MIA,Home,TOR,,W (+10),1,38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,34,23.5,Win,10.00
Regular,71,2013/14,4/2/2014,NA,MIA,Home,MIL,,W (+19),1,29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,19,16.7,Win,19.00
Regular,72,2013/14,4/4/2014,NA,MIA,Home,MIN,,L (-1),1,47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,38,26.6,Loss,-1.00
Regular,73,2013/14,4/6/2014,NA,MIA,Home,NYK,,W (+11),1,42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,44,28.3,Win,11.00
Regular,74,2013/14,4/8/2014,NA,MIA,Home,BRK,,L (-1),1,37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,Loss,-1.00
Regular,75,2013/14,4/9/2014,NA,MIA,Away,MEM,,L (-5),1,41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,43,28.4,Loss,-5.00
Regular,76,2013/14,4/11/2014,NA,MIA,Home,IND,,W (+12),1,34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,40,28.2,Win,12.00
Regular,77,2013/14,4/12/2014,NA,MIA,Away,ATL,,L (-13),1,37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,33,18,Loss,-13.00
Regular,1,2014/15,10/30/2014,NA,CLE,Home,NYK,,L (-5),1,43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,19,3.2,Loss,-5.00
Regular,2,2014/15,10/31/2014,NA,CLE,Away,CHI,,W (+6),1,41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,38,27.4,Win,6.00
Regular,3,2014/15,11/4/2014,NA,CLE,Away,POR,,L (-19),1,34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,15,8.8,Loss,-19.00
Regular,4,2014/15,11/5/2014,NA,CLE,Away,UTA,,L (-2),1,42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,37,23.5,Loss,-2.00
Regular,5,2014/15,11/7/2014,NA,CLE,Away,DEN,,W (+9),1,39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,24,20.3,Win,9.00
Regular,6,2014/15,11/10/2014,NA,CLE,Home,NOP,,W (+7),1,40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,34,29.8,Win,7.00
Regular,7,2014/15,11/14/2014,NA,CLE,Away,BOS,,W (+1),1,40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,47,29.5,Win,1.00
Regular,8,2014/15,11/15/2014,NA,CLE,Home,ATL,,W (+33),1,28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,40,27.2,Win,33.00
Regular,9,2014/15,11/17/2014,NA,CLE,Home,DEN,,L (-9),1,40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,24,14.6,Loss,-9.00
Regular,10,2014/15,11/19/2014,NA,CLE,Home,SAS,,L (-2),1,34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,19,10.3,Loss,-2.00
Regular,11,2014/15,11/21/2014,NA,CLE,Away,WAS,,L (-13),1,39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,26,13.2,Loss,-13.00
Regular,12,2014/15,11/22/2014,NA,CLE,Home,TOR,,L (-17),1,37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,17,11.8,Loss,-17.00
Regular,13,2014/15,11/24/2014,NA,CLE,Home,ORL,,W (+32),1,31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,33,31.2,Win,32.00
Regular,14,2014/15,11/26/2014,NA,CLE,Home,WAS,,W (+26),1,36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,31,27.6,Win,26.00
Regular,15,2014/15,11/29/2014,NA,CLE,Home,IND,,W (+12),1,31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,Win,12.00
Regular,16,2014/15,12/2/2014,NA,CLE,Home,MIL,,W (+3),1,41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,Win,3.00
Regular,17,2014/15,12/4/2014,NA,CLE,Away,NYK,,W (+3),1,39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,21,16.2,Win,3.00
Regular,18,2014/15,12/5/2014,NA,CLE,Away,TOR,,W (+14),1,42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,28,24.3,Win,14.00
Regular,19,2014/15,12/8/2014,NA,CLE,Away,BRK,,W (+22),1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,20,14.2,Win,22.00
Regular,20,2014/15,12/9/2014,NA,CLE,Home,TOR,,W (+4),1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,39,29.9,Win,4.00
Regular,21,2014/15,12/12/2014,NA,CLE,Away,NOP,,L (-5),1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,45,33.1,Loss,-5.00
Regular,22,2014/15,12/15/2014,NA,CLE,Home,CHO,,W (+9),1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,31,26.9,Win,9.00
Regular,23,2014/15,12/17/2014,NA,CLE,Home,ATL,,L (-29),1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,Loss,-29.00
Regular,24,2014/15,12/19/2014,NA,CLE,Home,BRK,,W (+4),1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,26,15.7,Win,4.00
Regular,25,2014/15,12/21/2014,NA,CLE,Home,MEM,,W (+14),1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,31,20.6,Win,14.00
Regular,26,2014/15,12/23/2014,NA,CLE,Home,MIN,,W (+21),1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,32,18.8,Win,21.00
Regular,27,2014/15,12/25/2014,NA,CLE,Away,MIA,,L (-10),1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,34,21.6,Loss,-10.00
Regular,28,2014/15,12/26/2014,NA,CLE,Away,ORL,,W (+9),1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,Win,9.00
Regular,29,2014/15,12/28/2014,NA,CLE,Home,DET,,L (-23),1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,21,6.8,Loss,-23.00
Regular,30,2014/15,1/13/2015,NA,CLE,Away,PHO,,L (-7),1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,39,23.6,Loss,-7.00
Regular,31,2014/15,1/15/2015,NA,CLE,Away,LAL,,W (+7),1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,44,28,Win,7.00
Regular,32,2014/15,1/16/2015,NA,CLE,Away,LAC,,W (+5),1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,38,18.9,Win,5.00
Regular,33,2014/15,1/19/2015,NA,CLE,Home,CHI,,W (+14),1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,Win,14.00
Regular,34,2014/15,1/21/2015,NA,CLE,Home,UTA,,W (+14),1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,Win,14.00
Regular,35,2014/15,1/23/2015,NA,CLE,Home,CHO,,W (+39),1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,29,28.5,Win,39.00
Regular,36,2014/15,1/25/2015,NA,CLE,Home,OKC,,W (+10),1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,38,25.3,Win,10.00
Regular,37,2014/15,1/27/2015,NA,CLE,Away,DET,,W (+8),1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,Win,8.00
Regular,38,2014/15,1/30/2015,NA,CLE,Home,SAC,,W (+11),1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,21,14.6,Win,11.00
Regular,39,2014/15,1/31/2015,NA,CLE,Away,MIN,,W (+16),1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,42,27.7,Win,16.00
Regular,40,2014/15,2/2/2015,NA,CLE,Home,PHI,,W (+13),1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,20,11.9,Win,13.00
Regular,41,2014/15,2/5/2015,NA,CLE,Home,LAC,,W (+11),1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,25,22.2,Win,11.00
Regular,42,2014/15,2/6/2015,NA,CLE,Away,IND,,L (-4),1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,Loss,-4.00
Regular,43,2014/15,2/8/2015,NA,CLE,Home,LAL,,W (+15),1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,26,17.2,Win,15.00
Regular,44,2014/15,2/11/2015,NA,CLE,Home,MIA,,W (+20),1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,Win,20.00
Regular,45,2014/15,2/12/2015,NA,CLE,Away,CHI,,L (-15),1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,35,12.3,Loss,-15.00
Regular,46,2014/15,2/20/2015,NA,CLE,Away,WAS,,W (+38),1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,34,20.8,Win,38.00
Regular,47,2014/15,2/22/2015,NA,CLE,Away,NYK,,W (+18),1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,20,12.3,Win,18.00
Regular,48,2014/15,2/24/2015,NA,CLE,Away,DET,,W (+9),1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,21,13.3,Win,9.00
Regular,49,2014/15,2/26/2015,NA,CLE,Home,GSW,,W (+11),1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,50,32.2,Win,11.00
Regular,50,2014/15,3/1/2015,NA,CLE,Away,HOU,,L (-2),1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,45,20.8,Loss,-2.00
Regular,51,2014/15,3/3/2015,NA,CLE,Home,BOS,,W (+31),1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,Win,31.00
Regular,52,2014/15,3/4/2015,NA,CLE,Away,TOR,,W (+8),1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,35,27.6,Win,8.00
Regular,53,2014/15,3/6/2015,NA,CLE,Away,ATL,,L (-9),1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,20,10.8,Loss,-9.00
Regular,54,2014/15,3/7/2015,NA,CLE,Home,PHO,,W (+10),1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,21,10.2,Win,10.00
Regular,55,2014/15,3/10/2015,NA,CLE,Away,DAL,,W (+33),1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,35,26.6,Win,33.00
Regular,56,2014/15,3/12/2015,NA,CLE,Away,SAS,,W (+3),1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,37,25.5,Win,3.00
Regular,57,2014/15,3/15/2015,NA,CLE,Away,ORL,,W (+15),1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,Win,15.00
Regular,58,2014/15,3/16/2015,NA,CLE,Away,MIA,,L (-14),1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,34,14.1,Loss,-14.00
Regular,59,2014/15,3/18/2015,NA,CLE,Home,BRK,,W (+25),1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,20,12.9,Win,25.00
Regular,60,2014/15,3/20/2015,NA,CLE,Home,IND,,W (+3),1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,33,18.2,Win,3.00
Regular,61,2014/15,3/22/2015,NA,CLE,Away,MIL,,W (+18),1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,30,28.4,Win,18.00
Regular,62,2014/15,3/25/2015,NA,CLE,Away,MEM,,W (+22),1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,26,16,Win,22.00
Regular,63,2014/15,3/27/2015,NA,CLE,Away,BRK,,L (-8),1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,28,24.8,Loss,-8.00
Regular,64,2014/15,3/29/2015,NA,CLE,Home,PHI,,W (+1),1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,22,9.2,Win,1.00
Regular,65,2014/15,4/2/2015,NA,CLE,Home,MIA,,W (+26),1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,25,21.6,Win,26.00
Regular,66,2014/15,4/5/2015,NA,CLE,Home,CHI,,W (+5),1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,22,21.4,Win,5.00
Regular,67,2014/15,4/8/2015,NA,CLE,Away,MIL,,W (+5),1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,25,21.3,Win,5.00
Regular,68,2014/15,4/10/2015,NA,CLE,Home,BOS,,L (-9),1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,Loss,-9.00
Regular,69,2014/15,4/13/2015,NA,CLE,Home,DET,,W (+12),1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,27,24.7,Win,12.00
Regular,1,2018/19,10/18/2018,NA,LAL,Away,POR,,L (-9),1,37:20:00,9,16,0.563,0,4,0,8,9,0.889,2,10,12,6,1,0,6,3,26,20.4,Loss,-9.00
Regular,2,2018/19,10/20/2018,NA,LAL,Home,HOU,,L (-9),1,38:52:00,9,22,0.409,1,7,0.143,5,7,0.714,0,5,5,5,2,1,1,0,26,18.1,Loss,-9.00
Regular,3,2018/19,10/22/2018,NA,LAL,Home,SAS,,L (-1),1,42:52:00,11,25,0.44,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,36,26.6,Loss,-1.00
Regular,4,2018/19,10/24/2018,NA,LAL,Away,PHO,,W (+18),1,28:04:00,7,16,0.438,1,5,0.2,4,4,1,0,7,7,10,3,0,0,1,21,22.3,Win,18.00
Regular,5,2018/19,10/25/2018,NA,LAL,Home,DEN,,W (+7),1,34:40:00,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,11,3,0,2,3,30,29.7,Win,7.00
Regular,6,2018/19,10/27/2018,NA,LAL,Away,SAS,,L (-4),1,34:18:00,13,21,0.619,2,6,0.333,7,8,0.875,1,10,11,4,2,0,4,3,39,28.4,Loss,-4.00
Regular,7,2018/19,10/29/2018,NA,LAL,Away,MIN,,L (-4),1,36:16:00,11,23,0.478,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,35,24.3,Loss,-4.00
Regular,8,2018/19,10/31/2018,NA,LAL,Home,DAL,,W (+1),1,38:34:00,11,19,0.579,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,33,23.8,Win,1.00
Regular,9,2018/19,11/3/2018,NA,LAL,Away,POR,,W (+4),1,31:21:00,9,20,0.45,1,5,0.2,9,11,0.818,0,5,5,7,0,2,3,1,30,21.2,Win,4.00
Regular,10,2018/19,11/4/2018,NA,LAL,Home,TOR,,L (-14),1,28:17:00,6,12,0.5,2,3,0.667,4,7,0.571,0,2,2,6,0,1,3,3,22,12.1,Loss,-14.00
Regular,11,2018/19,11/7/2018,NA,LAL,Home,MIN,,W (+4),1,38:32:00,10,21,0.476,3,9,0.333,1,2,0.5,1,10,11,9,0,2,3,1,30,20.9,Win,4.00
Regular,12,2018/19,11/10/2018,NA,LAL,Away,SAC,,W (+15),1,31:17:00,10,18,0.556,3,6,0.5,2,3,0.667,1,6,7,2,1,0,3,2,31,17.1,Win,15.00
Regular,13,2018/19,11/11/2018,NA,LAL,Home,ATL,,W (+1),1,34:18:00,10,20,0.5,3,9,0.333,3,7,0.429,3,4,7,4,2,0,4,1,32,18.1,Win,1.00
Regular,14,2018/19,11/14/2018,NA,LAL,Home,POR,,W (+9),1,36:00:00,13,19,0.684,5,6,0.833,13,15,0.867,2,8,10,9,1,3,4,0,54,44.3,Win,9.00
Regular,15,2018/19,11/17/2018,NA,LAL,Away,ORL,,L (-13),1,25:53:00,8,19,0.421,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,28,15.3,Loss,-13.00
Regular,16,2018/19,11/18/2018,NA,LAL,Away,MIA,,W (+16),1,38:29:00,19,31,0.613,6,8,0.75,7,10,0.7,1,7,8,3,2,1,2,3,63,40.1,Win,16.00
Regular,17,2018/19,11/21/2018,NA,LAL,Away,CLE,,W (+4),1,35:30:00,11,20,0.55,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,36,26.2,Win,4.00
Regular,18,2018/19,11/23/2018,NA,LAL,Home,UTA,,W (+7),1,35:04:00,8,17,0.471,2,5,0.4,4,6,0.667,1,9,10,7,2,1,5,1,26,18.1,Win,7.00
Regular,19,2018/19,11/25/2018,NA,LAL,Home,ORL,,L (-4),1,40:27:00,8,14,0.571,2,7,0.286,6,11,0.545,0,4,4,7,0,1,6,4,28,14.6,Loss,-4.00
Regular,20,2018/19,11/27/2018,NA,LAL,Away,DEN,,L (-32),1,30:04:00,5,15,0.333,0,4,0,4,6,0.667,0,7,7,2,2,2,4,0,14,7.6,Loss,-32.00
Regular,21,2018/19,11/29/2018,NA,LAL,Home,IND,,W (+8),1,38:09:00,15,27,0.556,2,7,0.286,6,10,0.6,1,8,9,7,2,0,4,2,42,28.7,Win,8.00
Regular,22,2018/19,11/30/2018,NA,LAL,Home,DAL,,W (+11),1,31:19:00,12,21,0.571,2,4,0.5,2,4,0.5,2,3,5,4,0,1,4,3,32,17.9,Win,11.00
Regular,23,2018/19,12/2/2018,NA,LAL,Home,PHO,,W (+24),1,30:59:00,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,24,16.4,Win,24.00
Regular,24,2018/19,12/5/2018,NA,LAL,Home,SAS,,W (+8),1,39:42:00,15,24,0.625,3,7,0.429,9,13,0.692,0,5,5,6,2,0,2,1,48,34.9,Win,8.00
Regular,25,2018/19,12/7/2018,NA,LAL,Away,SAS,,L (-13),1,37:21:00,13,28,0.464,3,8,0.375,6,9,0.667,2,6,8,11,2,0,1,4,41,29.7,Loss,-13.00
Regular,26,2018/19,12/8/2018,NA,LAL,Away,MEM,,W (+23),1,31:38:00,9,18,0.5,0,3,0,2,3,0.667,1,7,8,9,2,0,5,2,20,15.9,Win,23.00
Regular,27,2018/19,12/10/2018,NA,LAL,Home,MIA,,W (+3),1,37:31:00,10,19,0.526,4,7,0.571,4,8,0.5,0,9,9,12,1,0,2,0,36,27.2,Win,3.00
Regular,28,2018/19,12/13/2018,NA,LAL,Away,HOU,,L (-15),1,36:26:00,12,18,0.667,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,35,22.5,Loss,-15.00
Regular,29,2018/19,12/15/2018,NA,LAL,Away,CHO,,W (+28),1,30:13:00,7,15,0.467,2,6,0.333,8,12,0.667,1,11,12,11,1,0,3,0,28,24.4,Win,28.00
Regular,30,2018/19,12/16/2018,NA,LAL,Away,WAS,,L (-18),1,32:00:00,5,16,0.313,0,2,0,3,6,0.5,0,6,6,3,0,1,4,0,13,3.2,Loss,-18.00
Regular,31,2018/19,12/18/2018,NA,LAL,Away,BRK,,L (-5),1,41:12:00,13,23,0.565,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,40,29.3,Loss,-5.00
Regular,32,2018/19,12/21/2018,NA,LAL,Home,NOP,,W (+8),1,38:45:00,8,20,0.4,0,4,0,6,9,0.667,2,10,12,14,2,0,2,3,22,23,Win,8.00
Regular,33,2018/19,12/23/2018,NA,LAL,Home,MEM,,L (-8),1,35:37:00,8,14,0.571,2,5,0.4,4,4,1,1,13,14,7,1,1,4,0,26,22.6,Loss,-8.00
Regular,34,2018/19,12/25/2018,NA,LAL,Away,GSW,,W (+26),1,21:15,6,11,0.545,0,2,0,5,8,0.625,2,11,13,5,1,0,2,1,17,17.3,Win,26.00
Regular,35,2018/19,1/31/2019,NA,LAL,Away,LAC,,W (+3),1,40:26:00,9,22,0.409,1,6,0.167,5,7,0.714,1,13,14,9,1,0,4,0,26,19.3,Win,3.00
Regular,36,2018/19,2/5/2019,NA,LAL,Away,IND,,L (-42),1,30:13:00,7,12,0.583,2,5,0.4,2,3,0.667,0,7,7,9,1,0,6,1,22,15,Loss,-42.00
Regular,37,2018/19,2/7/2019,NA,LAL,Away,BOS,,W (+1),1,37:44:00,11,21,0.524,5,10,0.5,1,5,0.2,2,10,12,12,3,0,3,4,38,27.3,Win,1.00
Regular,38,2018/19,2/10/2019,NA,LAL,Away,PHI,,L (-23),1,33:09:00,8,16,0.5,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,22,14.1,Loss,-23.00
Regular,39,2018/19,2/12/2019,NA,LAL,Away,ATL,,L (-4),1,43:03:00,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,34,32.2,Loss,-4.00
Regular,40,2018/19,2/21/2019,NA,LAL,Home,HOU,,W (+5),1,40:08:00,11,23,0.478,0,4,0,7,10,0.7,4,8,12,6,1,1,4,1,29,22.8,Win,5.00
Regular,41,2018/19,2/23/2019,NA,LAL,Away,NOP,,L (-13),1,38:31:00,11,17,0.647,3,6,0.5,2,6,0.333,0,7,7,12,4,1,4,0,33,29.1,Loss,-13.00
Regular,42,2018/19,2/25/2019,NA,LAL,Away,MEM,,L (-5),1,39:44:00,8,23,0.348,0,4,0,8,10,0.8,3,9,12,11,3,0,5,3,24,19.6,Loss,-5.00
Regular,43,2018/19,2/27/2019,NA,LAL,Home,NOP,,W (+6),1,37:19:00,13,24,0.542,4,9,0.444,3,8,0.375,1,5,6,10,2,1,2,2,41,28.5,Win,6.00
Regular,44,2018/19,3/1/2019,NA,LAL,Home,MIL,,L (-11),1,38:49:00,10,19,0.526,3,8,0.375,8,10,0.8,2,5,7,10,1,0,3,2,37,28,Loss,-11.00
Regular,45,2018/19,3/2/2019,NA,LAL,Away,PHO,,L (-9),1,40:46:00,10,21,0.476,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,35,24.8,Loss,-9.00
Regular,46,2018/19,3/4/2019,NA,LAL,Home,LAC,,L (-8),1,42:24:00,9,18,0.5,1,6,0.167,8,12,0.667,0,8,8,6,1,1,2,3,29,21.5,Loss,-8.00
Regular,47,2018/19,3/6/2019,NA,LAL,Home,DEN,,L (-16),1,31:07:00,13,22,0.591,2,7,0.286,3,8,0.375,0,7,7,7,1,1,4,4,35,21.9,Loss,-16.00
Regular,48,2018/19,3/9/2019,NA,LAL,Home,BOS,,L (-13),1,27:46:00,13,23,0.565,1,5,0.2,3,7,0.429,2,8,10,12,0,0,3,0,32,26.7,Loss,-13.00
Regular,49,2018/19,3/12/2019,NA,LAL,Away,CHI,,W (+16),1,33:24:00,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,40,27.9,Win,16.00
Regular,50,2018/19,3/14/2019,NA,LAL,Away,TOR,,L (-13),1,31:47:00,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,2,31,18.1,Loss,-13.00
Regular,51,2018/19,3/17/2019,NA,LAL,Away,NYK,,L (-1),1,35:00:00,11,26,0.423,0,6,0,11,13,0.846,2,4,6,8,0,1,2,2,33,24.5,Loss,-1.00
Regular,52,2018/19,3/22/2019,NA,LAL,Home,BRK,,L (-5),1,36:42:00,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,3,27,15.3,Loss,-5.00
