Season Type,game,Season,Game Date,Series,team,Home,Opp,game_in_series,,GS,MP,made2,attempt3,per2,made3,attempt3,per3,made1,attempt1,per1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,game score,Game Result,Point Diff
Postseason,22,2012,6/18/2013,FIN,MIA,Home,SAS,6,W (+3),1,49:46:00,11,26,0.423,1,5,0.2,9,12,0.75,4,6,10,11,3,1,6,3,34,25.8,Win,3.00
Postseason,23,2012,6/20/2013,FIN,MIA,Home,SAS,7,W (+7),1,45:00:00,12,23,0.522,5,10,0.5,8,8,1,3,9,12,4,2,0,2,2,47,32.5,Win,7.00
Postseason,1,2013,4/20/2014,EC1,MIA,Home,CHA,1,W (+11),1,38:32:00,8,16,0.5,4,8,0.5,7,10,0.7,0,9,9,1,0,0,3,1,35,17.8,Win,11.00
Postseason,2,2013,4/23/2014,EC1,MIA,Home,CHA,2,W (+4),1,39:50:00,11,17,0.647,1,5,0.2,9,12,0.75,0,6,6,8,4,0,4,2,34,29.9,Win,4.00
Postseason,3,2013,4/26/2014,EC1,MIA,Away,CHA,3,W (+13),1,35:59:00,10,18,0.556,1,2,0.5,9,10,0.9,0,10,10,6,2,0,2,1,32,27.8,Win,13.00
Postseason,4,2013,4/28/2014,EC1,MIA,Away,CHA,4,W (+11),1,42:54:00,10,19,0.526,1,5,0.2,10,12,0.833,0,7,7,9,3,1,2,3,33,29.8,Win,11.00
Postseason,5,2013,5/6/2014,ECS,MIA,Home,BRK,1,W (+21),1,36:21:00,10,15,0.667,0,0,,2,2,1,1,4,5,3,0,0,1,2,22,17.7,Win,21.00
Postseason,6,2013,5/8/2014,ECS,MIA,Home,BRK,2,W (+12),1,39:07:00,9,18,0.5,0,3,0,4,6,0.667,0,4,4,3,2,1,2,2,22,15.4,Win,12.00
Postseason,7,2013,5/10/2014,ECS,MIA,Away,BRK,3,L (-14),1,39:39:00,8,15,0.533,3,7,0.429,9,10,0.9,0,8,8,5,1,1,2,2,34,25.1,Loss,-14.00
Postseason,8,2013,5/12/2014,ECS,MIA,Away,BRK,4,W (+6),1,43:28:00,16,24,0.667,3,6,0.5,14,19,0.737,0,6,6,2,3,0,1,5,55,39.8,Win,6.00
Postseason,9,2013,5/14/2014,ECS,MIA,Home,BRK,5,W (+2),1,43:36:00,6,14,0.429,2,5,0.4,15,17,0.882,2,7,9,5,0,1,5,1,33,23.1,Win,2.00
Postseason,10,2013,5/18/2014,ECF,MIA,Away,IND,1,L (-11),1,40:50:00,11,18,0.611,1,5,0.2,2,2,1,1,9,10,5,3,0,4,3,27,21.5,Loss,-11.00
Postseason,11,2013,5/20/2014,ECF,MIA,Away,IND,2,W (+4),1,42:21:00,9,18,0.5,1,5,0.2,3,6,0.5,0,7,7,6,2,3,3,3,24,18,Win,4.00
Postseason,12,2013,5/24/2014,ECF,MIA,Home,IND,3,W (+12),1,39:46:00,9,14,0.643,1,2,0.5,7,9,0.778,1,4,5,7,3,0,6,2,28,22,Win,12.00
Postseason,13,2013,5/26/2014,ECF,MIA,Home,IND,4,W (+12),1,35:48:00,13,21,0.619,2,3,0.667,4,4,1,0,10,10,5,2,0,2,3,36,27.8,Win,12.00
Postseason,14,2013,5/28/2014,ECF,MIA,Away,IND,5,L (-3),1,24:21:00,2,10,0.2,1,3,0.333,2,3,0.667,1,1,2,4,0,1,3,5,9,-0.1,Loss,-3.00
Postseason,15,2013,5/30/2014,ECF,MIA,Home,IND,6,W (+25),1,31:39:00,8,12,0.667,0,0,,9,9,1,1,3,4,6,1,1,2,1,25,24.9,Win,25.00
Postseason,16,2013,6/5/2014,FIN,MIA,Away,SAS,1,L (-15),1,32:53:00,9,17,0.529,2,3,0.667,5,6,0.833,3,3,6,3,3,0,4,1,29,20,Loss,-15.00
Postseason,17,2013,6/8/2014,FIN,MIA,Away,SAS,2,W (+2),1,37:36:00,14,22,0.636,3,3,1,4,5,0.8,2,8,10,3,2,0,4,3,41,27.5,Win,2.00
Postseason,18,2013,6/10/2014,FIN,MIA,Home,SAS,3,L (-19),1,39:49:00,9,14,0.643,2,4,0.5,2,3,0.667,1,4,5,7,5,0,7,5,26,18.2,Loss,-19.00
Postseason,19,2013,6/12/2014,FIN,MIA,Home,SAS,4,L (-21),1,37:39:00,10,17,0.588,4,8,0.5,4,6,0.667,0,8,8,2,0,0,3,0,36,20.1,Loss,-21.00
Postseason,20,2013,6/15/2014,FIN,MIA,Away,SAS,5,L (-17),1,41:16:00,10,21,0.476,3,9,0.333,8,9,0.889,1,9,10,5,0,2,1,1,37,26.8,Loss,-17.00
Postseason,1,2014,4/19/2015,EC1,CLE,Home,BOS,1,W (+13),1,41:55:00,8,18,0.444,1,3,0.333,3,4,0.75,0,6,6,7,2,1,5,2,22,13.8,Win,13.00
Postseason,2,2014,4/21/2015,EC1,CLE,Home,BOS,2,W (+8),1,41:48:00,11,22,0.5,1,5,0.2,7,8,0.875,1,8,9,7,0,2,6,3,32,20.8,Win,8.00
Postseason,3,2014,4/23/2015,EC1,CLE,Away,BOS,3,W (+8),1,41:58:00,13,26,0.5,1,5,0.2,4,5,0.8,1,10,11,4,4,2,2,1,33,27.1,Win,8.00
Postseason,4,2014,4/26/2015,EC1,CLE,Away,BOS,4,W (+8),1,46:22:00,10,24,0.417,1,7,0.143,6,10,0.6,0,10,10,8,3,1,6,2,29,18.1,Win,8.00
Postseason,5,2014,5/4/2015,ECS,CLE,Home,CHI,1,L (-7),1,41:56:00,9,22,0.409,0,3,0,1,2,0.5,4,11,15,9,3,1,6,4,19,15.3,Loss,-7.00
Postseason,6,2014,5/6/2015,ECS,CLE,Home,CHI,2,W (+15),1,34:13:00,13,29,0.448,0,2,0,7,9,0.778,3,5,8,5,2,1,2,2,33,24.1,Win,15.00
Postseason,7,2014,5/8/2015,ECS,CLE,Away,CHI,3,L (-3),1,43:39:00,8,25,0.32,1,7,0.143,10,11,0.909,2,6,8,14,1,1,7,4,29,18.4,Loss,-3.00
Postseason,8,2014,5/10/2015,ECS,CLE,Away,CHI,4,W (+2),1,43:09:00,10,30,0.333,1,7,0.143,4,4,1,2,12,14,8,1,2,8,4,27,11.4,Win,2.00
Postseason,9,2014,5/12/2015,ECS,CLE,Home,CHI,5,W (+5),1,40:56:00,14,24,0.583,1,5,0.2,9,12,0.75,2,10,12,6,3,3,0,3,40,38.1,Win,5.00
Postseason,10,2014,5/14/2015,ECS,CLE,Away,CHI,6,W (+21),1,41:03:00,7,23,0.304,0,4,0,1,2,0.5,1,8,9,11,0,2,4,4,15,7.9,Win,21.00
Postseason,11,2014,5/20/2015,ECF,CLE,Away,ATL,1,W (+8),1,38:02:00,12,26,0.462,0,1,0,7,8,0.875,1,7,8,6,1,0,4,3,31,20,Win,8.00
Postseason,12,2014,5/22/2015,ECF,CLE,Away,ATL,2,W (+12),1,38:58:00,10,22,0.455,2,7,0.286,8,11,0.727,1,8,9,11,0,1,4,1,34,24.5,Win,12.00
Postseason,13,2014,5/24/2015,ECF,CLE,Home,ATL,3,W (+3),1,46:47:00,14,37,0.378,1,6,0.167,8,10,0.8,8,10,18,13,3,0,6,4,39,29,Win,3.00
Postseason,14,2014,5/26/2015,ECF,CLE,Home,ATL,4,W (+30),1,29:10:00,10,20,0.5,2,6,0.333,1,4,0.25,0,9,9,7,2,1,1,2,27,20.3,Win,30.00
Postseason,15,2014,6/4/2015,FIN,CLE,Away,GSW,1,L (-8),1,45:46:00,18,38,0.474,2,8,0.25,6,10,0.6,0,8,8,6,0,0,4,2,48,24.8,Loss,-8.00
Postseason,16,2014,6/7/2015,FIN,CLE,Away,GSW,2,W (+2),1,50:20:00,11,35,0.314,3,6,0.5,14,18,0.778,4,12,16,11,1,1,3,3,45,28.9,Win,2.00
Postseason,17,2014,6/9/2015,FIN,CLE,Home,GSW,3,W (+5),1,46:00:00,14,34,0.412,2,6,0.333,10,12,0.833,1,11,12,8,4,2,4,1,44,31.6,Win,5.00
Postseason,18,2014,6/11/2015,FIN,CLE,Home,GSW,4,L (-21),1,40:55:00,7,22,0.318,1,4,0.25,5,10,0.5,2,10,12,8,0,0,2,5,22,11.4,Loss,-21.00
Postseason,19,2014,6/14/2015,FIN,CLE,Away,GSW,5,L (-13),1,44:46:00,15,34,0.441,3,8,0.375,7,9,0.778,1,13,14,11,1,0,2,5,46,30.7,Loss,-13.00
Postseason,20,2014,6/16/2015,FIN,CLE,Home,GSW,6,L (-8),1,46:42:00,13,33,0.394,2,10,0.2,4,8,0.5,3,15,18,9,2,0,6,3,36,20.2,Loss,-8.00
Postseason,1,2015,4/17/2016,EC1,CLE,Home,DET,1,W (+5),1,40:51:00,9,17,0.529,0,3,0,4,4,1,1,5,6,11,2,2,1,3,22,24.8,Win,5.00
Postseason,2,2015,4/20/2016,EC1,CLE,Home,DET,2,W (+17),1,39:44:00,12,18,0.667,2,4,0.5,1,3,0.333,1,5,6,3,3,0,5,3,31,19.5,Win,17.00
Postseason,3,2015,4/22/2016,EC1,CLE,Away,DET,3,W (+10),1,42:55:00,8,24,0.333,1,6,0.167,3,5,0.6,1,12,13,7,0,1,5,2,22,9.7,Win,10.00
Postseason,4,2015,4/24/2016,EC1,CLE,Away,DET,4,W (+2),1,41:27:00,9,19,0.474,1,6,0.167,3,3,1,2,9,11,6,2,0,2,4,24,19,Win,2.00
Postseason,5,2015,5/2/2016,ECS,CLE,Home,ATL,1,W (+11),1,40:34:00,11,21,0.524,2,4,0.5,1,1,1,0,7,7,9,5,1,4,3,29,23.6,Win,11.00
Postseason,6,2015,5/4/2016,ECS,CLE,Home,ATL,2,W (+25),1,28:08:00,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,4,35,22.6,Win,25.00
Postseason,7,2015,5/6/2016,ECS,CLE,Away,ATL,3,W (+13),1,38:58:00,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,2,26,21.7,Win,13.00
Postseason,8,2015,5/8/2016,ECS,CLE,Away,ATL,4,W (+1),1,37:52:00,10,23,0.435,1,5,0.2,0,3,0,5,5,10,9,2,1,6,2,23,14.9,Win,1.00
Postseason,9,2015,5/17/2016,ECF,CLE,Home,TOR,1,W (+31),1,28:18:00,11,13,0.846,0,1,0,2,4,0.5,2,4,6,4,2,1,4,3,24,21.4,Win,31.00
Postseason,10,2015,5/19/2016,ECF,CLE,Home,TOR,2,W (+19),1,33:45:00,7,13,0.538,0,2,0,9,17,0.529,1,10,11,11,3,0,2,2,23,25.1,Win,19.00
Postseason,11,2015,5/21/2016,ECF,CLE,Away,TOR,3,L (-15),1,38:50:00,9,17,0.529,1,5,0.2,5,7,0.714,4,4,8,5,2,0,2,3,26,21.2,Loss,-15.00
Postseason,12,2015,5/23/2016,ECF,CLE,Away,TOR,4,L (-6),1,45:48:00,11,16,0.688,1,3,0.333,6,6,1,4,5,9,6,2,1,1,3,31,31.2,Loss,-6.00
Postseason,13,2015,5/25/2016,ECF,CLE,Home,TOR,5,W (+38),1,31:30:00,10,17,0.588,2,4,0.5,1,3,0.333,0,6,6,8,2,1,2,2,27,21.6,Win,38.00
Postseason,14,2015,5/27/2016,ECF,CLE,Away,TOR,6,W (+26),1,41:15:00,13,22,0.591,3,6,0.5,4,7,0.571,2,9,11,6,1,3,3,2,39,29.2,Win,26.00
Postseason,15,2015,6/2/2016,FIN,CLE,Away,GSW,1,L (-15),1,40:53:00,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,2,27,20.9,Loss,-15.00
Postseason,16,2015,6/5/2016,FIN,CLE,Away,GSW,2,L (-33),1,33:38:00,7,17,0.412,1,5,0.2,4,4,1,0,8,8,9,4,1,7,3,21,15.1,Loss,-33.00
Postseason,17,2015,6/8/2016,FIN,CLE,Home,GSW,3,W (+30),1,40:04:00,14,26,0.538,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,2,34,23.5,Win,30.00
Postseason,18,2015,6/10/2016,FIN,CLE,Home,GSW,4,L (-11),1,45:34:00,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,4,27,21.2,Loss,-11.00
Postseason,19,2015,6/13/2016,FIN,CLE,Away,GSW,5,W (+15),1,42:38:00,16,30,0.533,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,1,49,39.2,Win,15.00
Postseason,20,2015,6/16/2016,FIN,CLE,Home,GSW,6,W (+14),1,42:35:00,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,3,47,42.5,Win,14.00
Postseason,21,2015,6/19/2016,FIN,CLE,Away,GSW,7,W (+4),1,46:49:00,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,1,29,23.1,Win,4.00
Postseason,1,2016,4/15/2017,EC1,CLE,Home,IND,1,W (+1),1,42:44:00,12,20,0.6,2,3,0.667,6,9,0.667,1,5,6,13,3,0,3,3,36,31.7,Win,1.00
Postseason,2,2016,4/17/2017,EC1,CLE,Home,IND,2,W (+6),1,42:16:00,11,20,0.55,0,2,0,3,6,0.5,0,10,10,7,4,4,8,2,25,20.1,Win,6.00
Postseason,3,2016,4/20/2017,EC1,CLE,Away,IND,3,W (+5),1,45:13:00,14,27,0.519,6,12,0.5,7,14,0.5,1,12,13,12,1,2,3,4,53,35.4,Win,5.00
Postseason,4,2016,4/23/2017,EC1,CLE,Away,IND,4,W (+4),1,44:44:00,13,25,0.52,1,3,0.333,6,9,0.667,0,10,10,4,4,2,4,1,35,26.3,Win,4.00
Postseason,5,2016,5/1/2017,ECS,CLE,Home,TOR,1,W (+11),1,41:02:00,13,23,0.565,2,5,0.4,7,8,0.875,2,8,10,4,1,1,3,2,39,28.2,Win,11.00
Postseason,6,2016,5/3/2017,ECS,CLE,Home,TOR,2,W (+22),1,36:36:00,10,14,0.714,4,6,0.667,15,21,0.714,1,5,6,4,3,2,3,3,47,36,Win,22.00
Postseason,7,2016,5/5/2017,ECS,CLE,Away,TOR,3,W (+21),1,40:38:00,9,16,0.563,2,4,0.5,15,16,0.938,0,8,8,7,1,0,5,1,39,29.9,Win,21.00
Postseason,8,2016,5/7/2017,ECS,CLE,Away,TOR,4,W (+7),1,46:11:00,11,22,0.5,5,12,0.417,8,9,0.889,1,8,9,6,0,1,6,1,45,25.2,Win,7.00
Postseason,9,2016,5/17/2017,ECF,CLE,Away,BOS,1,W (+13),1,41:58:00,14,24,0.583,1,6,0.167,9,11,0.818,2,7,9,7,2,0,2,2,40,33.6,Win,13.00
Postseason,10,2016,5/19/2017,ECF,CLE,Away,BOS,2,W (+44),1,32:48:00,12,18,0.667,4,6,0.667,2,4,0.5,0,4,4,7,4,3,1,1,38,32.2,Win,44.00
Postseason,11,2016,5/21/2017,ECF,CLE,Home,BOS,3,L (-3),1,45:03:00,4,13,0.308,0,4,0,3,6,0.5,1,5,6,6,1,1,6,2,11,3.6,Loss,-3.00
Postseason,12,2016,5/23/2017,ECF,CLE,Home,BOS,4,W (+13),1,38:16:00,15,27,0.556,1,6,0.167,3,4,0.75,0,5,5,6,1,1,5,4,36,21.5,Win,13.00
Postseason,13,2016,5/25/2017,ECF,CLE,Away,BOS,5,W (+33),1,34:44:00,13,18,0.722,4,7,0.571,5,8,0.625,1,7,8,8,3,1,2,4,43,34.9,Win,33.00
Postseason,14,2016,6/1/2017,FIN,CLE,Away,GSW,1,L (-22),1,40:02:00,9,20,0.45,2,6,0.333,8,12,0.667,3,12,15,8,0,2,8,4,32,19.1,Loss,-22.00
Postseason,15,2016,6/4/2017,FIN,CLE,Away,GSW,2,L (-19),1,39:22:00,12,18,0.667,1,3,0.333,4,5,0.8,0,11,11,14,3,1,4,2,31,32.8,Loss,-19.00
Postseason,16,2016,6/7/2017,FIN,CLE,Home,GSW,3,L (-5),1,45:37:00,15,27,0.556,4,9,0.444,5,6,0.833,3,8,11,9,1,1,5,2,47,32.4,Loss,-5.00
Postseason,17,2016,6/9/2017,FIN,CLE,Home,GSW,4,W (+21),1,40:46:00,11,22,0.5,3,8,0.375,6,10,0.6,1,9,10,11,1,0,2,2,37,27.7,Win,21.00
Postseason,18,2016,6/12/2017,FIN,CLE,Away,GSW,5,L (-9),1,46:13:00,19,30,0.633,2,5,0.4,1,4,0.25,2,11,13,8,2,1,2,3,45,36.2,Loss,-9.00
Postseason,1,2017,4/15/2018,EC1,CLE,Home,IND,1,L (-18),1,43:56:00,7,17,0.412,0,4,0,10,14,0.714,3,7,10,12,1,1,3,2,24,23.8,Loss,-18.00
Postseason,2,2017,4/18/2018,EC1,CLE,Home,IND,2,W (+3),1,39:53:00,17,24,0.708,2,5,0.4,10,13,0.769,1,11,12,5,2,0,3,1,50,40.9,Win,3.00
Postseason,3,2017,4/20/2018,EC1,CLE,Away,IND,3,L (-2),1,41:41:00,10,22,0.455,4,7,0.571,4,6,0.667,3,9,12,8,1,1,6,1,36,21.5,Loss,-2.00
Postseason,4,2017,4/22/2018,EC1,CLE,Away,IND,4,W (+4),1,46:09:00,12,22,0.545,0,5,0,8,9,0.889,2,11,13,7,0,2,1,3,32,29.8,Win,4.00
Postseason,5,2017,4/25/2018,EC1,CLE,Home,IND,5,W (+3),1,41:49:00,14,24,0.583,1,4,0.25,15,15,1,3,7,10,8,1,1,5,3,46,38.1,Win,3.00
Postseason,6,2017,4/27/2018,EC1,CLE,Away,IND,6,L (-34),1,31:11:00,7,16,0.438,3,6,0.5,5,5,1,0,5,5,7,1,2,4,3,28,17.2,Loss,-34.00
Postseason,7,2017,4/29/2018,EC1,CLE,Home,IND,7,W (+4),1,43:25:00,16,25,0.64,2,3,0.667,11,15,0.733,2,6,8,7,4,0,4,4,49,38.8,Win,4.00
Postseason,8,2017,5/1/2018,ECS,CLE,Away,TOR,1,W (+1),1,46:56:00,12,30,0.4,1,8,0.125,1,6,0.167,0,11,11,13,1,2,1,2,28,20.8,Win,1.00
Postseason,9,2017,5/3/2018,ECS,CLE,Away,TOR,2,W (+18),1,40:30:00,19,28,0.679,1,3,0.333,4,8,0.5,1,7,8,14,1,0,1,1,45,41.6,Win,18.00
Postseason,10,2017,5/5/2018,ECS,CLE,Home,TOR,3,W (+2),1,41:16:00,14,26,0.538,1,4,0.25,9,11,0.818,1,5,6,7,3,1,4,1,40,31,Win,2.00
Postseason,11,2017,5/7/2018,ECS,CLE,Home,TOR,4,W (+35),1,38:24:00,12,19,0.632,0,3,0,5,8,0.625,0,8,8,11,2,1,2,2,29,29.3,Win,35.00
Postseason,12,2017,5/13/2018,ECF,CLE,Away,BOS,1,L (-25),1,36:07:00,5,16,0.313,0,5,0,5,6,0.833,0,7,7,9,0,2,7,1,15,7.8,Loss,-25.00
Postseason,13,2017,5/15/2018,ECF,CLE,Away,BOS,2,L (-13),1,38:46:00,16,29,0.552,5,11,0.455,5,10,0.5,1,9,10,12,0,1,6,3,52,31.4,Loss,-13.00
Postseason,14,2017,5/19/2018,ECF,CLE,Home,BOS,3,W (+30),1,37:30:00,8,12,0.667,3,3,1,8,10,0.8,1,4,5,12,2,2,3,3,33,30.5,Win,30.00
Postseason,15,2017,5/21/2018,ECF,CLE,Home,BOS,4,W (+9),1,41:53:00,17,28,0.607,1,4,0.25,9,13,0.692,1,4,5,3,2,0,7,3,46,27.4,Win,9.00
Postseason,16,2017,5/23/2018,ECF,CLE,Away,BOS,5,L (-13),1,39:16:00,11,22,0.5,1,6,0.167,3,4,0.75,0,10,10,5,1,0,6,2,28,15.3,Loss,-13.00
Postseason,17,2017,5/25/2018,ECF,CLE,Home,BOS,6,W (+10),1,46:06:00,17,33,0.515,5,7,0.714,7,11,0.636,3,8,11,9,3,1,3,2,56,38.8,Win,10.00
Postseason,18,2017,5/27/2018,ECF,CLE,Away,BOS,7,W (+8),1,48:00:00,12,24,0.5,3,8,0.375,8,11,0.727,0,15,15,9,0,2,8,4,41,24.4,Win,8.00
Postseason,19,2017,5/31/2018,FIN,CLE,Away,GSW,1,L (-10),1,47:32:00,19,32,0.594,3,7,0.429,10,11,0.909,4,4,8,8,1,1,5,2,57,41.3,Loss,-10.00
Postseason,20,2017,6/3/2018,FIN,CLE,Away,GSW,2,L (-19),1,43:51:00,10,20,0.5,2,4,0.5,7,9,0.778,1,8,9,13,2,0,5,2,33,26.6,Loss,-19.00
Postseason,21,2017,6/6/2018,FIN,CLE,Home,GSW,3,L (-8),1,46:52:00,13,28,0.464,1,6,0.167,6,7,0.857,3,7,10,11,2,2,4,2,35,28.7,Loss,-8.00
Postseason,22,2017,6/8/2018,FIN,CLE,Home,GSW,4,L (-23),1,40:34:00,7,13,0.538,0,1,0,9,11,0.818,1,6,7,8,0,1,6,5,23,16.7,Loss,-23.00
Postseason,1,2019,8/18/2020,WC1,LAL,Home,POR,1,L (-7),1,41:03:00,9,20,0.45,1,5,0.2,4,7,0.571,2,15,17,16,1,0,4,1,25,25.1,Loss,-7.00
Postseason,2,2019,8/20/2020,WC1,LAL,Home,POR,2,W (+23),1,26:41:00,4,11,0.364,0,3,0,2,2,1,0,6,6,7,2,0,6,1,10,6.2,Win,23.00
Postseason,3,2019,8/22/2020,WC1,LAL,Away,POR,3,W (+8),1,34:29:00,11,18,0.611,4,8,0.5,12,17,0.706,1,11,12,8,2,0,8,3,46,30.2,Win,8.00
Postseason,4,2019,8/24/2020,WC1,LAL,Away,POR,4,W (+20),1,28:18:00,10,12,0.833,4,5,0.8,6,8,0.75,1,5,6,10,0,1,2,2,38,31.9,Win,20.00
Postseason,5,2019,8/29/2020,WC1,LAL,Home,POR,5,W (+9),1,33:52:00,14,19,0.737,4,7,0.571,4,4,1,0,10,10,10,1,1,5,1,44,34.6,Win,9.00
Postseason,6,2019,9/4/2020,WCS,LAL,Home,HOU,1,L (-15),1,36:34:00,7,15,0.467,2,7,0.286,4,5,0.8,1,7,8,7,0,2,4,2,24,16.2,Loss,-15.00
Postseason,7,2019,9/6/2020,WCS,LAL,Home,HOU,2,W (+8),1,39:16:00,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,9,4,2,7,3,30,25.7,Win,8.00
Postseason,8,2019,9/8/2020,WCS,LAL,Away,HOU,3,W (+10),1,37:31:00,13,23,0.565,4,9,0.444,6,10,0.6,0,7,7,5,1,4,2,1,44,30.5,Win,10.00
Postseason,9,2019,9/10/2020,WCS,LAL,Away,HOU,4,W (+10),1,33:45:00,7,17,0.412,0,5,0,2,3,0.667,1,14,15,9,3,0,4,2,16,15.9,Win,10.00
Postseason,10,2019,9/12/2020,WCS,LAL,Home,HOU,5,W (+23),1,30:48:00,9,18,0.5,3,8,0.375,8,10,0.8,2,9,11,7,2,1,4,2,35,26.1,Win,23.00
Postseason,11,2019,9/18/2020,WCF,LAL,Home,DEN,1,W (+12),1,30:54:00,6,11,0.545,0,2,0,3,4,0.75,1,5,6,12,0,0,3,2,15,16.1,Win,12.00
Postseason,12,2019,9/20/2020,WCF,LAL,Home,DEN,2,W (+2),1,36:25:00,10,20,0.5,3,8,0.375,3,4,0.75,2,9,11,4,0,2,6,2,32,17.1,Win,2.00
Postseason,13,2019,9/22/2020,WCF,LAL,Away,DEN,3,L (-8),1,37:15:00,14,23,0.609,1,4,0.25,1,2,0.5,1,9,10,11,2,2,6,1,32,27.2,Loss,-8.00
Postseason,14,2019,9/24/2020,WCF,LAL,Away,DEN,4,W (+6),1,38:21:00,7,18,0.389,1,3,0.333,11,14,0.786,1,8,9,8,0,0,0,2,28,22.9,Win,6.00
Postseason,15,2019,9/26/2020,WCF,LAL,Home,DEN,5,W (+10),1,40:01:00,15,25,0.6,1,4,0.25,7,8,0.875,3,13,16,10,1,0,2,2,40,37.3,Win,10.00
Postseason,16,2019,9/30/2020,FIN,LAL,Home,MIA,1,W (+18),1,36:24:00,9,17,0.529,2,4,0.5,5,6,0.833,1,12,13,9,1,0,2,3,29,24.7,Win,18.00
Postseason,17,2019,10/2/2020,FIN,LAL,Home,MIA,2,W (+10),1,39:09:00,14,25,0.56,3,8,0.375,2,5,0.4,2,7,9,9,1,1,0,2,39,30.6,Win,10.00
Postseason,18,2019,10/4/2020,FIN,LAL,Away,MIA,3,L (-11),1,39:13:00,9,16,0.563,1,5,0.2,6,9,0.667,1,9,10,8,0,2,8,2,27,17.8,Loss,-11.00
Postseason,19,2019,10/6/2020,FIN,LAL,Away,MIA,4,W (+6),1,38:38:00,8,16,0.5,2,5,0.4,10,12,0.833,2,10,12,8,1,0,6,2,32,23.4,Win,6.00
Postseason,20,2019,10/9/2020,FIN,LAL,Home,MIA,5,L (-3),1,41:51:00,15,21,0.714,6,9,0.667,4,6,0.667,3,10,13,7,3,0,4,1,52,39.1,Loss,-3.00
Postseason,21,2019,10/11/2020,FIN,LAL,Away,MIA,6,W (+13),1,41:13:00,13,20,0.65,1,5,0.2,1,4,0.25,3,11,14,10,1,0,1,3,30,29.2,Win,13.00

