drive_id,drive_start,drive_end
2020_08_LV_CLE_8,Kickoff,Field Goal
2018_05_NYG_CAR_11,Kickoff,Field Goal
2017_09_BAL_TEN_2,Kickoff,Field Goal
2019_10_MIN_DAL_10,Kickoff,Field Goal
2020_11_ATL_NO_6,Kickoff,Field Goal
2020_08_LAC_DEN_24,Kickoff,Field Goal
2019_14_SEA_LA_18,Kickoff,Field Goal
2020_11_TEN_BAL_8,Kickoff,Field Goal
2016_13_TB_SD_15,Kickoff,Field Goal
2020_16_SF_ARI_12,Kickoff,Field Goal
2016_14_NO_TB_8,Kickoff,Field Goal
2018_03_GB_WAS_6,Kickoff,Field Goal
2019_17_CHI_MIN_5,Kickoff,Field Goal
2020_01_LV_CAR_8,Kickoff,Field Goal
2016_16_MIN_GB_6,Kickoff,Field Goal
2021_11_DAL_KC_21,Kickoff,Field Goal
2018_16_WAS_TEN_11,Kickoff,Field Goal
2017_12_HOU_BAL_10,Kickoff,Field Goal
2018_02_NYG_DAL_14,Kickoff,Field Goal
2017_15_TEN_SF_10,Kickoff,Field Goal
2019_17_NYJ_BUF_22,Kickoff,Field Goal
2017_07_BAL_MIN_12,Kickoff,Field Goal
2021_11_GB_MIN_2,Kickoff,Field Goal
2016_06_BAL_NYG_1,Kickoff,Field Goal
2021_16_CLE_GB_13,Kickoff,Field Goal
2020_08_ATL_CAR_3,Kickoff,Field Goal
2017_09_DET_GB_1,Kickoff,Field Goal
2019_17_CHI_MIN_9,Kickoff,Field Goal
2021_06_LA_NYG_17,Kickoff,Field Goal
2017_09_CIN_JAX_7,Kickoff,Field Goal
2018_10_NYG_SF_10,Kickoff,Field Goal
2017_14_SEA_JAX_14,Kickoff,Field Goal
2017_09_ATL_CAR_14,Kickoff,Field Goal
2020_17_TEN_HOU_20,Kickoff,Field Goal
2016_10_HOU_JAX_7,Kickoff,Field Goal
2019_05_DEN_LAC_17,Kickoff,Field Goal
2019_17_WAS_DAL_16,Kickoff,Field Goal
2018_16_MIN_DET_13,Kickoff,Field Goal
2017_07_NO_GB_16,Kickoff,Field Goal
2021_02_LA_IND_7,Kickoff,Field Goal
2016_04_CAR_ATL_7,Kickoff,Field Goal
2016_05_NE_CLE_20,Kickoff,Field Goal
2017_11_DET_CHI_20,Kickoff,Field Goal
2020_11_PIT_JAX_1,Kickoff,Field Goal
2021_15_ATL_SF_13,Kickoff,Field Goal
2019_01_IND_LAC_9,Kickoff,Field Goal
2020_09_DET_MIN_5,Kickoff,Field Goal
2017_01_SEA_GB_19,Kickoff,Field Goal
2018_17_IND_TEN_11,Kickoff,Field Goal
2017_09_DET_GB_7,Kickoff,Field Goal
2016_13_BUF_OAK_3,Kickoff,Field Goal
2021_14_LV_KC_13,Kickoff,Field Goal
2016_03_MIN_CAR_1,Kickoff,Field Goal
2020_03_DET_ARI_11,Kickoff,Field Goal
2016_06_CAR_NO_26,Kickoff,Field Goal
2019_12_DEN_BUF_10,Kickoff,Field Goal
2019_09_NYJ_MIA_15,Kickoff,Field Goal
2020_08_NO_CHI_3,Kickoff,Field Goal
2018_03_NYJ_CLE_22,Kickoff,Field Goal
2019_13_NYJ_CIN_1,Kickoff,Field Goal
2021_15_CAR_BUF_12,Kickoff,Field Goal
2018_11_KC_LA_6,Kickoff,Field Goal
2016_13_KC_ATL_10,Kickoff,Field Goal
2020_16_DEN_LAC_13,Kickoff,Field Goal
2019_09_HOU_JAX_6,Kickoff,Field Goal
2019_09_WAS_BUF_5,Kickoff,Field Goal
2020_08_NO_CHI_2,Kickoff,Field Goal
2019_02_TB_CAR_12,Kickoff,Field Goal
2019_01_IND_LAC_8,Kickoff,Field Goal
2017_12_CLE_CIN_9,Kickoff,Field Goal
2016_14_PIT_BUF_20,Kickoff,Field Goal
2019_12_TB_ATL_20,Kickoff,Field Goal
2019_14_SF_NO_24,Kickoff,Field Goal
2019_10_MIN_DAL_1,Kickoff,Field Goal
2016_12_NE_NYJ_10,Kickoff,Field Goal
2016_08_SEA_NO_8,Kickoff,Field Goal
2020_05_NYG_DAL_1,Kickoff,Field Goal
2019_04_PHI_GB_6,Kickoff,Field Goal
2019_10_DET_CHI_1,Kickoff,Field Goal
2020_14_NO_PHI_20,Kickoff,Field Goal
2020_12_CLE_JAX_6,Kickoff,Field Goal
2020_06_NYJ_MIA_21,Kickoff,Field Goal
2019_12_JAX_TEN_22,Kickoff,Field Goal
2018_01_JAX_NYG_1,Kickoff,Field Goal
2016_08_SEA_NO_12,Kickoff,Field Goal
2017_04_WAS_KC_18,Kickoff,Field Goal
2019_17_CLE_CIN_9,Kickoff,Field Goal
2020_07_SF_NE_5,Kickoff,Field Goal
2019_06_DAL_NYJ_4,Kickoff,Field Goal
2017_03_ATL_DET_6,Kickoff,Field Goal
2021_03_CIN_PIT_16,Kickoff,Field Goal
