county_id,county_state,metro,ruc,economic,population,no_hs,high_school,some_college,bachelor,poverty,minor_poverty,home_income
1,"Autauga County,AL",Yes,2,0,55086,0.113,0.326,0.284,0.277,0.138,0.193,59338
2,"Baldwin County,AL",Yes,3,5,203727,0.097,0.276,0.313,0.313,0.098,0.139,57588
3,"Barbour County,AL",No,6,3,26054,0.27,0.357,0.251,0.122,0.309,0.439,34382
4,"Bibb County,AL",Yes,1,0,22589,0.168,0.473,0.244,0.115,0.218,0.278,46064
5,"Blount County,AL",Yes,1,0,57571,0.198,0.34,0.335,0.126,0.132,0.18,50412
6,"Bullock County,AL",No,6,3,10452,0.248,0.397,0.223,0.133,0.425,0.683,29267
7,"Butler County,AL",No,6,0,20160,0.154,0.439,0.246,0.161,0.245,0.363,37365
8,"Calhoun County,AL",Yes,3,4,115654,0.159,0.324,0.337,0.18,0.195,0.265,45400
9,"Chambers County,AL",No,6,0,33865,0.186,0.384,0.297,0.132,0.187,0.307,39917
10,"Cherokee County,AL",No,6,0,25865,0.198,0.383,0.29,0.129,0.163,0.247,42132
11,"Chilton County,AL",Yes,1,0,43873,0.178,0.441,0.24,0.142,0.173,0.233,47547
12,"Choctaw County,AL",No,9,3,13201,0.186,0.382,0.302,0.13,0.221,0.321,39907
13,"Clarke County,AL",No,7,3,24619,0.188,0.437,0.249,0.126,0.228,0.317,40741
14,"Clay County,AL",No,9,3,13470,0.245,0.363,0.291,0.102,0.176,0.258,39201
15,"Cleburne County,AL",No,8,0,14944,0.226,0.396,0.241,0.137,0.16,0.229,46495
16,"Coffee County,AL",No,4,0,51096,0.138,0.279,0.349,0.234,0.138,0.219,55122
17,"Colbert County,AL",Yes,3,0,54583,0.156,0.36,0.297,0.187,0.138,0.21,49055
18,"Conecuh County,AL",No,7,0,12635,0.192,0.488,0.213,0.107,0.244,0.401,32613
19,"Coosa County,AL",No,8,3,10985,0.204,0.386,0.295,0.116,0.189,0.301,42423
20,"Covington County,AL",No,6,0,37412,0.171,0.354,0.325,0.149,0.199,0.295,40203
21,"Crenshaw County,AL",No,8,3,13865,0.216,0.388,0.24,0.156,0.195,0.308,39057
22,"Cullman County,AL",No,4,0,81995,0.182,0.356,0.324,0.137,0.145,0.197,45796
23,"Dale County,AL",No,4,3,49479,0.142,0.327,0.361,0.17,0.162,0.244,45309
24,"Dallas County,AL",No,4,3,40652,0.193,0.352,0.304,0.151,0.314,0.48,34035
25,"DeKalb County,AL",No,6,3,71191,0.259,0.333,0.281,0.127,0.213,0.296,39491
26,"Elmore County,AL",Yes,2,0,80719,0.136,0.328,0.29,0.245,0.112,0.163,60367
27,"Escambia County,AL",No,6,0,37451,0.185,0.445,0.244,0.127,0.236,0.328,38418
28,"Etowah County,AL",Yes,3,0,103216,0.155,0.329,0.339,0.177,0.175,0.288,44903
29,"Fayette County,AL",No,6,0,16696,0.176,0.415,0.279,0.129,0.235,0.374,39254
30,"Franklin County,AL",No,6,3,31539,0.232,0.368,0.271,0.129,0.192,0.301,39388
31,"Geneva County,AL",Yes,3,0,26531,0.209,0.372,0.308,0.111,0.213,0.295,37823
32,"Greene County,AL",No,8,0,8522,0.241,0.368,0.29,0.101,0.301,0.44,28524
33,"Hale County,AL",Yes,3,0,15033,0.164,0.426,0.269,0.141,0.256,0.356,34724
34,"Henry County,AL",Yes,3,0,17139,0.198,0.335,0.287,0.18,0.179,0.272,46027
35,"Houston County,AL",Yes,3,0,103890,0.143,0.316,0.33,0.21,0.165,0.219,47993
36,"Jackson County,AL",No,6,3,52236,0.175,0.408,0.275,0.142,0.197,0.268,41929
37,"Jefferson County,AL",Yes,1,0,659727,0.103,0.268,0.306,0.324,0.161,0.226,55013
38,"Lamar County,AL",No,8,3,14041,0.176,0.399,0.3,0.125,0.174,0.253,40936
39,"Lauderdale County,AL",Yes,3,0,92626,0.126,0.36,0.275,0.239,0.14,0.179,48707
40,"Lawrence County,AL",Yes,3,3,33357,0.21,0.415,0.258,0.117,0.193,0.314,43909
41,"Lee County,AL",Yes,3,4,156002,0.095,0.241,0.323,0.341,0.19,0.193,48937
42,"Limestone County,AL",Yes,2,4,91350,0.157,0.303,0.285,0.255,0.114,0.158,64863
43,"Lowndes County,AL",Yes,2,3,10409,0.225,0.386,0.248,0.141,0.251,0.396,33973
44,"Macon County,AL",No,6,4,19426,0.183,0.301,0.309,0.207,0.302,0.397,32495
45,"Madison County,AL",Yes,2,4,353845,0.089,0.208,0.286,0.417,0.119,0.169,63755
46,"Marengo County,AL",No,7,0,19796,0.162,0.398,0.286,0.154,0.24,0.345,37733
47,"Marion County,AL",No,7,3,30099,0.203,0.348,0.317,0.131,0.202,0.274,37887
48,"Marshall County,AL",No,4,3,94786,0.191,0.311,0.305,0.192,0.183,0.279,46233
49,"Mobile County,AL",Yes,2,0,414108,0.138,0.335,0.298,0.229,0.208,0.314,43598
50,"Monroe County,AL",No,7,3,21768,0.163,0.461,0.235,0.141,0.219,0.316,39556
51,"Montgomery County,AL",Yes,2,4,227524,0.144,0.255,0.28,0.321,0.201,0.313,49640
52,"Morgan County,AL",Yes,3,3,119219,0.167,0.296,0.32,0.217,0.132,0.201,52797
53,"Perry County,AL",No,8,0,9653,0.219,0.394,0.229,0.157,0.353,0.528,26814
54,"Pickens County,AL",Yes,3,0,20217,0.194,0.367,0.304,0.135,0.231,0.308,37586
55,"Pike County,AL",No,6,4,33275,0.19,0.333,0.242,0.236,0.236,0.306,37259
56,"Randolph County,AL",No,6,0,22630,0.212,0.363,0.275,0.149,0.197,0.314,40546
57,"Russell County,AL",Yes,2,3,57330,0.167,0.323,0.345,0.165,0.217,0.316,39104
58,"St. Clair County,AL",Yes,1,0,86629,0.152,0.36,0.323,0.165,0.12,0.15,57284
59,"Shelby County,AL",Yes,1,0,208498,0.078,0.203,0.297,0.421,0.08,0.089,75663
60,"Sumter County,AL",No,8,4,13098,0.158,0.378,0.246,0.218,0.347,0.481,27859
61,"Talladega County,AL",No,4,3,80970,0.19,0.349,0.318,0.143,0.193,0.264,41630
62,"Tallapoosa County,AL",No,6,0,40806,0.195,0.329,0.292,0.183,0.197,0.307,42205
63,"Tuscaloosa County,AL",Yes,3,4,204153,0.116,0.299,0.283,0.303,0.168,0.209,52557
64,"Walker County,AL",Yes,1,0,64897,0.191,0.371,0.322,0.116,0.179,0.247,45434
65,"Washington County,AL",No,8,3,16804,0.196,0.432,0.261,0.111,0.176,0.258,44424
66,"Wilcox County,AL",No,9,3,10940,0.231,0.403,0.241,0.125,0.334,0.506,25385
67,"Winston County,AL",No,6,3,23986,0.219,0.374,0.273,0.135,0.186,0.276,41156
68,"Aleutians East Borough,AK",No,9,3,3345,0.136,0.402,0.334,0.127,0.155,0.125,70081
69,"Aleutians West Census Area,AK",No,9,3,5706,0.112,0.405,0.319,0.164,0.1,0.081,82633
70,"Anchorage Municipality,AK",Yes,2,4,295230,0.062,0.238,0.347,0.353,0.095,0.121,82113
71,"Bethel Census Area,AK",No,7,0,17872,0.186,0.452,0.239,0.123,0.327,0.412,44304
72,"Bristol Bay Borough,AK",No,9,3,916,0.056,0.349,0.372,0.223,0.112,0.152,77257
73,"Denali Borough,AK",No,8,5,1973,0.016,0.261,0.288,0.435,0.069,0.073,75477
74,"Dillingham Census Area,AK",No,9,3,4953,0.127,0.392,0.288,0.193,0.22,0.316,54524
75,"Fairbanks North Star Borough,AK",Yes,3,4,99224,0.055,0.223,0.397,0.326,0.086,0.094,74268
76,"Haines Borough,AK",No,9,5,2520,0.03,0.3,0.295,0.374,0.105,0.164,58943
77,"Hoonah-Angoon Census Area,AK",No,9,4,2124,0.085,0.356,0.325,0.234,0.172,0.276,51188
78,"Juneau City and Borough,AK",No,5,4,32153,0.039,0.204,0.362,0.395,0.073,0.085,79173
79,"Kenai Peninsula Borough,AK",No,7,5,57761,0.072,0.322,0.373,0.233,0.124,0.145,65439
80,"Ketchikan Gateway Borough,AK",No,7,4,13737,0.073,0.299,0.383,0.245,0.091,0.125,68309
81,"Kodiak Island Borough,AK",No,7,3,13628,0.101,0.313,0.326,0.26,0.082,0.099,74109
82,"Kusilvak Census Area,AK",No,9,0,8082,0.223,0.536,0.193,0.048,0.351,0.474,32728
83,"Lake and Peninsula Borough,AK",No,9,5,1614,0.145,0.419,0.279,0.158,0.182,0.237,49403
84,"Matanuska-Susitna Borough,AK",Yes,2,5,100936,0.076,0.322,0.39,0.212,0.104,0.118,74649
85,"Nome Census Area,AK",No,7,0,9873,0.159,0.429,0.266,0.146,0.22,0.269,55318
86,"North Slope Borough,AK",No,7,2,9722,0.102,0.43,0.302,0.166,0.111,0.152,89276
87,"Northwest Arctic Borough,AK",No,7,2,7707,0.181,0.473,0.228,0.117,0.211,0.277,59337
88,"Petersburg Borough,AK",No,9,0,3248,0.103,0.319,0.303,0.276,0.072,0.095,66075
89,"Prince of Wales-Hyder Census Area,AK",No,9,5,6410,0.098,0.373,0.353,0.176,0.165,0.234,49356
90,"Sitka City and Borough,AK",No,7,0,8738,0.06,0.283,0.33,0.326,0.077,0.088,71825
91,"Skagway Municipality,AK",No,9,5,1096,0.063,0.234,0.366,0.337,0.043,0.089,74635
92,"Southeast Fairbanks Census Area,AK",No,9,2,6908,0.098,0.326,0.385,0.191,0.134,0.177,63527
93,"Valdez-Cordova Census Area,AK",No,9,5,9354,0.04,0.327,0.327,0.306,0.097,0.121,68528
94,"Wrangell City and Borough,AK",No,9,5,2469,0.117,0.376,0.3,0.207,0.116,0.16,57832
95,"Yakutat City and Borough,AK",No,9,4,627,0.082,0.384,0.335,0.2,0.131,0.153,59523
96,"Yukon-Koyukuk Census Area,AK",No,9,0,5451,0.143,0.403,0.32,0.134,0.237,0.314,38912
97,"Apache County,AZ",No,6,4,71497,0.204,0.331,0.348,0.117,0.373,0.473,33652
98,"Cochise County,AZ",Yes,3,4,127014,0.128,0.235,0.407,0.23,0.151,0.228,49164
99,"Coconino County,AZ",Yes,3,4,139147,0.104,0.214,0.326,0.356,0.159,0.173,60187
100,"Gila County,AZ",No,4,5,53391,0.147,0.286,0.382,0.185,0.204,0.336,43585
101,"Graham County,AZ",No,7,4,37742,0.144,0.299,0.405,0.153,0.202,0.244,50157
102,"Greenlee County,AZ",No,7,2,9317,0.11,0.362,0.409,0.119,0.105,0.117,65818
103,"La Paz County,AZ",No,6,5,20644,0.227,0.33,0.32,0.124,0.237,0.318,37350
104,"Maricopa County,AZ",Yes,1,0,4178274,0.126,0.226,0.328,0.32,0.123,0.182,65234
105,"Mohave County,AZ",Yes,3,5,204983,0.147,0.348,0.376,0.129,0.168,0.269,45129
106,"Navajo County,AZ",No,4,5,108435,0.172,0.301,0.369,0.158,0.285,0.402,40650
107,"Pima County,AZ",Yes,2,0,1012207,0.117,0.225,0.34,0.319,0.162,0.222,53395
108,"Pinal County,AZ",Yes,1,0,412043,0.146,0.297,0.368,0.19,0.129,0.175,58848
109,"Santa Cruz County,AZ",No,4,4,46659,0.244,0.272,0.274,0.21,0.244,0.36,40545
110,"Yavapai County,AZ",Yes,3,5,222327,0.097,0.257,0.394,0.252,0.132,0.192,48758
111,"Yuma County,AZ",Yes,3,5,205559,0.279,0.259,0.314,0.148,0.195,0.283,44116
112,"Arkansas County,AR",No,6,3,18261,0.17,0.383,0.292,0.155,0.179,0.244,43887
113,"Ashley County,AR",No,7,3,20748,0.177,0.399,0.292,0.132,0.196,0.288,41127
114,"Baxter County,AR",No,7,0,41266,0.118,0.35,0.348,0.183,0.151,0.23,39686
115,"Benton County,AR",Yes,2,0,252640,0.119,0.291,0.265,0.324,0.086,0.121,68978
116,"Boone County,AR",No,7,0,37209,0.13,0.338,0.372,0.16,0.148,0.215,44482
117,"Bradley County,AR",No,7,0,11020,0.18,0.416,0.251,0.152,0.217,0.298,37729
118,"Calhoun County,AR",No,9,3,5217,0.173,0.436,0.27,0.121,0.157,0.211,44969
119,"Carroll County,AR",No,6,3,27771,0.142,0.346,0.308,0.204,0.161,0.248,45023
120,"Chicot County,AR",No,7,1,10994,0.193,0.392,0.267,0.147,0.314,0.441,31787
121,"Clark County,AR",No,7,4,22526,0.108,0.305,0.31,0.276,0.199,0.264,45408
122,"Clay County,AR",No,7,1,15212,0.193,0.412,0.278,0.116,0.207,0.293,37687
123,"Cleburne County,AR",No,6,5,25356,0.153,0.407,0.291,0.149,0.146,0.238,44902
124,"Cleveland County,AR",Yes,3,0,8296,0.114,0.472,0.252,0.162,0.155,0.21,47600
125,"Columbia County,AR",No,7,3,24003,0.15,0.399,0.245,0.206,0.224,0.276,40909
126,"Conway County,AR",No,6,0,20951,0.141,0.434,0.265,0.16,0.179,0.265,44565
127,"Craighead County,AR",Yes,3,0,104249,0.109,0.341,0.287,0.263,0.179,0.249,45615
128,"Crawford County,AR",Yes,2,3,62363,0.148,0.374,0.324,0.153,0.16,0.228,47363
129,"Crittenden County,AR",Yes,1,0,49307,0.176,0.35,0.294,0.18,0.192,0.29,42606
130,"Cross County,AR",No,6,0,17126,0.172,0.415,0.258,0.154,0.18,0.276,41214
131,"Dallas County,AR",No,6,0,7533,0.164,0.434,0.266,0.137,0.213,0.342,37259
132,"Desha County,AR",No,6,0,12076,0.212,0.44,0.224,0.124,0.243,0.361,36132
133,"Drew County,AR",No,6,4,18503,0.149,0.354,0.291,0.206,0.195,0.273,42494
134,"Faulkner County,AR",Yes,2,0,120985,0.087,0.305,0.307,0.3,0.154,0.172,53882
135,"Franklin County,AR",No,6,0,17823,0.174,0.401,0.307,0.118,0.183,0.232,43696
136,"Fulton County,AR",No,9,0,12165,0.154,0.372,0.356,0.118,0.206,0.328,35630
137,"Garland County,AR",Yes,3,5,97857,0.116,0.315,0.367,0.202,0.204,0.354,43610
138,"Grant County,AR",Yes,2,0,18046,0.085,0.442,0.29,0.183,0.131,0.183,52050
139,"Greene County,AR",No,4,3,44206,0.127,0.442,0.272,0.159,0.165,0.235,46512
140,"Hempstead County,AR",No,6,0,22098,0.19,0.369,0.289,0.151,0.206,0.309,38682
141,"Hot Spring County,AR",No,6,0,33438,0.146,0.396,0.311,0.147,0.187,0.297,47205
142,"Howard County,AR",No,6,3,13437,0.171,0.373,0.308,0.147,0.173,0.273,40199
143,"Independence County,AR",No,7,3,37172,0.142,0.358,0.31,0.189,0.145,0.203,45596
144,"Izard County,AR",No,9,4,13580,0.149,0.378,0.335,0.138,0.187,0.279,37828
145,"Jackson County,AR",No,6,4,17334,0.211,0.411,0.277,0.102,0.256,0.304,36573
146,"Jefferson County,AR",Yes,3,4,71583,0.14,0.385,0.297,0.178,0.222,0.338,38596
147,"Johnson County,AR",No,7,3,26132,0.206,0.412,0.223,0.158,0.222,0.335,39381
148,"Lafayette County,AR",No,8,0,7029,0.183,0.413,0.24,0.165,0.228,0.348,35527
149,"Lawrence County,AR",No,6,0,16786,0.145,0.404,0.301,0.15,0.177,0.268,40308
150,"Lee County,AR",No,7,1,9563,0.27,0.408,0.233,0.089,0.43,0.509,28080
151,"Lincoln County,AR",Yes,3,4,13736,0.187,0.503,0.221,0.089,0.275,0.271,44951
152,"Little River County,AR",Yes,3,3,12524,0.118,0.427,0.34,0.114,0.16,0.241,43559
153,"Logan County,AR",No,6,0,21850,0.149,0.45,0.28,0.121,0.186,0.295,41471
154,"Lonoke County,AR",Yes,2,0,71513,0.113,0.351,0.333,0.203,0.119,0.159,56651
155,"Madison County,AR",Yes,2,3,15988,0.203,0.456,0.216,0.125,0.184,0.265,42674
156,"Marion County,AR",No,9,3,16458,0.131,0.368,0.328,0.172,0.187,0.32,36581
157,"Miller County,AR",Yes,3,0,43587,0.14,0.359,0.335,0.166,0.219,0.327,42162
158,"Mississippi County,AR",No,4,3,43450,0.193,0.386,0.293,0.128,0.257,0.359,36718
159,"Monroe County,AR",No,7,0,7389,0.229,0.43,0.236,0.105,0.26,0.389,32922
160,"Montgomery County,AR",No,8,5,9070,0.218,0.365,0.309,0.108,0.188,0.308,38318
161,"Nevada County,AR",No,7,3,8528,0.132,0.438,0.276,0.154,0.213,0.3,37626
162,"Newton County,AR",No,9,1,7915,0.174,0.408,0.256,0.162,0.174,0.329,36078
163,"Ouachita County,AR",No,7,4,24442,0.144,0.416,0.28,0.16,0.233,0.327,37624
164,"Perry County,AR",Yes,2,0,10353,0.166,0.407,0.308,0.119,0.147,0.237,45342
165,"Phillips County,AR",No,6,0,19492,0.216,0.301,0.343,0.14,0.354,0.479,29945
166,"Pike County,AR",No,9,0,10890,0.152,0.389,0.312,0.147,0.178,0.279,41534
167,"Poinsett County,AR",Yes,3,0,24113,0.194,0.443,0.263,0.101,0.237,0.352,37370
168,"Polk County,AR",No,7,0,20234,0.154,0.374,0.34,0.133,0.2,0.297,39048
169,"Pope County,AR",No,5,0,63267,0.152,0.355,0.274,0.22,0.16,0.204,45788
170,"Prairie County,AR",No,8,1,8324,0.178,0.4,0.271,0.151,0.158,0.241,43245
171,"Pulaski County,AR",Yes,2,4,391437,0.096,0.262,0.302,0.341,0.167,0.259,49957
172,"Randolph County,AR",No,7,0,17675,0.173,0.356,0.331,0.14,0.174,0.265,37799
173,"St. Francis County,AR",No,6,4,26640,0.194,0.388,0.312,0.106,0.356,0.46,33257
174,"Saline County,AR",Yes,2,0,116108,0.096,0.315,0.329,0.261,0.097,0.13,63677
175,"Scott County,AR",No,6,3,10588,0.211,0.43,0.268,0.091,0.202,0.301,35826
176,"Searcy County,AR",No,9,0,7963,0.155,0.451,0.269,0.125,0.243,0.349,31659
177,"Sebastian County,AR",Yes,2,3,127099,0.168,0.32,0.314,0.197,0.156,0.23,46843
178,"Sevier County,AR",No,6,3,17144,0.257,0.361,0.267,0.115,0.201,0.295,44100
179,"Sharp County,AR",No,7,0,17055,0.164,0.42,0.303,0.113,0.207,0.344,36032
180,"Stone County,AR",No,9,0,12440,0.204,0.363,0.305,0.128,0.203,0.33,34009
181,"Union County,AR",No,7,2,40056,0.152,0.352,0.287,0.208,0.182,0.251,45335
182,"Van Buren County,AR",No,8,0,16811,0.142,0.439,0.278,0.141,0.164,0.269,40486
183,"Washington County,AR",Yes,2,0,224208,0.15,0.263,0.258,0.328,0.152,0.169,50893
184,"White County,AR",No,4,0,78435,0.146,0.384,0.256,0.214,0.166,0.224,44811
185,"Woodruff County,AR",No,9,0,6745,0.2,0.425,0.255,0.12,0.237,0.364,34306
186,"Yell County,AR",No,6,3,21655,0.199,0.409,0.257,0.135,0.163,0.248,41729
187,"Alameda County,CA",Yes,1,0,1621748,0.12,0.176,0.244,0.46,0.09,0.098,101744
188,"Alpine County,CA",No,8,5,1096,0.111,0.287,0.302,0.3,0.173,0.347,55384
189,"Amador County,CA",No,6,4,37868,0.097,0.287,0.413,0.203,0.118,0.138,58515
190,"Butte County,CA",Yes,3,0,225569,0.107,0.227,0.4,0.265,0.185,0.201,50945
191,"Calaveras County,CA",No,6,5,45319,0.096,0.276,0.44,0.187,0.121,0.175,62984
192,"Colusa County,CA",No,6,1,21384,0.306,0.237,0.303,0.154,0.11,0.141,57249
193,"Contra Costa County,CA",Yes,1,0,1119301,0.106,0.176,0.301,0.417,0.078,0.092,101463
194,"Del Norte County,CA",No,7,4,27574,0.19,0.315,0.352,0.143,0.204,0.266,48518
195,"El Dorado County,CA",Yes,1,5,185689,0.069,0.212,0.382,0.337,0.081,0.09,81869
196,"Fresno County,CA",Yes,2,0,969096,0.247,0.229,0.317,0.207,0.213,0.302,52318
197,"Glenn County,CA",No,6,1,27906,0.247,0.282,0.332,0.139,0.154,0.186,47365
198,"Humboldt County,CA",No,5,0,135541,0.097,0.235,0.371,0.298,0.203,0.232,49471
199,"Imperial County,CA",Yes,3,4,179131,0.31,0.245,0.3,0.145,0.214,0.302,46633
200,"Inyo County,CA",No,7,5,18113,0.112,0.293,0.335,0.261,0.123,0.151,53793
201,"Kern County,CA",Yes,2,0,874466,0.262,0.277,0.3,0.161,0.205,0.274,51586
202,"Kings County,CA",Yes,3,4,150497,0.263,0.255,0.347,0.135,0.188,0.232,58255
203,"Lake County,CA",No,4,0,64216,0.148,0.301,0.393,0.158,0.184,0.263,45086
204,"Lassen County,CA",No,7,4,31679,0.172,0.332,0.375,0.12,0.158,0.158,57705
205,"Los Angeles County,CA",Yes,1,0,10038130,0.213,0.207,0.262,0.318,0.142,0.199,67986
206,"Madera County,CA",Yes,3,0,154021,0.281,0.25,0.324,0.145,0.202,0.285,53632
207,"Marin County,CA",Yes,1,5,258946,0.068,0.109,0.235,0.588,0.066,0.064,122933
208,"Mariposa County,CA",No,8,5,17643,0.096,0.265,0.404,0.234,0.149,0.232,51402
209,"Mendocino County,CA",No,4,5,87407,0.131,0.258,0.365,0.247,0.175,0.255,51386
210,"Merced County,CA",Yes,2,0,266573,0.306,0.258,0.296,0.14,0.212,0.285,56169
211,"Modoc County,CA",No,6,4,9073,0.144,0.323,0.374,0.159,0.191,0.272,45227
212,"Mono County,CA",No,7,5,14241,0.113,0.228,0.353,0.306,0.093,0.116,66499
213,"Monterey County,CA",Yes,2,5,429420,0.287,0.204,0.264,0.245,0.133,0.192,69665
214,"Napa County,CA",Yes,3,5,139551,0.149,0.18,0.322,0.349,0.088,0.089,85624
215,"Nevada County,CA",No,4,5,98963,0.058,0.184,0.392,0.366,0.103,0.137,66681
216,"Orange County,CA",Yes,1,0,3133342,0.149,0.171,0.281,0.399,0.105,0.133,89373
217,"Placer County,CA",Yes,1,5,374491,0.054,0.182,0.378,0.386,0.071,0.072,89175
218,"Plumas County,CA",No,7,5,18853,0.061,0.252,0.452,0.235,0.125,0.196,55079
219,"Riverside County,CA",Yes,1,5,2348762,0.183,0.269,0.33,0.218,0.127,0.171,66793
220,"Sacramento County,CA",Yes,1,4,1494060,0.126,0.223,0.346,0.304,0.143,0.205,69475
221,"San Benito County,CA",Yes,1,0,58693,0.201,0.248,0.354,0.197,0.086,0.119,80063
222,"San Bernardino County,CA",Yes,1,0,2116572,0.205,0.265,0.328,0.203,0.149,0.214,63310
223,"San Diego County,CA",Yes,1,0,3264377,0.129,0.184,0.306,0.381,0.115,0.149,78777
224,"San Francisco County,CA",Yes,1,0,858198,0.115,0.123,0.191,0.571,0.101,0.109,110601
225,"San Joaquin County,CA",Yes,2,0,724625,0.211,0.282,0.322,0.184,0.143,0.205,63567
226,"San Luis Obispo County,CA",Yes,2,5,279256,0.091,0.198,0.364,0.346,0.127,0.108,70626
227,"San Mateo County,CA",Yes,1,0,757710,0.108,0.15,0.242,0.499,0.068,0.07,122930
228,"Santa Barbara County,CA",Yes,2,0,440106,0.19,0.179,0.292,0.338,0.126,0.147,75646
229,"Santa Clara County,CA",Yes,1,3,1897156,0.119,0.145,0.223,0.513,0.073,0.071,125933
230,"Santa Cruz County,CA",Yes,2,5,271634,0.136,0.158,0.306,0.4,0.122,0.145,84213
231,"Shasta County,CA",Yes,3,0,178673,0.092,0.248,0.438,0.222,0.152,0.182,53908
232,"Sierra County,CA",No,8,5,3024,0.067,0.266,0.48,0.187,0.133,0.18,52308
233,"Siskiyou County,CA",No,6,0,43673,0.1,0.255,0.419,0.225,0.171,0.242,47560
234,"Solano County,CA",Yes,2,0,433975,0.12,0.233,0.385,0.262,0.079,0.102,82808
235,"Sonoma County,CA",Yes,2,5,497823,0.12,0.188,0.344,0.349,0.099,0.117,81002
236,"Stanislaus County,CA",Yes,2,0,534629,0.217,0.286,0.328,0.169,0.156,0.214,59616
237,"Sutter County,CA",Yes,3,0,95518,0.22,0.239,0.364,0.177,0.135,0.18,57879
238,"Tehama County,CA",No,4,0,63452,0.156,0.307,0.382,0.155,0.17,0.242,47572
239,"Trinity County,CA",No,8,4,13021,0.094,0.334,0.376,0.197,0.216,0.313,40680
240,"Tulare County,CA",Yes,2,0,456768,0.302,0.26,0.295,0.143,0.222,0.286,48763
241,"Tuolumne County,CA",No,4,5,54161,0.096,0.284,0.42,0.2,0.125,0.165,56500
242,"Ventura County,CA",Yes,2,0,842667,0.156,0.189,0.324,0.331,0.091,0.124,84170
243,"Yolo County,CA",Yes,1,4,212585,0.136,0.185,0.263,0.416,0.201,0.152,67804
244,"Yuba County,CA",Yes,3,4,74801,0.18,0.231,0.423,0.167,0.172,0.218,47504
245,"Adams County,CO",Yes,1,0,487460,0.17,0.284,0.31,0.236,0.092,0.126,70199
246,"Alamosa County,CO",No,7,4,15924,0.135,0.273,0.331,0.261,0.191,0.243,42897
247,"Arapahoe County,CO",Yes,1,0,626226,0.076,0.207,0.295,0.422,0.081,0.103,76665
248,"Archuleta County,CO",No,7,5,12758,0.08,0.215,0.317,0.389,0.112,0.207,53337
249,"Baca County,CO",No,9,1,3599,0.152,0.273,0.353,0.221,0.194,0.293,38294
250,"Bent County,CO",No,7,1,5946,0.142,0.486,0.247,0.124,0.339,0.304,37659
251,"Boulder County,CO",Yes,2,0,315524,0.049,0.123,0.22,0.608,0.097,0.067,83591
252,"Broomfield County,CO",Yes,1,0,64431,0.032,0.147,0.267,0.555,0.049,0.051,96924
253,"Chaffee County,CO",No,7,5,18948,0.071,0.267,0.326,0.335,0.109,0.137,56168
254,"Cheyenne County,CO",No,9,1,1844,0.099,0.364,0.338,0.2,0.126,0.204,54504
255,"Clear Creek County,CO",Yes,1,2,9328,0.017,0.209,0.309,0.465,0.072,0.102,74019
256,"Conejos County,CO",No,9,1,8153,0.134,0.324,0.34,0.202,0.214,0.275,38777
257,"Costilla County,CO",No,9,1,3653,0.215,0.238,0.356,0.191,0.252,0.369,31557
258,"Crowley County,CO",No,8,4,5690,0.152,0.417,0.335,0.096,0.443,0.297,35880
259,"Custer County,CO",No,8,5,4567,0.07,0.21,0.351,0.369,0.12,0.249,55242
260,"Delta County,CO",No,6,2,30429,0.096,0.382,0.31,0.212,0.146,0.231,46786
261,"Denver County,CO",Yes,1,0,677512,0.129,0.17,0.222,0.479,0.117,0.167,68069
262,"Dolores County,CO",No,9,1,2030,0.082,0.383,0.322,0.213,0.128,0.165,47482
263,"Douglas County,CO",Yes,1,0,321509,0.02,0.122,0.279,0.579,0.026,0.025,120670
264,"Eagle County,CO",No,5,5,53959,0.107,0.157,0.254,0.481,0.067,0.081,86896
265,"Elbert County,CO",Yes,1,1,24829,0.033,0.246,0.362,0.359,0.05,0.072,98247
266,"El Paso County,CO",Yes,2,0,676641,0.063,0.202,0.356,0.379,0.099,0.132,67923
267,"Fremont County,CO",No,4,4,46956,0.097,0.398,0.323,0.182,0.165,0.221,47885
268,"Garfield County,CO",No,5,2,58125,0.122,0.285,0.292,0.3,0.084,0.114,74421
269,"Gilpin County,CO",Yes,1,5,5840,0.024,0.22,0.368,0.387,0.067,0.101,72949
270,"Grand County,CO",No,7,5,15030,0.045,0.265,0.312,0.378,0.079,0.117,69214
271,"Gunnison County,CO",No,7,2,16272,0.028,0.16,0.259,0.553,0.104,0.104,61268
272,"Hinsdale County,CO",No,9,5,794,0.062,0.257,0.243,0.439,0.086,0.17,62149
273,"Huerfano County,CO",No,6,5,6600,0.085,0.287,0.413,0.214,0.217,0.374,38242
274,"Jackson County,CO",No,9,1,1376,0.124,0.296,0.411,0.168,0.134,0.2,51457
275,"Jefferson County,CO",Yes,1,0,564126,0.056,0.206,0.297,0.441,0.07,0.08,85550
276,"Kiowa County,CO",No,9,1,1374,0.041,0.38,0.365,0.215,0.138,0.192,44704
277,"Kit Carson County,CO",No,7,1,7737,0.115,0.377,0.318,0.189,0.126,0.201,48342
278,"Lake County,CO",No,6,2,7542,0.145,0.271,0.244,0.34,0.126,0.185,51802
279,"La Plata County,CO",No,4,5,54510,0.05,0.203,0.308,0.439,0.092,0.108,66219
280,"Larimer County,CO",Yes,2,5,331778,0.042,0.192,0.302,0.463,0.105,0.085,71306
281,"Las Animas County,CO",No,7,0,14396,0.122,0.288,0.393,0.197,0.192,0.266,41485
