county_id,county_state,metro,ruc,economic,population,no_hs,high_school,some_college,bachelor,poverty,minor_poverty,home_income
836,"Ida County,IA",No,8,3,6950,0.065,0.383,0.362,0.19,0.103,0.126,60312
837,"Iowa County,IA",No,6,3,16239,0.062,0.377,0.37,0.191,0.074,0.081,64188
838,"Jackson County,IA",No,6,0,19475,0.077,0.419,0.316,0.188,0.111,0.151,54663
839,"Jasper County,IA",No,6,0,36899,0.063,0.424,0.335,0.179,0.102,0.112,60378
840,"Jefferson County,IA",No,7,0,17846,0.073,0.277,0.334,0.316,0.163,0.199,46715
841,"Johnson County,IA",Yes,3,4,144226,0.047,0.162,0.261,0.53,0.158,0.137,64387
842,"Jones County,IA",Yes,2,0,20550,0.083,0.397,0.335,0.184,0.114,0.133,55405
843,"Keokuk County,IA",No,8,1,10248,0.075,0.412,0.332,0.182,0.125,0.181,52122
844,"Kossuth County,IA",No,7,1,15142,0.056,0.376,0.385,0.183,0.101,0.121,55486
845,"Lee County,IA",No,5,3,34733,0.078,0.41,0.355,0.157,0.146,0.215,48241
846,"Linn County,IA",Yes,2,0,220328,0.053,0.271,0.346,0.33,0.094,0.114,64878
847,"Louisa County,IA",No,8,3,11248,0.181,0.365,0.312,0.142,0.107,0.138,49585
848,"Lucas County,IA",No,6,0,8641,0.072,0.416,0.342,0.17,0.151,0.241,49956
849,"Lyon County,IA",No,8,1,11735,0.094,0.365,0.327,0.214,0.069,0.095,69048
850,"Madison County,IA",Yes,2,0,15836,0.051,0.359,0.351,0.239,0.07,0.078,74794
851,"Mahaska County,IA",No,7,0,22245,0.088,0.388,0.3,0.223,0.124,0.155,56492
852,"Marion County,IA",No,6,3,33196,0.066,0.355,0.315,0.264,0.092,0.098,63491
853,"Marshall County,IA",No,4,3,40303,0.164,0.341,0.306,0.19,0.113,0.146,59552
854,"Mills County,IA",Yes,2,4,14980,0.066,0.346,0.351,0.237,0.086,0.105,64271
855,"Mitchell County,IA",No,7,3,10655,0.101,0.399,0.324,0.177,0.092,0.123,59558
856,"Monona County,IA",No,6,1,8862,0.076,0.397,0.36,0.167,0.139,0.185,50530
857,"Monroe County,IA",No,7,3,7876,0.12,0.407,0.308,0.166,0.116,0.166,56541
858,"Montgomery County,IA",No,6,0,10245,0.099,0.371,0.355,0.175,0.139,0.219,49966
859,"Muscatine County,IA",No,4,3,42935,0.124,0.347,0.309,0.22,0.118,0.16,58465
860,"O'Brien County,IA",No,7,1,13977,0.077,0.38,0.345,0.199,0.091,0.105,53147
861,"Osceola County,IA",No,7,1,6166,0.109,0.385,0.324,0.181,0.094,0.133,60627
862,"Page County,IA",No,6,0,15443,0.091,0.346,0.349,0.213,0.135,0.195,54313
863,"Palo Alto County,IA",No,7,1,9111,0.065,0.29,0.395,0.25,0.097,0.141,55322
864,"Plymouth County,IA",Yes,3,3,25009,0.07,0.338,0.381,0.21,0.081,0.094,66360
865,"Pocahontas County,IA",No,9,1,6962,0.086,0.386,0.381,0.147,0.111,0.175,55865
866,"Polk County,IA",Yes,2,0,466571,0.085,0.248,0.306,0.361,0.099,0.117,68479
867,"Pottawattamie County,IA",Yes,2,0,93361,0.105,0.331,0.352,0.212,0.118,0.151,56337
868,"Poweshiek County,IA",No,7,0,18493,0.07,0.375,0.304,0.251,0.106,0.123,56170
869,"Ringgold County,IA",No,9,1,5002,0.077,0.389,0.328,0.206,0.143,0.231,48754
870,"Sac County,IA",No,9,1,9948,0.074,0.372,0.348,0.206,0.112,0.146,56698
871,"Scott County,IA",Yes,2,0,170970,0.071,0.299,0.312,0.319,0.124,0.178,59865
872,"Shelby County,IA",No,6,0,11770,0.081,0.361,0.351,0.208,0.079,0.099,58862
873,"Sioux County,IA",No,7,3,34603,0.092,0.314,0.314,0.281,0.063,0.072,70162
874,"Story County,IA",Yes,3,4,95488,0.029,0.179,0.28,0.511,0.189,0.083,57464
875,"Tama County,IA",No,6,1,17230,0.091,0.4,0.348,0.161,0.114,0.152,56954
876,"Taylor County,IA",No,9,1,6201,0.098,0.392,0.361,0.149,0.128,0.156,47781
877,"Union County,IA",No,6,3,12451,0.098,0.363,0.368,0.172,0.134,0.177,49887
878,"Van Buren County,IA",No,9,3,7277,0.101,0.408,0.35,0.141,0.131,0.209,47905
879,"Wapello County,IA",No,5,3,35297,0.121,0.357,0.343,0.18,0.147,0.198,48226
880,"Warren County,IA",Yes,2,0,48828,0.043,0.304,0.336,0.317,0.071,0.072,78192
881,"Washington County,IA",Yes,3,0,22044,0.089,0.393,0.303,0.215,0.088,0.116,65849
882,"Wayne County,IA",No,9,3,6413,0.111,0.447,0.312,0.13,0.13,0.222,46725
883,"Webster County,IA",No,5,0,36983,0.092,0.341,0.371,0.196,0.137,0.185,52093
884,"Winnebago County,IA",No,7,0,10624,0.082,0.333,0.361,0.224,0.091,0.135,54433
885,"Winneshiek County,IA",No,7,0,20512,0.053,0.327,0.322,0.297,0.098,0.099,61807
886,"Woodbury County,IA",Yes,3,0,102382,0.133,0.322,0.315,0.23,0.138,0.198,60059
887,"Worth County,IA",No,9,1,7498,0.072,0.372,0.4,0.155,0.098,0.154,58587
888,"Wright County,IA",No,7,1,12878,0.082,0.359,0.383,0.177,0.106,0.17,54802
889,"Allen County,KS",No,7,3,12778,0.081,0.34,0.375,0.204,0.189,0.268,44423
890,"Anderson County,KS",No,6,1,7882,0.087,0.415,0.323,0.175,0.131,0.167,50646
891,"Atchison County,KS",No,6,3,16451,0.076,0.376,0.329,0.219,0.155,0.183,49332
892,"Barber County,KS",No,9,2,4712,0.085,0.349,0.383,0.183,0.128,0.199,47634
893,"Barton County,KS",No,7,2,26915,0.114,0.324,0.378,0.184,0.145,0.189,49991
894,"Bourbon County,KS",No,6,0,14746,0.088,0.308,0.397,0.206,0.16,0.225,41807
895,"Brown County,KS",No,6,0,9722,0.074,0.36,0.348,0.218,0.133,0.197,47529
896,"Butler County,KS",Yes,2,0,66387,0.075,0.265,0.37,0.29,0.096,0.118,65953
897,"Chase County,KS",No,9,2,2663,0.101,0.276,0.406,0.216,0.103,0.128,50981
898,"Chautauqua County,KS",No,8,2,3415,0.127,0.356,0.35,0.168,0.172,0.268,41129
899,"Cherokee County,KS",No,6,3,20555,0.11,0.335,0.364,0.191,0.165,0.225,44475
900,"Cheyenne County,KS",No,9,1,2680,0.065,0.302,0.37,0.263,0.124,0.2,43274
901,"Clark County,KS",No,9,1,2077,0.064,0.275,0.345,0.315,0.131,0.195,51235
902,"Clay County,KS",No,6,0,8208,0.07,0.298,0.36,0.272,0.107,0.168,52681
903,"Cloud County,KS",No,7,0,9128,0.086,0.305,0.384,0.225,0.16,0.184,44467
904,"Coffey County,KS",No,6,0,8347,0.067,0.334,0.37,0.229,0.107,0.148,58371
905,"Comanche County,KS",No,9,1,1833,0.072,0.328,0.414,0.186,0.112,0.146,46818
906,"Cowley County,KS",No,4,3,35675,0.101,0.307,0.39,0.201,0.154,0.216,47864
907,"Crawford County,KS",No,4,0,39070,0.091,0.282,0.332,0.295,0.177,0.214,43852
908,"Decatur County,KS",No,9,1,2889,0.087,0.325,0.353,0.235,0.136,0.21,44774
909,"Dickinson County,KS",No,7,0,19121,0.094,0.335,0.35,0.221,0.109,0.154,50605
910,"Doniphan County,KS",Yes,3,0,7768,0.1,0.36,0.347,0.193,0.133,0.178,50949
911,"Douglas County,KS",Yes,3,4,117744,0.045,0.18,0.271,0.504,0.17,0.124,57120
912,"Edwards County,KS",No,9,1,2934,0.157,0.273,0.391,0.179,0.113,0.165,46962
913,"Elk County,KS",No,8,1,2610,0.132,0.404,0.314,0.15,0.177,0.278,37360
914,"Ellis County,KS",No,5,2,28789,0.073,0.265,0.314,0.348,0.12,0.122,53840
915,"Ellsworth County,KS",No,7,0,6315,0.088,0.34,0.369,0.204,0.119,0.142,50261
916,"Finney County,KS",No,5,3,36864,0.291,0.217,0.322,0.171,0.132,0.175,56206
917,"Ford County,KS",No,5,3,34341,0.285,0.249,0.29,0.176,0.116,0.158,56052
918,"Franklin County,KS",No,6,0,25629,0.074,0.389,0.342,0.195,0.093,0.136,58033
919,"Geary County,KS",No,4,4,34876,0.06,0.261,0.461,0.219,0.103,0.16,50856
920,"Gove County,KS",No,9,1,2667,0.087,0.338,0.348,0.227,0.114,0.175,49626
921,"Graham County,KS",No,9,2,2543,0.088,0.35,0.299,0.262,0.125,0.172,41906
922,"Grant County,KS",No,7,2,7632,0.265,0.279,0.302,0.154,0.109,0.17,61614
923,"Gray County,KS",No,9,1,6045,0.229,0.223,0.338,0.21,0.075,0.093,65771
924,"Greeley County,KS",No,9,1,1264,0.128,0.29,0.292,0.29,0.113,0.186,51606
925,"Greenwood County,KS",No,6,2,6233,0.084,0.346,0.374,0.196,0.145,0.213,43083
926,"Hamilton County,KS",No,9,1,2627,0.224,0.351,0.243,0.182,0.141,0.196,51559
927,"Harper County,KS",No,8,2,5733,0.096,0.4,0.333,0.171,0.143,0.202,45570
928,"Harvey County,KS",Yes,2,0,34560,0.09,0.263,0.336,0.31,0.104,0.137,57934
929,"Haskell County,KS",No,9,1,4080,0.309,0.187,0.342,0.163,0.105,0.147,60808
930,"Hodgeman County,KS",No,9,1,1867,0.094,0.207,0.415,0.284,0.117,0.134,54058
931,"Jackson County,KS",Yes,3,0,13342,0.055,0.391,0.34,0.213,0.105,0.146,56330
932,"Jefferson County,KS",Yes,3,1,18886,0.065,0.404,0.312,0.219,0.076,0.105,69246
933,"Jewell County,KS",No,9,1,2943,0.06,0.424,0.347,0.169,0.15,0.229,44271
934,"Johnson County,KS",Yes,1,0,578708,0.041,0.144,0.262,0.553,0.055,0.06,87087
935,"Kearny County,KS",No,9,1,3935,0.259,0.266,0.316,0.159,0.124,0.176,63248
936,"Kingman County,KS",Yes,2,2,7515,0.06,0.318,0.381,0.242,0.111,0.183,56005
937,"Kiowa County,KS",No,9,1,2522,0.103,0.279,0.338,0.279,0.121,0.16,64399
938,"Labette County,KS",No,7,0,20559,0.12,0.326,0.376,0.178,0.16,0.227,44571
939,"Lane County,KS",No,9,1,1622,0.045,0.328,0.412,0.216,0.103,0.149,59240
940,"Leavenworth County,KS",Yes,1,4,79457,0.081,0.287,0.316,0.317,0.106,0.121,70807
941,"Lincoln County,KS",No,9,1,3114,0.063,0.318,0.393,0.226,0.127,0.186,44439
942,"Linn County,KS",Yes,1,1,9641,0.11,0.385,0.345,0.16,0.129,0.175,47153
943,"Logan County,KS",No,9,1,2793,0.083,0.294,0.447,0.176,0.091,0.152,50267
944,"Lyon County,KS",No,4,4,33315,0.116,0.309,0.301,0.273,0.161,0.152,47982
945,"McPherson County,KS",No,7,3,28729,0.087,0.273,0.35,0.29,0.105,0.107,58017
946,"Marion County,KS",No,6,1,12131,0.091,0.309,0.349,0.251,0.096,0.122,51712
947,"Marshall County,KS",No,6,0,9849,0.073,0.432,0.308,0.186,0.112,0.148,51066
948,"Meade County,KS",No,9,1,4299,0.175,0.29,0.333,0.201,0.094,0.133,67220
949,"Miami County,KS",Yes,1,0,33082,0.043,0.322,0.359,0.277,0.079,0.097,71770
950,"Mitchell County,KS",No,7,0,6228,0.043,0.327,0.378,0.253,0.114,0.175,51514
951,"Montgomery County,KS",No,5,3,33389,0.113,0.291,0.414,0.182,0.195,0.289,42479
952,"Morris County,KS",No,8,1,5632,0.1,0.37,0.328,0.201,0.114,0.174,49287
953,"Morton County,KS",No,9,1,2909,0.141,0.308,0.38,0.171,0.111,0.167,53785
954,"Nemaha County,KS",No,6,3,10105,0.066,0.388,0.301,0.245,0.091,0.109,59567
955,"Neosho County,KS",No,7,0,16228,0.085,0.314,0.395,0.206,0.148,0.227,46176
956,"Ness County,KS",No,9,2,2970,0.091,0.337,0.383,0.189,0.105,0.138,51757
957,"Norton County,KS",No,7,0,5511,0.106,0.366,0.369,0.159,0.146,0.188,47252
958,"Osage County,KS",Yes,3,1,15953,0.088,0.392,0.334,0.186,0.125,0.166,53864
959,"Osborne County,KS",No,9,1,3640,0.074,0.346,0.35,0.23,0.129,0.186,46101
960,"Ottawa County,KS",No,9,1,5921,0.058,0.365,0.342,0.235,0.102,0.134,56451
961,"Pawnee County,KS",No,7,4,6753,0.123,0.296,0.393,0.188,0.142,0.181,47039
962,"Phillips County,KS",No,7,0,5433,0.074,0.362,0.342,0.223,0.124,0.185,47405
963,"Pottawatomie County,KS",Yes,3,0,23200,0.053,0.292,0.311,0.345,0.08,0.094,69975
964,"Pratt County,KS",No,7,2,9585,0.078,0.248,0.392,0.281,0.12,0.167,52567
965,"Rawlins County,KS",No,9,1,2507,0.052,0.304,0.393,0.251,0.129,0.192,46638
966,"Reno County,KS",No,4,0,63339,0.121,0.279,0.394,0.205,0.123,0.154,49341
967,"Republic County,KS",No,9,1,4729,0.048,0.324,0.382,0.245,0.11,0.15,48566
968,"Rice County,KS",No,7,0,9801,0.091,0.287,0.39,0.232,0.138,0.192,51686
969,"Riley County,KS",Yes,3,4,74775,0.042,0.185,0.312,0.46,0.207,0.127,47057
970,"Rooks County,KS",No,9,0,5122,0.1,0.313,0.348,0.24,0.112,0.154,47365
971,"Rush County,KS",No,9,1,3120,0.111,0.268,0.389,0.231,0.138,0.196,44121
972,"Russell County,KS",No,7,2,6976,0.103,0.273,0.364,0.259,0.137,0.206,45879
973,"Saline County,KS",No,5,0,55065,0.092,0.31,0.335,0.262,0.11,0.158,53961
974,"Scott County,KS",No,7,1,4944,0.158,0.289,0.304,0.249,0.078,0.128,63790
975,"Sedgwick County,KS",Yes,2,3,509693,0.107,0.262,0.322,0.309,0.134,0.171,56381
976,"Seward County,KS",No,5,3,22761,0.318,0.306,0.264,0.111,0.151,0.185,50671
977,"Shawnee County,KS",Yes,3,4,178149,0.08,0.313,0.299,0.308,0.139,0.175,53612
978,"Sheridan County,KS",No,9,1,2509,0.054,0.332,0.4,0.214,0.119,0.219,50553
979,"Sherman County,KS",No,7,1,5974,0.073,0.319,0.417,0.191,0.137,0.201,45966
980,"Smith County,KS",No,9,1,3688,0.067,0.366,0.376,0.191,0.122,0.18,41899
981,"Stafford County,KS",No,9,1,4244,0.096,0.303,0.363,0.239,0.134,0.205,47835
982,"Stanton County,KS",No,9,1,2105,0.182,0.302,0.324,0.193,0.115,0.166,60136
983,"Stevens County,KS",No,7,1,5682,0.2,0.286,0.392,0.122,0.107,0.153,58817
984,"Sumner County,KS",Yes,2,0,23376,0.077,0.341,0.359,0.222,0.134,0.167,56946
985,"Thomas County,KS",No,7,0,7835,0.049,0.255,0.442,0.255,0.099,0.12,55345
986,"Trego County,KS",No,9,1,2883,0.067,0.306,0.4,0.228,0.116,0.163,48520
987,"Wabaunsee County,KS",Yes,3,1,6918,0.048,0.346,0.373,0.233,0.081,0.108,59744
988,"Wallace County,KS",No,9,1,1499,0.066,0.271,0.353,0.309,0.131,0.154,51350
989,"Washington County,KS",No,9,1,5577,0.093,0.376,0.328,0.203,0.124,0.171,48104
990,"Wichita County,KS",No,9,1,2158,0.14,0.292,0.357,0.211,0.119,0.193,59800
991,"Wilson County,KS",No,7,3,8882,0.127,0.352,0.377,0.144,0.154,0.222,45697
992,"Woodson County,KS",No,9,2,3190,0.118,0.365,0.383,0.135,0.161,0.24,43894
993,"Wyandotte County,KS",Yes,1,0,163107,0.209,0.326,0.291,0.174,0.184,0.265,47084
994,"Adair County,KY",No,7,1,19138,0.215,0.387,0.235,0.163,0.238,0.35,37392
995,"Allen County,KY",Yes,3,1,20642,0.19,0.395,0.269,0.146,0.173,0.246,44624
996,"Anderson County,KY",No,6,3,22104,0.113,0.368,0.317,0.203,0.1,0.144,60908
997,"Ballard County,KY",No,9,3,8117,0.148,0.377,0.342,0.133,0.153,0.244,47658
998,"Barren County,KY",No,6,3,43394,0.171,0.416,0.252,0.16,0.192,0.268,42439
999,"Bath County,KY",No,8,1,12165,0.229,0.421,0.227,0.124,0.204,0.331,44183
1000,"Bell County,KY",No,7,2,27406,0.305,0.386,0.22,0.089,0.313,0.435,29362
1001,"Boone County,KY",Yes,1,0,127667,0.072,0.279,0.333,0.316,0.064,0.087,77696
1002,"Bourbon County,KY",Yes,2,3,20094,0.15,0.373,0.289,0.189,0.165,0.242,48614
1003,"Boyd County,KY",Yes,2,0,48337,0.115,0.325,0.358,0.202,0.183,0.268,48020
1004,"Boyle County,KY",No,7,0,29675,0.128,0.347,0.291,0.234,0.148,0.203,47528
1005,"Bracken County,KY",Yes,1,3,8344,0.151,0.44,0.271,0.137,0.113,0.216,56432
1006,"Breathitt County,KY",No,7,4,13249,0.261,0.364,0.232,0.143,0.325,0.434,31182
1007,"Breckinridge County,KY",No,8,1,20056,0.178,0.446,0.266,0.111,0.188,0.237,47284
1008,"Bullitt County,KY",Yes,1,0,78584,0.12,0.416,0.322,0.142,0.095,0.126,61022
1009,"Butler County,KY",Yes,3,3,12729,0.219,0.427,0.228,0.126,0.177,0.221,43048
1010,"Caldwell County,KY",No,7,0,12766,0.121,0.46,0.266,0.153,0.18,0.266,43659
1011,"Calloway County,KY",No,7,4,38471,0.109,0.324,0.276,0.29,0.213,0.231,41873
1012,"Campbell County,KY",Yes,1,4,92172,0.092,0.299,0.273,0.335,0.131,0.144,60904
1013,"Carlisle County,KY",No,9,1,4870,0.186,0.365,0.301,0.148,0.172,0.237,41249
1014,"Carroll County,KY",No,6,3,10711,0.222,0.42,0.269,0.088,0.156,0.248,47623
1015,"Carter County,KY",No,6,0,27372,0.219,0.401,0.244,0.137,0.311,0.334,32906
1016,"Casey County,KY",No,9,1,15835,0.25,0.384,0.233,0.133,0.26,0.385,34358
1017,"Christian County,KY",Yes,2,0,72304,0.14,0.321,0.365,0.173,0.182,0.263,40299
1018,"Clark County,KY",Yes,2,0,35802,0.146,0.348,0.306,0.201,0.16,0.248,50162
1019,"Clay County,KY",No,7,4,20791,0.357,0.342,0.206,0.095,0.382,0.472,28146
1020,"Clinton County,KY",No,9,3,10202,0.269,0.388,0.241,0.101,0.257,0.375,31118
1021,"Crittenden County,KY",No,7,1,9114,0.17,0.422,0.277,0.131,0.178,0.287,43624
1022,"Cumberland County,KY",No,9,0,6740,0.189,0.416,0.264,0.131,0.233,0.331,33541
1023,"Daviess County,KY",Yes,3,0,99323,0.1,0.347,0.324,0.229,0.153,0.192,51441
1024,"Edmonson County,KY",Yes,3,4,12121,0.21,0.42,0.263,0.108,0.174,0.221,43151
1025,"Elliott County,KY",No,9,4,7568,0.22,0.437,0.26,0.083,0.252,0.291,35446
1026,"Estill County,KY",No,6,0,14356,0.253,0.455,0.193,0.099,0.253,0.33,35701
1027,"Fayette County,KY",Yes,2,4,314584,0.091,0.2,0.279,0.429,0.146,0.173,55358
1028,"Fleming County,KY",No,7,1,14467,0.215,0.383,0.276,0.127,0.186,0.291,42571
1029,"Floyd County,KY",No,7,2,37356,0.262,0.358,0.267,0.112,0.342,0.443,33218
1030,"Franklin County,KY",No,4,4,50108,0.11,0.306,0.287,0.298,0.129,0.188,53134
1031,"Fulton County,KY",No,9,0,6293,0.218,0.389,0.261,0.133,0.302,0.461,32355
1032,"Gallatin County,KY",Yes,1,3,8673,0.189,0.464,0.23,0.116,0.151,0.236,49060
1033,"Garrard County,KY",No,6,0,17239,0.201,0.367,0.265,0.168,0.161,0.235,51203
1034,"Grant County,KY",Yes,1,0,24861,0.135,0.487,0.242,0.136,0.139,0.203,53965
1035,"Graves County,KY",No,7,0,37284,0.147,0.394,0.297,0.163,0.169,0.254,46785
1036,"Grayson County,KY",No,6,0,26104,0.199,0.417,0.28,0.104,0.214,0.287,40780
1037,"Green County,KY",No,8,1,11037,0.242,0.402,0.236,0.12,0.18,0.261,36782
1038,"Greenup County,KY",Yes,2,0,35980,0.116,0.368,0.343,0.172,0.166,0.213,49457
1039,"Hancock County,KY",Yes,3,3,8687,0.151,0.428,0.312,0.11,0.12,0.163,56769
1040,"Hardin County,KY",Yes,3,4,107616,0.095,0.303,0.371,0.23,0.134,0.177,52278
1041,"Harlan County,KY",No,7,2,27463,0.284,0.347,0.261,0.108,0.334,0.436,29521
1042,"Harrison County,KY",No,6,3,18701,0.166,0.403,0.283,0.148,0.155,0.217,51709
1043,"Hart County,KY",No,8,3,18552,0.244,0.404,0.234,0.118,0.222,0.285,37038
1044,"Henderson County,KY",Yes,2,3,46091,0.132,0.356,0.333,0.179,0.163,0.216,51161
1045,"Henry County,KY",Yes,1,1,15731,0.158,0.421,0.3,0.122,0.143,0.217,53405
1046,"Hickman County,KY",No,9,1,4625,0.217,0.394,0.214,0.176,0.177,0.278,44290
1047,"Hopkins County,KY",No,5,0,45840,0.135,0.415,0.29,0.16,0.181,0.236,45512
1048,"Jackson County,KY",No,9,0,13385,0.257,0.426,0.196,0.122,0.265,0.365,35317
1049,"Jefferson County,KY",Yes,1,0,762189,0.1,0.268,0.304,0.327,0.154,0.224,55860
1050,"Jessamine County,KY",Yes,2,0,51749,0.133,0.303,0.269,0.295,0.126,0.17,59443
1051,"Johnson County,KY",No,7,0,22932,0.195,0.348,0.307,0.149,0.25,0.29,39381
1052,"Kenton County,KY",Yes,1,0,164115,0.103,0.287,0.306,0.304,0.104,0.141,64644
1053,"Knott County,KY",No,9,2,15633,0.269,0.324,0.278,0.129,0.321,0.414,32228
1054,"Knox County,KY",No,7,0,31518,0.277,0.379,0.213,0.131,0.319,0.445,30742
1055,"Larue County,KY",Yes,3,0,14151,0.176,0.402,0.322,0.101,0.153,0.222,45458
1056,"Laurel County,KY",No,5,0,59953,0.189,0.406,0.271,0.134,0.206,0.294,41425
1057,"Lawrence County,KY",No,6,0,15796,0.249,0.429,0.222,0.1,0.255,0.311,36667
1058,"Lee County,KY",No,9,0,6947,0.296,0.372,0.229,0.103,0.344,0.437,29124
1059,"Leslie County,KY",No,9,2,10612,0.298,0.386,0.219,0.097,0.308,0.388,31921
1060,"Letcher County,KY",No,9,2,22965,0.248,0.375,0.261,0.117,0.311,0.36,32321
1061,"Lewis County,KY",No,8,1,13587,0.263,0.402,0.225,0.11,0.252,0.331,35751
1062,"Lincoln County,KY",No,7,0,24499,0.218,0.438,0.234,0.111,0.206,0.287,42190
1063,"Livingston County,KY",No,9,2,9304,0.164,0.445,0.277,0.114,0.139,0.233,48182
1064,"Logan County,KY",No,6,3,26842,0.157,0.437,0.255,0.15,0.18,0.265,46742
1065,"Lyon County,KY",No,9,4,8312,0.121,0.412,0.308,0.159,0.145,0.201,48395
1066,"McCracken County,KY",No,5,0,65296,0.102,0.301,0.351,0.246,0.147,0.217,48950
1067,"McCreary County,KY",No,9,4,17720,0.254,0.427,0.249,0.069,0.337,0.394,30029
1068,"McLean County,KY",Yes,3,1,9358,0.128,0.413,0.339,0.12,0.139,0.19,48080
1069,"Madison County,KY",No,4,4,88502,0.13,0.278,0.287,0.305,0.165,0.176,51897
1070,"Magoffin County,KY",No,9,0,12767,0.309,0.327,0.268,0.097,0.284,0.376,30950
1071,"Marion County,KY",No,7,3,19310,0.196,0.427,0.246,0.132,0.171,0.223,45661
1072,"Marshall County,KY",No,7,3,31216,0.122,0.377,0.313,0.188,0.121,0.176,52388
1073,"Martin County,KY",No,9,2,12078,0.272,0.393,0.251,0.085,0.391,0.441,28925
1074,"Mason County,KY",No,6,0,17185,0.144,0.377,0.291,0.189,0.182,0.248,41807
1075,"Meade County,KY",Yes,3,0,28339,0.118,0.343,0.357,0.182,0.114,0.157,57613
1076,"Menifee County,KY",No,9,4,6389,0.237,0.438,0.212,0.113,0.264,0.392,34002
1077,"Mercer County,KY",No,6,3,21449,0.148,0.384,0.292,0.175,0.128,0.208,53921
1078,"Metcalfe County,KY",No,9,3,10036,0.231,0.37,0.268,0.131,0.233,0.37,35906
1079,"Monroe County,KY",No,8,1,10687,0.255,0.402,0.214,0.129,0.23,0.346,35596
1080,"Montgomery County,KY",No,6,3,27522,0.154,0.408,0.275,0.163,0.153,0.211,46629
1081,"Morgan County,KY",No,9,4,13398,0.266,0.371,0.227,0.136,0.273,0.322,35848
1082,"Muhlenberg County,KY",No,6,4,31155,0.194,0.432,0.262,0.111,0.174,0.227,43722
1083,"Nelson County,KY",No,6,3,45052,0.108,0.387,0.333,0.172,0.122,0.164,55602
1084,"Nicholas County,KY",No,8,1,7112,0.226,0.425,0.247,0.102,0.155,0.282,41428
1085,"Ohio County,KY",No,6,3,24026,0.179,0.428,0.26,0.133,0.172,0.25,44751
1086,"Oldham County,KY",Yes,1,0,64560,0.061,0.213,0.304,0.422,0.056,0.051,102136
1087,"Owen County,KY",No,8,1,10762,0.174,0.5,0.227,0.099,0.158,0.219,48998
1088,"Owsley County,KY",No,9,0,4508,0.309,0.37,0.16,0.162,0.392,0.478,26278
1089,"Pendleton County,KY",Yes,1,2,14603,0.172,0.435,0.28,0.113,0.155,0.227,54583
1090,"Perry County,KY",No,7,2,27269,0.232,0.348,0.296,0.123,0.289,0.37,33108
1091,"Pike County,KY",No,7,2,61261,0.239,0.385,0.246,0.13,0.238,0.315,37124
1092,"Powell County,KY",No,6,0,12353,0.195,0.42,0.238,0.147,0.22,0.329,37776
1093,"Pulaski County,KY",No,5,0,63950,0.181,0.376,0.289,0.153,0.195,0.264,41541
1094,"Robertson County,KY",No,8,4,2162,0.22,0.338,0.282,0.16,0.191,0.289,45146
1095,"Rockcastle County,KY",No,7,0,16881,0.224,0.436,0.234,0.106,0.228,0.302,37732
1096,"Rowan County,KY",No,7,4,24276,0.164,0.295,0.274,0.266,0.227,0.239,41196
1097,"Russell County,KY",No,9,3,17719,0.245,0.363,0.264,0.129,0.216,0.305,34648
1098,"Scott County,KY",Yes,2,3,52440,0.096,0.305,0.314,0.286,0.083,0.109,73500
1099,"Shelby County,KY",Yes,1,3,45777,0.147,0.31,0.3,0.242,0.1,0.136,66056
1100,"Simpson County,KY",No,6,3,17904,0.141,0.447,0.27,0.142,0.125,0.215,51769
1101,"Spencer County,KY",Yes,1,1,18167,0.102,0.351,0.345,0.202,0.073,0.097,85899
1102,"Taylor County,KY",No,7,0,25326,0.142,0.395,0.27,0.192,0.192,0.267,45429
1103,"Todd County,KY",No,8,1,12363,0.222,0.388,0.261,0.129,0.171,0.242,51027
1104,"Trigg County,KY",Yes,2,5,14342,0.126,0.313,0.391,0.169,0.131,0.25,49767
1105,"Trimble County,KY",Yes,1,1,8641,0.159,0.472,0.249,0.12,0.165,0.206,51674
1106,"Union County,KY",No,6,2,14814,0.126,0.459,0.305,0.11,0.163,0.219,47067
1107,"Warren County,KY",Yes,3,0,124256,0.123,0.281,0.29,0.306,0.165,0.196,53478
1108,"Washington County,KY",No,9,3,11938,0.167,0.42,0.235,0.177,0.138,0.209,50246
1109,"Wayne County,KY",No,7,3,20637,0.281,0.374,0.217,0.128,0.281,0.36,33701
1110,"Webster County,KY",No,8,2,13200,0.186,0.461,0.255,0.098,0.184,0.22,47132
1111,"Whitley County,KY",No,7,0,35976,0.203,0.373,0.232,0.192,0.257,0.339,36863
1112,"Wolfe County,KY",No,9,0,7247,0.301,0.378,0.244,0.076,0.314,0.436,30144
1113,"Woodford County,KY",Yes,2,0,25897,0.109,0.275,0.288,0.329,0.094,0.132,66164
1114,"Acadia Parish,LA",Yes,2,0,62448,0.218,0.412,0.236,0.134,0.252,0.354,40484
1115,"Allen Parish,LA",No,6,4,25653,0.201,0.429,0.243,0.127,0.196,0.227,44395
1116,"Ascension Parish,LA",Yes,2,0,118910,0.116,0.324,0.292,0.268,0.108,0.142,77758
1117,"Assumption Parish,LA",No,6,3,22827,0.264,0.437,0.196,0.102,0.207,0.287,48120
1118,"Avoyelles Parish,LA",No,6,0,41059,0.242,0.389,0.249,0.121,0.274,0.369,37731
1119,"Beauregard Parish,LA",No,6,0,36601,0.153,0.381,0.291,0.175,0.154,0.187,57005
1120,"Bienville Parish,LA",No,6,3,13785,0.171,0.417,0.288,0.124,0.269,0.363,34047
